StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q4,effect,null_effect,null_effect_cap,baseline,outcome
2022-09-13 10:42:25,2022-09-13 10:42:40,Spam,128.62.18.200,100,14,True,2022-09-13 10:42:40,R_3D0Bz55AdnK7ARR,,,,,30.2887,-97.7398,qr,EN,6,No,2,0,0,6,6
2022-09-13 10:42:27,2022-09-13 10:42:40,Spam,128.62.39.18,100,12,True,2022-09-13 10:42:40,R_116KOTZwVRUAVsw,,,,,30.2887,-97.7398,qr,EN,10,Yes,2,-1,-1,10,8
2022-09-13 10:42:24,2022-09-13 10:42:47,IP Address,128.62.43.5,100,23,True,2022-09-13 10:42:48,R_2V2RcHBSMs7Fq72,,,,,30.3075,-97.7271,qr,EN,5,Yes,4,-1,-1,5,1
2022-09-13 10:42:30,2022-09-13 10:42:49,Spam,128.62.18.47,100,18,True,2022-09-13 10:42:49,R_2X4BjqYQo1WxzHI,,,,,30.2887,-97.7398,qr,EN,8,Yes,2,1,0,8,6
2022-09-13 10:42:27,2022-09-13 10:42:49,IP Address,128.62.17.146,100,22,True,2022-09-13 10:42:50,R_OOtM7sZA4Lq4keJ,,,,,30.2887,-97.7398,qr,EN,2,Yes,3,0,0,2,1
2022-09-13 10:42:26,2022-09-13 10:42:51,IP Address,198.214.81.240,100,24,True,2022-09-13 10:42:51,R_3huRI05fxEAQ61m,,,,,30.2887,-97.7398,qr,EN,3,Yes,3,1,-1,3,1
2022-09-13 10:42:26,2022-09-13 10:42:53,IP Address,128.62.18.122,100,27,True,2022-09-13 10:42:54,R_1mVJFs0vbijULAy,,,,,30.2887,-97.7398,qr,EN,3,Yes,2,-1,0,3,1
2022-09-13 10:42:26,2022-09-13 10:42:55,Spam,128.62.18.171,100,28,True,2022-09-13 10:42:55,R_1PdQfGOvsXyNMYm,,,,,30.2887,-97.7398,qr,EN,1,No,4,0,-1,1,2
2022-09-13 10:42:23,2022-09-13 10:42:55,IP Address,128.62.19.118,100,31,True,2022-09-13 10:42:55,R_1KoRKPeG9Dk7qx6,,,,,30.2887,-97.7398,qr,EN,8,No,4,-1,0,8,9
2022-09-13 10:42:25,2022-09-13 10:43:04,IP Address,128.62.38.203,100,39,True,2022-09-13 10:43:05,R_1BJhfWAQkX60qBz,,,,,30.2732,-97.7419,qr,EN,9,No,3,0,0,9,9
2022-09-13 10:42:39,2022-09-13 10:43:06,IP Address,128.62.18.195,100,27,True,2022-09-13 10:43:09,R_3oFomiK91HwgQyX,,,,,30.2887,-97.7398,anonymous,EN,10,Yes,3,0,-1,10,7
2022-09-13 10:42:12,2022-09-13 10:43:11,Spam,128.62.18.43,100,58,True,2022-09-13 10:43:11,R_1hL0ZUIq29IvOrF,,,,,30.2887,-97.7398,anonymous,EN,10,Yes,2,0,-1,10,8
2022-09-13 10:42:56,2022-09-13 10:43:13,IP Address,128.62.18.37,100,16,True,2022-09-13 10:43:13,R_1dG2KgRdoBpgiFh,,,,,30.2887,-97.7398,qr,EN,10,No,2,-1,-1,10,10
2022-09-13 10:40:42,2022-09-13 10:44:44,IP Address,128.62.64.175,100,242,True,2022-09-13 10:44:44,R_2w4DDGFPIDsyua3,,,,,30.2887,-97.7398,anonymous,EN,1,No,4,0,-1,1,2
