StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q4,effect,null_effect,null_effect_cap,baseline,outcome
2022-09-15 10:37:54,2022-09-15 10:38:33,IP Address,128.62.19.79,100,38,True,2022-09-15 10:38:33,R_2e2RcYwEvBvGvLC,,,,,30.2887,-97.7398,qr,EN,5,Yes,4,0,-1,5,1
2022-09-15 10:37:57,2022-09-15 10:38:33,IP Address,128.62.53.17,100,36,True,2022-09-15 10:38:34,R_3nBZeDOZa6Le0vD,,,,,30.2887,-97.7398,qr,EN,6,No,4,-1,0,6,7
2022-09-15 10:37:57,2022-09-15 10:38:37,IP Address,128.62.39.251,100,39,True,2022-09-15 10:38:37,R_DqIhF2MMKTLoDtf,,,,,30.2887,-97.7398,qr,EN,5,No,2,1,0,5,4
2022-09-15 10:37:54,2022-09-15 10:38:38,IP Address,128.62.27.17,100,43,True,2022-09-15 10:38:39,R_3is6vJcCkulfCZR,,,,,30.2887,-97.7398,anonymous,EN,8,Yes,2,1,0,8,6
2022-09-15 10:38:14,2022-09-15 10:38:40,IP Address,128.62.42.150,100,26,True,2022-09-15 10:38:40,R_XqdXRyR9IoOWYYV,,,,,30.2887,-97.7398,qr,EN,2,No,2,0,0,2,2
2022-09-15 10:37:53,2022-09-15 10:38:48,IP Address,128.62.34.41,100,55,True,2022-09-15 10:38:48,R_2S0p12pdiEgaLeJ,,,,,30.2887,-97.7398,qr,EN,10,Yes,4,-1,0,10,6
2022-09-15 10:37:56,2022-09-15 10:38:56,IP Address,128.62.43.249,100,60,True,2022-09-15 10:38:56,R_2w6NgHrDaVsVExZ,,,,,30.3075,-97.7271,qr,EN,3,No,4,-1,-1,3,4
2022-09-15 10:38:24,2022-09-15 10:38:59,IP Address,128.62.18.203,100,35,True,2022-09-15 10:39:00,R_2WMZa9J1QM985Ni,,,,,30.2887,-97.7398,qr,EN,8,Yes,3,0,0,8,5
2022-09-15 10:38:22,2022-09-15 10:39:09,IP Address,128.62.34.48,100,46,True,2022-09-15 10:39:09,R_1KfMmW3nSz4HPS1,,,,,30.2887,-97.7398,qr,EN,9,Yes,4,-1,0,9,5
2022-09-15 10:38:42,2022-09-15 10:39:24,IP Address,128.62.45.73,100,41,True,2022-09-15 10:39:24,R_2fChmLlxzOTBZHK,,,,,30.2887,-97.7398,qr,EN,9,No,4,1,-1,9,8
2022-09-15 10:39:17,2022-09-15 10:39:30,IP Address,128.62.16.28,100,12,True,2022-09-15 10:39:30,R_3hgBUZ56nK341Z2,,,,,30.2887,-97.7398,anonymous,EN,2,No,4,1,-1,2,1
2022-09-15 10:37:55,2022-09-15 10:39:32,IP Address,128.62.32.112,100,96,True,2022-09-15 10:39:32,R_2uyQgi6ajx5iaB4,,,,,30.2887,-97.7398,qr,EN,2,No,4,-1,0,2,3
2022-09-15 10:39:13,2022-09-15 10:39:39,IP Address,128.62.20.100,100,25,True,2022-09-15 10:39:39,R_1Q9nBDj6ewPlGbU,,,,,30.2887,-97.7398,anonymous,EN,9,No,3,1,0,9,8
