user_id,signup_month,month,spend
14,1,5,576
14,1,6,531
14,1,7,525
14,1,8,512
14,1,9,484
14,1,10,517
14,1,11,493
14,1,12,503
15,2,1,470
15,2,2,486
15,2,3,590
15,2,4,570
15,2,5,576
15,2,6,583
15,2,7,541
15,2,8,555
15,2,9,474
15,2,10,479
15,2,11,491
15,2,12,525
16,1,1,468
16,1,2,596
16,1,3,564
16,1,4,522
16,1,5,532
16,1,6,521
16,1,7,530
16,1,8,527
16,1,9,499
16,1,10,486
16,1,11,457
16,1,12,505
17,7,1,468
17,7,2,443
17,7,3,444
17,7,4,501
17,7,5,442
17,7,6,443
17,7,7,467
17,7,8,509
17,7,9,485
17,7,10,504
17,7,11,466
17,7,12,445
18,0,1,534
18,0,2,498
18,0,3,472
18,0,4,485
18,0,5,485
18,0,6,408
18,0,7,431
18,0,8,431
18,0,9,422
18,0,10,409
18,0,11,378
18,0,12,340
19,0,1,527
19,0,2,473
19,0,3,480
19,0,4,432
19,0,5,423
19,0,6,430
19,0,7,445
19,0,8,458
19,0,9,387
19,0,10,397
19,0,11,393
19,0,12,391
20,0,1,519
20,0,2,497
20,0,3,472
20,0,4,464
20,0,5,471
20,0,6,470
20,0,7,466
20,0,8,445
20,0,9,404
20,0,10,400
20,0,11,397
20,0,12,322
21,0,1,460
21,0,2,500
21,0,3,465
21,0,4,432
21,0,5,431
21,0,6,418
21,0,7,427
21,0,8,445
21,0,9,393
21,0,10,468
21,0,11,410
21,0,12,388
22,0,1,466
22,0,2,502
22,0,3,459
22,0,4,462
22,0,5,451
22,0,6,434
22,0,7,434
22,0,8,439
22,0,9,431
22,0,10,460
22,0,11,412
22,0,12,356
23,0,1,512
23,0,2,451
23,0,3,398
23,0,4,471
23,0,5,459
23,0,6,446
23,0,7,414
23,0,8,371
23,0,9,402
23,0,10,383
23,0,11,395
23,0,12,375
24,5,1,498
24,5,2,470
24,5,3,473
24,5,4,424
24,5,5,451
24,5,6,535
24,5,7,542
24,5,8,526
24,5,9,534
24,5,10,501
24,5,11,514
24,5,12,487
25,10,1,489
25,10,2,486
25,10,3,483
25,10,4,457
25,10,5,457
25,10,6,422
25,10,7,436
25,10,8,415
25,10,9,411
25,10,10,349
25,10,11,487
25,10,12,486
26,0,1,499
26,0,2,456
26,0,3,419
26,0,4,440
26,0,5,449
26,0,6,459
26,0,7,403
26,0,8,431
26,0,9,444
26,0,10,392
26,0,11,361
26,0,12,410
27,0,1,457
27,0,2,491
27,0,3,464
27,0,4,473
27,0,5,450
27,0,6,443
27,0,7,410
27,0,8,427
27,0,9,381
27,0,10,365
27,0,11,366
27,0,12,368
28,0,1,508
28,0,2,487
28,0,3,476
28,0,4,433
28,0,5,452
28,0,6,419
28,0,7,400
28,0,8,416
28,0,9,412
28,0,10,400
28,0,11,365
28,0,12,379
29,0,1,498
29,0,2,475
29,0,3,439
29,0,4,433
29,0,5,431
29,0,6,475
29,0,7,447
29,0,8,410
29,0,9,396
29,0,10,379
29,0,11,391
29,0,12,359
30,11,1,471
30,11,2,485
30,11,3,447
30,11,4,538
30,11,5,412
30,11,6,413
30,11,7,459
30,11,8,487
30,11,9,407
30,11,10,423
30,11,11,398
30,11,12,467
31,0,1,512
31,0,2,452
31,0,3,450
31,0,4,433
31,0,5,457
31,0,6,399
31,0,7,391
31,0,8,417
31,0,9,440
31,0,10,400
31,0,11,389
31,0,12,349
32,6,1,518
32,6,2,505
32,6,3,439
32,6,4,505
32,6,5,417
32,6,6,453
32,6,7,552
32,6,8,491
32,6,9,550
32,6,10,501
32,6,11,458
32,6,12,502
33,0,1,495
33,0,2,498
33,0,3,463
33,0,4,446
33,0,5,473
33,0,6,405
33,0,7,431
33,0,8,425
33,0,9,419
33,0,10,414
33,0,11,378
33,0,12,373
34,0,1,470
34,0,2,491
34,0,3,472
34,0,4,472
34,0,5,429
34,0,6,420
34,0,7,375
34,0,8,418
34,0,9,419
34,0,10,433
34,0,11,373
34,0,12,385
35,0,1,480
35,0,2,488
35,0,3,472
35,0,4,464
35,0,5,445
35,0,6,465
35,0,7,403
35,0,8,435
35,0,9,406
35,0,10,420
35,0,11,367
35,0,12,378
36,3,1,513
36,3,2,483
36,3,3,455
36,3,4,607
36,3,5,568
36,3,6,543
36,3,7,522
36,3,8,479
36,3,9,490
36,3,10,530
36,3,11,512
36,3,12,457
37,3,1,512
37,3,2,467
37,3,3,427
37,3,4,587
37,3,5,563
37,3,6,575
37,3,7,521
37,3,8,513
37,3,9,507
37,3,10,490
37,3,11,489
37,3,12,472
38,0,1,521
38,0,2,485
38,0,3,489
38,0,4,445
38,0,5,510
38,0,6,462
38,0,7,382
38,0,8,366
38,0,9,383
38,0,10,398
38,0,11,394
38,0,12,383
39,10,1,517
39,10,2,482
39,10,3,503
39,10,4,415
39,10,5,455
39,10,6,451
39,10,7,426
39,10,8,418
39,10,9,388
39,10,10,388
39,10,11,496
39,10,12,469
40,0,1,461
40,0,2,501
40,0,3,448
40,0,4,459
40,0,5,450
40,0,6,413
40,0,7,365
40,0,8,423
40,0,9,415
40,0,10,378
40,0,11,424
40,0,12,324
41,0,1,475
41,0,2,471
41,0,3,512
41,0,4,442
41,0,5,439
41,0,6,433
41,0,7,429
41,0,8,397
41,0,9,408
41,0,10,435
41,0,11,416
41,0,12,372
42,5,1,505
42,5,2,483
42,5,3,495
42,5,4,451
42,5,5,461
42,5,6,547
42,5,7,537
42,5,8,517
42,5,9,544
42,5,10,512
42,5,11,523
42,5,12,481
43,3,1,511
43,3,2,493
43,3,3,444
43,3,4,570
43,3,5,587
43,3,6,579
43,3,7,540
43,3,8,497
43,3,9,526
43,3,10,487
43,3,11,507
43,3,12,491
44,0,1,470
44,0,2,497
44,0,3,469
44,0,4,426
44,0,5,508
44,0,6,402
44,0,7,444
44,0,8,418
44,0,9,435
44,0,10,407
44,0,11,412
44,0,12,368
45,0,1,477
45,0,2,485
45,0,3,456
45,0,4,464
45,0,5,448
45,0,6,410
45,0,7,460
45,0,8,376
45,0,9,433
45,0,10,399
45,0,11,356
45,0,12,381
46,0,1,471
46,0,2,494
46,0,3,488
46,0,4,433
46,0,5,445
46,0,6,427
46,0,7,437
46,0,8,430
46,0,9,404
46,0,10,381
46,0,11,384
46,0,12,384
47,0,1,484
47,0,2,483
47,0,3,493
47,0,4,474
47,0,5,435
47,0,6,487
47,0,7,399
47,0,8,422
47,0,9,413
47,0,10,429
47,0,11,426
47,0,12,370
48,0,1,460
48,0,2,498
48,0,3,473
48,0,4,441
48,0,5,479
48,0,6,453
48,0,7,435
48,0,8,439
48,0,9,454
48,0,10,396
48,0,11,374
48,0,12,367
49,3,1,479
49,3,2,511
49,3,3,463
49,3,4,608
49,3,5,553
49,3,6,516
49,3,7,538
49,3,8,535
49,3,9,466
49,3,10,535
49,3,11,457
49,3,12,463
50,7,1,511
50,7,2,468
50,7,3,459
50,7,4,458
50,7,5,409
50,7,6,435
50,7,7,456
50,7,8,519
50,7,9,498
50,7,10,486
50,7,11,474
50,7,12,482
51,5,1,441
51,5,2,471
51,5,3,468
51,5,4,486
51,5,5,433
51,5,6,512
51,5,7,525
51,5,8,529
51,5,9,542
51,5,10,493
51,5,11,447
51,5,12,474
52,0,1,459
52,0,2,465
52,0,3,487
52,0,4,445
52,0,5,461
52,0,6,452
52,0,7,443
52,0,8,435
52,0,9,416
52,0,10,403
52,0,11,412
52,0,12,371
53,8,1,479
53,8,2,448
53,8,3,464
53,8,4,401
53,8,5,414
53,8,6,439
53,8,7,476
53,8,8,440
53,8,9,522
53,8,10,515
53,8,11,516
53,8,12,508
54,0,1,478
54,0,2,461
54,0,3,498
54,0,4,446
54,0,5,492
54,0,6,443
54,0,7,434
54,0,8,439
54,0,9,400
54,0,10,361
54,0,11,375
54,0,12,392
55,0,1,494
55,0,2,483
55,0,3,471
55,0,4,477
55,0,5,444
55,0,6,403
55,0,7,454
55,0,8,462
55,0,9,399
55,0,10,389
55,0,11,419
55,0,12,402
56,0,1,495
56,0,2,445
56,0,3,475
56,0,4,467
56,0,5,397
56,0,6,452
56,0,7,461
56,0,8,436
56,0,9,408
56,0,10,411
56,0,11,370
56,0,12,369
57,1,1,531
57,1,2,582
57,1,3,593
57,1,4,572
57,1,5,564
57,1,6,543
57,1,7,539
57,1,8,558
57,1,9,475
57,1,10,531
57,1,11,479
57,1,12,503
58,11,1,489
58,11,2,454
58,11,3,484
58,11,4,442
58,11,5,471
58,11,6,445
58,11,7,441
58,11,8,392
58,11,9,429
58,11,10,431
58,11,11,383
58,11,12,473
59,1,1,520
59,1,2,548
59,1,3,548
59,1,4,565
59,1,5,609
59,1,6,534
59,1,7,534
59,1,8,518
59,1,9,523
59,1,10,526
59,1,11,497
59,1,12,461
60,0,1,452
60,0,2,479
60,0,3,440
60,0,4,463
60,0,5,444
60,0,6,430
60,0,7,420
60,0,8,412
60,0,9,412
60,0,10,416
60,0,11,379
60,0,12,389
61,5,1,504
61,5,2,464
61,5,3,472
61,5,4,465
61,5,5,470
61,5,6,567
61,5,7,531
61,5,8,514
61,5,9,524
61,5,10,510
61,5,11,507
61,5,12,462
62,0,1,465
62,0,2,528
62,0,3,431
62,0,4,475
62,0,5,442
62,0,6,474
62,0,7,452
62,0,8,416
62,0,9,393
62,0,10,425
62,0,11,385
62,0,12,374
63,0,1,467
63,0,2,466
63,0,3,462
63,0,4,446
63,0,5,443
63,0,6,432
63,0,7,460
63,0,8,407
63,0,9,395
63,0,10,391
63,0,11,399
63,0,12,364
64,0,1,526
64,0,2,520
64,0,3,443
64,0,4,470
64,0,5,444
64,0,6,440
64,0,7,446
64,0,8,432
64,0,9,390
64,0,10,405
64,0,11,399
64,0,12,348
65,0,1,475
65,0,2,490
65,0,3,470
65,0,4,474
65,0,5,453
65,0,6,444
65,0,7,416
65,0,8,423
65,0,9,428
65,0,10,391
65,0,11,352
65,0,12,358
66,4,1,471
66,4,2,485
66,4,3,479
66,4,4,442
66,4,5,546
66,4,6,546
66,4,7,530
66,4,8,515
66,4,9,529
66,4,10,539
66,4,11,461
66,4,12,450
67,0,1,497
67,0,2,459
67,0,3,467
67,0,4,453
67,0,5,463
67,0,6,429
67,0,7,430
67,0,8,410
67,0,9,408
67,0,10,387
67,0,11,417
67,0,12,360
68,0,1,483
68,0,2,484
68,0,3,452
68,0,4,464
68,0,5,462
68,0,6,448
68,0,7,401
68,0,8,447
68,0,9,436
68,0,10,405
68,0,11,362
68,0,12,336
69,0,1,473
69,0,2,474
69,0,3,480
69,0,4,435
69,0,5,490
69,0,6,476
69,0,7,405
69,0,8,424
69,0,9,406
69,0,10,402
69,0,11,350
69,0,12,361
70,0,1,481
70,0,2,449
70,0,3,437
70,0,4,435
70,0,5,455
70,0,6,427
70,0,7,443
70,0,8,428
70,0,9,424
70,0,10,378
70,0,11,384
70,0,12,369
71,0,1,506
71,0,2,477
71,0,3,467
71,0,4,446
71,0,5,456
71,0,6,425
71,0,7,436
71,0,8,383
71,0,9,385
71,0,10,387
71,0,11,354
71,0,12,409
72,0,1,488
72,0,2,484
72,0,3,500
72,0,4,486
72,0,5,461
72,0,6,393
72,0,7,451
72,0,8,394
72,0,9,428
72,0,10,425
72,0,11,407
72,0,12,362
73,0,1,496
73,0,2,472
73,0,3,480
73,0,4,487
73,0,5,452
73,0,6,459
73,0,7,402
73,0,8,462
73,0,9,469
73,0,10,397
73,0,11,346
73,0,12,395
74,3,1,497
74,3,2,474
74,3,3,476
74,3,4,525
74,3,5,547
74,3,6,516
74,3,7,526
74,3,8,484
74,3,9,490
74,3,10,495
74,3,11,476
74,3,12,484
75,0,1,500
75,0,2,451
75,0,3,455
75,0,4,444
75,0,5,457
75,0,6,459
75,0,7,412
75,0,8,460
75,0,9,394
75,0,10,412
75,0,11,393
75,0,12,387
76,0,1,493
76,0,2,432
76,0,3,501
76,0,4,472
76,0,5,472
76,0,6,456
76,0,7,419
76,0,8,445
76,0,9,392
76,0,10,357
76,0,11,409
76,0,12,375
77,0,1,464
77,0,2,492
77,0,3,468
77,0,4,496
77,0,5,443
77,0,6,419
77,0,7,451
77,0,8,388
77,0,9,408
77,0,10,418
77,0,11,349
77,0,12,357
78,0,1,499
78,0,2,477
78,0,3,519
78,0,4,470
78,0,5,470
78,0,6,434
78,0,7,392
78,0,8,440
78,0,9,419
78,0,10,391
78,0,11,388
78,0,12,371
79,0,1,512
79,0,2,522
79,0,3,432
79,0,4,448
79,0,5,463
79,0,6,461
79,0,7,426
79,0,8,415
79,0,9,409
79,0,10,406
79,0,11,381
79,0,12,371
80,9,1,435
80,9,2,450
80,9,3,484
80,9,4,426
80,9,5,466
80,9,6,416
80,9,7,441
80,9,8,418
80,9,9,405
80,9,10,535
80,9,11,459
80,9,12,463
81,0,1,501
81,0,2,504
81,0,3,438
81,0,4,416
81,0,5,416
81,0,6,404
81,0,7,405
81,0,8,407
81,0,9,435
81,0,10,390
81,0,11,373
81,0,12,380
82,0,1,514
82,0,2,500
82,0,3,446
82,0,4,456
82,0,5,450
82,0,6,439
82,0,7,449
82,0,8,415
82,0,9,373
82,0,10,417
82,0,11,395
82,0,12,350
83,4,1,471
83,4,2,490
83,4,3,435
83,4,4,449
83,4,5,536
83,4,6,569
83,4,7,525
83,4,8,457
83,4,9,507
83,4,10,515
83,4,11,467
83,4,12,468
84,3,1,509
84,3,2,476
84,3,3,504
84,3,4,541
84,3,5,538
84,3,6,540
84,3,7,491
84,3,8,489
84,3,9,454
84,3,10,491
84,3,11,457
84,3,12,475
85,0,1,493
85,0,2,462
85,0,3,473
85,0,4,452
85,0,5,472
85,0,6,417
85,0,7,412
85,0,8,412
85,0,9,418
85,0,10,418
85,0,11,375
85,0,12,374
86,0,1,479
86,0,2,489
86,0,3,466
86,0,4,481
86,0,5,421
86,0,6,435
86,0,7,426
86,0,8,451
86,0,9,419
86,0,10,390
86,0,11,375
86,0,12,368
87,0,1,501
87,0,2,463
87,0,3,453
87,0,4,467
87,0,5,457
87,0,6,445
87,0,7,440
87,0,8,411
87,0,9,400
87,0,10,430
87,0,11,419
87,0,12,385
88,0,1,499
88,0,2,509
88,0,3,461
88,0,4,444
88,0,5,471
88,0,6,430
88,0,7,392
88,0,8,420
88,0,9,422
88,0,10,388
88,0,11,397
88,0,12,396
89,9,1,487
89,9,2,460
89,9,3,470
89,9,4,458
89,9,5,480
89,9,6,409
89,9,7,411
89,9,8,393
89,9,9,418
89,9,10,505
89,9,11,509
89,9,12,452
90,0,1,437
90,0,2,496
90,0,3,456
90,0,4,490
90,0,5,458
90,0,6,488
90,0,7,416
90,0,8,436
90,0,9,415
90,0,10,379
90,0,11,380
90,0,12,404
91,7,1,498
91,7,2,465
91,7,3,506
91,7,4,475
91,7,5,421
91,7,6,462
91,7,7,376
91,7,8,475
91,7,9,510
91,7,10,496
91,7,11,499
91,7,12,497
92,5,1,499
92,5,2,498
92,5,3,454
92,5,4,460
92,5,5,468
92,5,6,561
92,5,7,521
92,5,8,539
92,5,9,553
92,5,10,490
92,5,11,478
92,5,12,498
93,4,1,480
93,4,2,486
93,4,3,449
93,4,4,467
93,4,5,566
93,4,6,505
93,4,7,498
93,4,8,540
93,4,9,536
93,4,10,480
93,4,11,478
93,4,12,460
94,0,1,471
94,0,2,474
94,0,3,479
94,0,4,479
94,0,5,447
94,0,6,480
94,0,7,483
94,0,8,397
94,0,9,443
94,0,10,395
94,0,11,401
94,0,12,396
95,1,1,493
95,1,2,612
95,1,3,567
95,1,4,579
95,1,5,554
95,1,6,541
95,1,7,556
95,1,8,507
95,1,9,505
95,1,10,498
95,1,11,494
95,1,12,469
96,4,1,468
96,4,2,493
96,4,3,488
96,4,4,454
96,4,5,582
96,4,6,542
96,4,7,491
96,4,8,554
96,4,9,510
96,4,10,500
96,4,11,458
96,4,12,466
97,0,1,529
97,0,2,484
97,0,3,469
97,0,4,444
97,0,5,454
97,0,6,441
97,0,7,470
97,0,8,474
97,0,9,412
97,0,10,424
97,0,11,384
97,0,12,413
98,7,1,498
98,7,2,523
98,7,3,482
98,7,4,450
98,7,5,448
98,7,6,460
98,7,7,441
98,7,8,525
98,7,9,507
98,7,10,532
98,7,11,496
98,7,12,451
99,1,1,498
99,1,2,573
99,1,3,578
99,1,4,553
99,1,5,546
99,1,6,564
99,1,7,532
99,1,8,492
99,1,9,487
99,1,10,511
99,1,11,510
99,1,12,485
100,1,1,497
100,1,2,625
100,1,3,538
100,1,4,565
100,1,5,542
100,1,6,564
100,1,7,540
100,1,8,534
100,1,9,573
100,1,10,488
100,1,11,513
100,1,12,490
101,9,1,487
101,9,2,516
101,9,3,480
101,9,4,450
101,9,5,469
101,9,6,467
101,9,7,387
101,9,8,385
101,9,9,405
101,9,10,480
101,9,11,462
101,9,12,478
102,6,1,501
102,6,2,493
102,6,3,521
102,6,4,441
102,6,5,438
102,6,6,467
102,6,7,518
102,6,8,524
102,6,9,520
102,6,10,536
102,6,11,483
102,6,12,473
103,7,1,530
103,7,2,489
103,7,3,472
103,7,4,447
103,7,5,462
103,7,6,446
103,7,7,438
103,7,8,524
103,7,9,502
103,7,10,499
103,7,11,482
103,7,12,463
104,11,1,492
104,11,2,440
104,11,3,453
104,11,4,451
104,11,5,412
104,11,6,425
104,11,7,453
104,11,8,440
104,11,9,416
104,11,10,379
104,11,11,371
104,11,12,504
105,0,1,444
105,0,2,454
105,0,3,501
105,0,4,464
105,0,5,470
105,0,6,456
105,0,7,436
105,0,8,455
105,0,9,443
105,0,10,390
105,0,11,351
105,0,12,392
106,0,1,517
106,0,2,490
106,0,3,471
106,0,4,503
106,0,5,438
106,0,6,443
106,0,7,401
106,0,8,391
106,0,9,381
106,0,10,374
106,0,11,375
106,0,12,409
107,10,1,494
107,10,2,493
107,10,3,494
107,10,4,406
107,10,5,468
107,10,6,447
107,10,7,467
107,10,8,418
107,10,9,417
107,10,10,398
107,10,11,518
107,10,12,492
108,6,1,452
108,6,2,511
108,6,3,475
108,6,4,442
108,6,5,428
108,6,6,425
108,6,7,563
108,6,8,508
108,6,9,541
108,6,10,494
108,6,11,497
108,6,12,455
109,0,1,464
109,0,2,484
109,0,3,495
109,0,4,441
109,0,5,449
109,0,6,431
109,0,7,389
109,0,8,483
109,0,9,414
109,0,10,421
109,0,11,434
109,0,12,402
110,0,1,529
110,0,2,498
110,0,3,410
110,0,4,465
110,0,5,425
110,0,6,416
110,0,7,432
110,0,8,422
110,0,9,389
110,0,10,404
110,0,11,393
110,0,12,378
111,7,1,473
111,7,2,462
111,7,3,466
111,7,4,465
111,7,5,412
111,7,6,428
111,7,7,396
111,7,8,494
111,7,9,485
111,7,10,487
111,7,11,542
111,7,12,486
112,0,1,498
112,0,2,498
112,0,3,482
112,0,4,439
112,0,5,466
112,0,6,418
112,0,7,484
112,0,8,434
112,0,9,404
112,0,10,436
112,0,11,367
112,0,12,385
113,0,1,480
113,0,2,476
113,0,3,452
113,0,4,461
113,0,5,424
113,0,6,441
113,0,7,452
113,0,8,405
113,0,9,412
113,0,10,431
113,0,11,390
113,0,12,393
114,5,1,497
114,5,2,458
114,5,3,488
114,5,4,472
114,5,5,456
114,5,6,558
114,5,7,506
114,5,8,508
114,5,9,488
114,5,10,472
114,5,11,440
114,5,12,469
115,0,1,494
115,0,2,492
115,0,3,521
115,0,4,492
115,0,5,490
115,0,6,453
115,0,7,418
115,0,8,416
115,0,9,390
115,0,10,371
115,0,11,353
115,0,12,378
116,9,1,509
116,9,2,486
116,9,3,473
116,9,4,446
116,9,5,456
116,9,6,459
116,9,7,422
116,9,8,424
116,9,9,425
116,9,10,556
116,9,11,491
116,9,12,497
117,0,1,458
117,0,2,442
117,0,3,430
117,0,4,439
117,0,5,475
117,0,6,465
117,0,7,427
117,0,8,437
117,0,9,388
117,0,10,419
117,0,11,381
117,0,12,391
118,0,1,442
118,0,2,488
118,0,3,486
118,0,4,474
118,0,5,445
118,0,6,453
118,0,7,362
118,0,8,416
118,0,9,444
118,0,10,364
118,0,11,406
118,0,12,337
119,5,1,470
119,5,2,502
119,5,3,462
119,5,4,472
119,5,5,453
119,5,6,526
119,5,7,539
119,5,8,512
119,5,9,474
119,5,10,501
119,5,11,485
119,5,12,491
120,5,1,475
120,5,2,465
120,5,3,455
120,5,4,444
120,5,5,438
120,5,6,528
120,5,7,514
120,5,8,560
120,5,9,504
120,5,10,507
120,5,11,479
120,5,12,503
121,0,1,535
121,0,2,500
121,0,3,511
121,0,4,491
121,0,5,450
121,0,6,446
121,0,7,442
121,0,8,450
121,0,9,427
121,0,10,413
121,0,11,398
121,0,12,366
122,8,1,484
122,8,2,467
122,8,3,474
122,8,4,473
122,8,5,403
122,8,6,435
122,8,7,431
122,8,8,367
122,8,9,477
122,8,10,537
122,8,11,470
122,8,12,490
123,0,1,464
123,0,2,434
123,0,3,473
123,0,4,489
123,0,5,455
123,0,6,471
123,0,7,447
123,0,8,419
123,0,9,396
123,0,10,406
123,0,11,381
123,0,12,363
124,0,1,451
124,0,2,453
124,0,3,452
124,0,4,480
124,0,5,439
124,0,6,426
124,0,7,398
124,0,8,435
124,0,9,404
124,0,10,409
124,0,11,395
124,0,12,362
125,0,1,504
125,0,2,459
125,0,3,464
125,0,4,468
125,0,5,434
125,0,6,446
125,0,7,451
125,0,8,407
125,0,9,416
125,0,10,415
125,0,11,362
125,0,12,411
126,0,1,526
126,0,2,492
126,0,3,437
126,0,4,438
126,0,5,498
126,0,6,414
126,0,7,411
126,0,8,432
126,0,9,416
126,0,10,406
126,0,11,364
126,0,12,353
127,2,1,479
127,2,2,442
127,2,3,521
127,2,4,542
127,2,5,557
127,2,6,508
127,2,7,554
127,2,8,519
127,2,9,508
127,2,10,510
127,2,11,512
127,2,12,456
128,7,1,503
128,7,2,487
128,7,3,489
128,7,4,471
128,7,5,493
128,7,6,443
128,7,7,425
128,7,8,519
128,7,9,509
128,7,10,487
128,7,11,438
128,7,12,519
129,2,1,505
129,2,2,479
129,2,3,565
129,2,4,585
129,2,5,525
129,2,6,544
129,2,7,525
129,2,8,561
129,2,9,478
129,2,10,515
129,2,11,450
129,2,12,501
130,0,1,463
130,0,2,475
130,0,3,464
130,0,4,442
130,0,5,475
130,0,6,463
130,0,7,438
130,0,8,376
130,0,9,414
130,0,10,394
130,0,11,386
130,0,12,370
131,8,1,488
131,8,2,445
131,8,3,516
131,8,4,468
131,8,5,474
131,8,6,405
131,8,7,452
131,8,8,391
131,8,9,537
131,8,10,522
131,8,11,479
131,8,12,465
132,8,1,458
132,8,2,481
132,8,3,488
132,8,4,438
132,8,5,434
132,8,6,427
132,8,7,414
132,8,8,470
132,8,9,521
132,8,10,558
132,8,11,486
132,8,12,481
133,5,1,496
133,5,2,501
133,5,3,484
133,5,4,457
133,5,5,445
133,5,6,559
133,5,7,545
133,5,8,545
133,5,9,482
133,5,10,508
133,5,11,462
133,5,12,485
134,0,1,479
134,0,2,458
134,0,3,458
134,0,4,478
134,0,5,438
134,0,6,442
134,0,7,466
134,0,8,408
134,0,9,395
134,0,10,424
134,0,11,418
134,0,12,367
135,0,1,498
135,0,2,492
135,0,3,495
135,0,4,478
135,0,5,463
135,0,6,437
135,0,7,457
135,0,8,416
135,0,9,410
135,0,10,421
135,0,11,395
135,0,12,388
136,0,1,507
136,0,2,506
136,0,3,450
136,0,4,498
136,0,5,419
136,0,6,428
136,0,7,392
136,0,8,376
136,0,9,410
136,0,10,391
136,0,11,371
136,0,12,364
137,0,1,461
137,0,2,475
137,0,3,479
137,0,4,456
137,0,5,444
137,0,6,407
137,0,7,425
137,0,8,379
137,0,9,409
137,0,10,411
137,0,11,383
137,0,12,360
138,11,1,497
138,11,2,487
138,11,3,480
138,11,4,500
138,11,5,438
138,11,6,403
138,11,7,451
138,11,8,413
138,11,9,417
138,11,10,410
138,11,11,412
138,11,12,472
139,5,1,480
139,5,2,512
139,5,3,445
139,5,4,447
139,5,5,488
139,5,6,559
139,5,7,542
139,5,8,485
139,5,9,478
139,5,10,493
139,5,11,502
139,5,12,458
140,9,1,475
140,9,2,440
140,9,3,458
140,9,4,432
140,9,5,474
140,9,6,460
140,9,7,457
140,9,8,446
140,9,9,426
140,9,10,518
140,9,11,498
140,9,12,474
141,0,1,514
141,0,2,466
141,0,3,477
141,0,4,447
141,0,5,469
141,0,6,440
141,0,7,413
141,0,8,404
141,0,9,401
141,0,10,384
141,0,11,354
141,0,12,387
142,0,1,472
142,0,2,487
142,0,3,457
142,0,4,477
142,0,5,455
142,0,6,436
142,0,7,432
142,0,8,444
142,0,9,431
142,0,10,383
142,0,11,401
142,0,12,385
143,8,1,448
143,8,2,477
143,8,3,476
143,8,4,437
143,8,5,468
143,8,6,447
143,8,7,417
143,8,8,390
143,8,9,484
143,8,10,507
143,8,11,469
143,8,12,456
144,7,1,477
144,7,2,465
144,7,3,449
144,7,4,440
144,7,5,412
144,7,6,420
144,7,7,418
144,7,8,528
144,7,9,500
144,7,10,550
144,7,11,446
144,7,12,515
145,0,1,480
145,0,2,458
145,0,3,513
145,0,4,474
145,0,5,467
145,0,6,451
