"","state","dates","popularity","west_coast","controls","new_album"
"43","Alabama","2020-12-20",18.9842771256206,0,0,0
"44","Alabama","2020-12-27",20.6307805054754,0,0,0
"45","Alabama","2021-01-03",16.5847877209805,0,0,0
"46","Alabama","2021-01-10",15.2213860034116,0,0,0
"47","Alabama","2021-01-17",9.94545115802915,0,0,0
"48","Alabama","2021-01-24",13.0119950656636,0,0,0
"49","Alabama","2021-01-31",17.0147208422958,0,0,0
"50","Alabama","2021-02-07",21.8675103067782,0,0,0
"51","Alabama","2021-02-14",15.9707311816265,0,0,0
"52","Alabama","2021-02-21",11.6989791091622,0,0,0
"53","Alaska","2020-03-01",20.0342186164045,0,0,0
"54","Alaska","2020-03-08",7.06910328033178,0,0,0
"55","Alaska","2020-03-15",8.0891634760384,0,0,0
"56","Alaska","2020-03-22",17.7776303558953,0,0,0
"57","Alaska","2020-03-29",9.43272530446956,0,0,0
"58","Alaska","2020-04-05",8.75397564138885,0,0,0
"59","Alaska","2020-04-12",16.0158432166083,0,0,0
"60","Alaska","2020-04-19",16.5484986488112,0,0,0
"61","Alaska","2020-04-26",16.2795456310636,0,0,0
"62","Alaska","2020-05-03",7.05829489188248,0,0,0
"63","Alaska","2020-05-10",4.60477179520405,0,0,0
"64","Alaska","2020-05-17",16.066993839083,0,0,0
"65","Alaska","2020-05-24",12.1804588153705,0,0,0
"66","Alaska","2020-05-31",7.4120909958593,0,0,0
"67","Alaska","2020-06-07",5.78577726322859,0,0,0
"68","Alaska","2020-06-14",2.64197270250415,0,0,0
"69","Alaska","2020-06-21",6.21635611194224,0,0,0
"70","Alaska","2020-06-28",5.64393713188866,0,0,0
"71","Alaska","2020-07-05",7.74141438853565,0,0,0
"72","Alaska","2020-07-12",11.5031304947292,0,0,0
"73","Alaska","2020-07-19",10.1791673351932,0,0,0
"74","Alaska","2020-07-26",14.7999861617354,0,0,0
"75","Alaska","2020-08-02",11.0375065262571,0,0,0
"76","Alaska","2020-08-09",55.0086413508694,0,0,0
"77","Alaska","2020-08-16",44.996729038913,0,0,0
"78","Alaska","2020-08-23",23.0559116981585,0,0,0
"79","Alaska","2020-08-30",5.74702366042208,0,0,0
"80","Alaska","2020-09-06",11.3556146213545,0,0,0
"81","Alaska","2020-09-13",23.461151221614,0,0,0
"82","Alaska","2020-09-20",15.8268773685276,0,0,0
"83","Alaska","2020-09-27",8.62550138668096,0,0,0
"84","Alaska","2020-10-04",17.4117508642104,0,0,0
"85","Alaska","2020-10-11",11.6269424414699,0,0,0
"86","Alaska","2020-10-18",13.462845546691,0,0,0
"87","Alaska","2020-10-25",10.3732307844635,0,0,0
"88","Alaska","2020-11-01",10.8783916383689,0,0,0
"89","Alaska","2020-11-08",2.9517578626473,0,0,0
"90","Alaska","2020-11-15",18.5959028264889,0,0,0
"91","Alaska","2020-11-22",15.0722780202243,0,0,0
"92","Alaska","2020-11-29",12.7981882500384,0,0,0
"93","Alaska","2020-12-06",41.4445748759816,0,0,0
"94","Alaska","2020-12-13",33.1807276389839,0,0,0
"95","Alaska","2020-12-20",18.4611169320525,0,0,0
"96","Alaska","2020-12-27",24.0954575970639,0,0,0
"97","Alaska","2021-01-03",12.7420082929749,0,0,0
"98","Alaska","2021-01-10",15.1987494247866,0,0,0
"99","Alaska","2021-01-17",12.2987497070515,0,0,0
"100","Alaska","2021-01-24",11.0862216630695,0,0,0
"101","Alaska","2021-01-31",7.7654382577332,0,0,0
"102","Alaska","2021-02-07",28.2412078186843,0,0,0
"103","Alaska","2021-02-14",15.1645444471087,0,0,0
"104","Alaska","2021-02-21",10.1237071661278,0,0,0
"105","Arizona","2020-03-01",12.190323118805,0,0,0
"106","Arizona","2020-03-08",12.918466421486,0,0,0
"107","Arizona","2020-03-15",10.1365864475955,0,0,0
"108","Arizona","2020-03-22",18.619437136092,0,0,0
"109","Arizona","2020-03-29",14.1961090991569,0,0,0
"110","Arizona","2020-04-05",10.1070618697676,0,0,0
"111","Arizona","2020-04-12",3.45617279389326,0,0,0
"112","Arizona","2020-04-19",17.0318568058362,0,0,0
"113","Arizona","2020-04-26",8.69727406654426,0,0,0
"114","Arizona","2020-05-03",15.9923455943101,0,0,0
"115","Arizona","2020-05-10",10.8182293766615,0,0,0
"116","Arizona","2020-05-17",21.3671531109244,0,0,0
"117","Arizona","2020-05-24",16.670093407896,0,0,0
"118","Arizona","2020-05-31",6.9332328111753,0,0,0
"119","Arizona","2020-06-07",9.56096348978487,0,0,0
"120","Arizona","2020-06-14",12.9620930179889,0,0,0
"121","Arizona","2020-06-21",11.0810359471975,0,0,0
"122","Arizona","2020-06-28",7.73646837884899,0,0,0
"123","Arizona","2020-07-05",11.7690242819772,0,0,0
"124","Arizona","2020-07-12",11.1512374381943,0,0,0
"125","Arizona","2020-07-19",15.0361093979324,0,0,0
"126","Arizona","2020-07-26",15.40752471118,0,0,0
"127","Arizona","2020-08-02",17.060307072137,0,0,0
"128","Arizona","2020-08-09",61.6935346564314,0,0,0
"129","Arizona","2020-08-16",49.4580254606571,0,0,0
"130","Arizona","2020-08-23",20.5951787342456,0,0,0
"131","Arizona","2020-08-30",12.4065224804386,0,0,0
"132","Arizona","2020-09-06",10.8580184309774,0,0,0
"133","Arizona","2020-09-13",13.61014384214,0,0,0
"134","Arizona","2020-09-20",11.1557549287081,0,0,0
"135","Arizona","2020-09-27",10.5901834413637,0,0,0
"136","Arizona","2020-10-04",9.97067384959115,0,0,0
"137","Arizona","2020-10-11",11.8418597841669,0,0,0
"138","Arizona","2020-10-18",15.0816196231023,0,0,0
"139","Arizona","2020-10-25",9.16007623899176,0,0,0
"140","Arizona","2020-11-01",5.83629458471595,0,0,0
"141","Arizona","2020-11-08",10.2371049454208,0,0,0
"142","Arizona","2020-11-15",14.6408107414815,0,0,0
"143","Arizona","2020-11-22",20.8589569443208,0,0,0
"144","Arizona","2020-11-29",13.0746755502968,0,0,0
"145","Arizona","2020-12-06",38.3127727846786,0,0,0
"146","Arizona","2020-12-13",32.4547937968373,0,0,0
"147","Arizona","2020-12-20",24.657771797061,0,0,0
"148","Arizona","2020-12-27",15.6156344237872,0,0,0
"149","Arizona","2021-01-03",18.2810315307853,0,0,0
"150","Arizona","2021-01-10",14.4301145844597,0,0,0
"151","Arizona","2021-01-17",13.0752602770499,0,0,0
"152","Arizona","2021-01-24",13.00911965781,0,0,0
"153","Arizona","2021-01-31",8.74663907560291,0,0,0
"154","Arizona","2021-02-07",26.1883601949345,0,0,0
"155","Arizona","2021-02-14",15.0049524415168,0,0,0
"156","Arizona","2021-02-21",11.1180994482671,0,0,0
"157","Arkansas","2020-03-01",11.0276036586364,0,0,0
"158","Arkansas","2020-03-08",7.26105989130353,0,0,0
"159","Arkansas","2020-03-15",5.75617899587972,0,0,0
"160","Arkansas","2020-03-22",19.9691859383585,0,0,0
"161","Arkansas","2020-03-29",8.1720741295742,0,0,0
"162","Arkansas","2020-04-05",9.67257119000958,0,0,0
"163","Arkansas","2020-04-12",6.633654508713,0,0,0
"164","Arkansas","2020-04-19",11.4437903503159,0,0,0
"165","Arkansas","2020-04-26",4.54192169926371,0,0,0
"166","Arkansas","2020-05-03",13.447282886944,0,0,0
"167","Arkansas","2020-05-10",10.9740652912441,0,0,0
"168","Arkansas","2020-05-17",20.8891797704058,0,0,0
"169","Arkansas","2020-05-24",10.4639104370858,0,0,0
"170","Arkansas","2020-05-31",7.36670786737258,0,0,0
"171","Arkansas","2020-06-07",11.2738714535673,0,0,0
"172","Arkansas","2020-06-14",7.08088092915438,0,0,0
"173","Arkansas","2020-06-21",6.52079597610206,0,0,0
"174","Arkansas","2020-06-28",10.5231380828585,0,0,0
"175","Arkansas","2020-07-05",3.63290645878227,0,0,0
"176","Arkansas","2020-07-12",5.41497473065867,0,0,0
"177","Arkansas","2020-07-19",6.55327402694411,0,0,0
"178","Arkansas","2020-07-26",8.10225296612118,0,0,0
"179","Arkansas","2020-08-02",6.59436795194491,0,0,0
"180","Arkansas","2020-08-09",55.3265028945422,0,0,0
"181","Arkansas","2020-08-16",41.5652963466417,0,0,0
"182","Arkansas","2020-08-23",25.2417961585862,0,0,0
"183","Arkansas","2020-08-30",12.105253507982,0,0,0
"184","Arkansas","2020-09-06",12.7949047501934,0,0,0
"185","Arkansas","2020-09-13",20.7138259456097,0,0,0
"186","Arkansas","2020-09-20",14.5350649777697,0,0,0
"187","Arkansas","2020-09-27",12.4823103011806,0,0,0
"188","Arkansas","2020-10-04",15.2724847924611,0,0,0
"189","Arkansas","2020-10-11",8.98366957195499,0,0,0
"190","Arkansas","2020-10-18",9.5626071162247,0,0,0
"191","Arkansas","2020-10-25",9.74021468699958,0,0,0
"192","Arkansas","2020-11-01",11.4841383465538,0,0,0
"193","Arkansas","2020-11-08",10.4145095920809,0,0,0
"194","Arkansas","2020-11-15",12.5886302693457,0,0,0
"195","Arkansas","2020-11-22",17.5372639067029,0,0,0
"196","Arkansas","2020-11-29",14.7313336641563,0,0,0
"197","Arkansas","2020-12-06",36.9697092782287,0,0,0
"198","Arkansas","2020-12-13",32.4717607467465,0,0,0
"199","Arkansas","2020-12-20",23.8189348458039,0,0,0
"200","Arkansas","2020-12-27",23.1573856685573,0,0,0
"201","Arkansas","2021-01-03",12.3259778482987,0,0,0
"202","Arkansas","2021-01-10",8.42834240446509,0,0,0
"203","Arkansas","2021-01-17",13.6196803316854,0,0,0
"204","Arkansas","2021-01-24",16.0922782654888,0,0,0
"205","Arkansas","2021-01-31",12.8046560651342,0,0,0
"206","Arkansas","2021-02-07",25.1780468030909,0,0,0
"207","Arkansas","2021-02-14",12.3244878579241,0,0,0
"208","Arkansas","2021-02-21",13.1654390605663,0,0,0
"209","California","2020-03-01",16.8436420441434,1,0,0
"210","California","2020-03-08",16.3271982418861,1,0,0
"211","California","2020-03-15",14.0811351080714,1,0,0
"212","California","2020-03-22",19.8094722098853,1,0,0
"213","California","2020-03-29",10.2445788584843,1,0,0
"214","California","2020-04-05",8.89503279966821,1,0,0
"215","California","2020-04-12",13.4779063797108,1,0,0
"216","California","2020-04-19",16.1062022378006,1,0,0
"217","California","2020-04-26",18.3446284243159,1,0,0
"218","California","2020-05-03",11.4641607477355,1,0,0
"219","California","2020-05-10",10.4625150984621,1,0,0
"220","California","2020-05-17",25.7017212783288,1,0,0
"221","California","2020-05-24",15.1490335091338,1,0,0
"222","California","2020-05-31",5.47747898248053,1,0,0
"223","California","2020-06-07",4.07394974882934,1,0,0
"224","California","2020-06-14",6.55757746646191,1,0,0
"225","California","2020-06-21",12.7591406722558,1,0,0
"226","California","2020-06-28",14.4277100103206,1,0,0
"227","California","2020-07-05",14.2488196475844,1,0,0
"228","California","2020-07-12",16.7559014728014,1,0,0
"229","California","2020-07-19",68.5091610760067,1,0,1
"230","California","2020-07-26",52.3490110683217,1,0,0
"231","California","2020-08-02",23.9532240313882,1,0,0
"232","California","2020-08-09",17.4221239717113,1,0,0
"233","California","2020-08-16",23.5895389920526,1,0,0
"234","California","2020-08-23",21.3859725328813,1,0,0
"235","California","2020-08-30",15.3219289061833,1,0,0
"236","California","2020-09-06",16.2399336436464,1,0,0
"237","California","2020-09-13",23.0349748045853,1,0,0
"238","California","2020-09-20",17.6421031331624,1,0,0
"239","California","2020-09-27",17.9284525430243,1,0,0
"240","California","2020-10-04",15.8476688074421,1,0,0
"241","California","2020-10-11",11.5298461912404,1,0,0
"242","California","2020-10-18",13.1115310286317,1,0,0
"243","California","2020-10-25",5.44369070401207,1,0,0
"244","California","2020-11-01",7.86113014446328,1,0,0
"245","California","2020-11-08",11.9104872326662,1,0,0
"246","California","2020-11-15",12.2107971688329,1,0,0
"247","California","2020-11-22",21.6018326249742,1,0,0
"248","California","2020-11-29",13.4834986167222,1,0,0
"249","California","2020-12-06",43.6145507421694,1,0,0
"250","California","2020-12-13",42.2321080113126,1,0,0
"251","California","2020-12-20",23.186736553983,1,0,0
"252","California","2020-12-27",20.5463044185976,1,0,0
"253","California","2021-01-03",14.2407794924926,1,0,0
"254","California","2021-01-10",14.1068787883041,1,0,0
"255","California","2021-01-17",12.3934375591087,1,0,0
"256","California","2021-01-24",19.0620512384458,1,0,0
"257","California","2021-01-31",13.8718109032955,1,0,0
"258","California","2021-02-07",23.9797861302893,1,0,0
"259","California","2021-02-14",21.9277286255277,1,0,0
"260","California","2021-02-21",12.9409814976793,1,0,0
"261","Colorado","2020-03-01",19.209744272523,0,0,0
"262","Colorado","2020-03-08",12.6088142405849,0,0,0
"263","Colorado","2020-03-15",16.2146433667766,0,0,0
"264","Colorado","2020-03-22",24.1850110375534,0,0,0
"265","Colorado","2020-03-29",18.5498252232458,0,0,0
"266","Colorado","2020-04-05",11.9137125872564,0,0,0
"267","Colorado","2020-04-12",10.4217384398477,0,0,0
"268","Colorado","2020-04-19",19.9473224354159,0,0,0
"269","Colorado","2020-04-26",12.9508504327664,0,0,0
"270","Colorado","2020-05-03",11.4467082884443,0,0,0
"271","Colorado","2020-05-10",12.8328389046766,0,0,0
"272","Colorado","2020-05-17",19.9208652533857,0,0,0
"273","Colorado","2020-05-24",11.9557157741325,0,0,0
"274","Colorado","2020-05-31",11.4580998150287,0,0,0
"275","Colorado","2020-06-07",16.4732755442748,0,0,0
"276","Colorado","2020-06-14",12.6437943292948,0,0,0
"277","Colorado","2020-06-21",10.1431966698571,0,0,0
"278","Colorado","2020-06-28",14.2483640125375,0,0,0
"279","Colorado","2020-07-05",8.01204145338955,0,0,0
"280","Colorado","2020-07-12",6.92043971808201,0,0,0
"281","Colorado","2020-07-19",10.4152711579978,0,0,0
"282","Colorado","2020-07-26",9.86092019946691,0,0,0
"283","Colorado","2020-08-02",11.3941323128288,0,0,0
"284","Colorado","2020-08-09",72.5572274406313,0,0,0
"285","Colorado","2020-08-16",53.9666589916237,0,0,0
"286","Colorado","2020-08-23",27.3380734995663,0,0,0
"287","Colorado","2020-08-30",14.0509702633378,0,0,0
"288","Colorado","2020-09-06",15.5120369747608,0,0,0
"289","Colorado","2020-09-13",18.9627134340828,0,0,0
"290","Colorado","2020-09-20",20.5715609338739,0,0,0
"291","Colorado","2020-09-27",11.8872593971224,0,0,0
"292","Colorado","2020-10-04",15.8404283944946,0,0,0
"293","Colorado","2020-10-11",20.470452692716,0,0,0
"294","Colorado","2020-10-18",12.5752105489023,0,0,0
"295","Colorado","2020-10-25",10.0292887874368,0,0,0
"296","Colorado","2020-11-01",16.0501501732724,0,0,0
"297","Colorado","2020-11-08",13.6626766948556,0,0,0
"298","Colorado","2020-11-15",15.1440417446681,0,0,0
"299","Colorado","2020-11-22",22.974490416999,0,0,0
"300","Colorado","2020-11-29",20.5256209899738,0,0,0
"301","Colorado","2020-12-06",46.6829403750089,0,0,0
"302","Colorado","2020-12-13",47.3539449034141,0,0,0
"303","Colorado","2020-12-20",21.5346769550736,0,0,0
"304","Colorado","2020-12-27",23.571900845521,0,0,0
"305","Colorado","2021-01-03",20.0857276307991,0,0,0
"306","Colorado","2021-01-10",12.8999324951788,0,0,0
"307","Colorado","2021-01-17",16.7837977955829,0,0,0
"308","Colorado","2021-01-24",14.9864880392142,0,0,0
"309","Colorado","2021-01-31",20.3718717985165,0,0,0
"310","Colorado","2021-02-07",33.2769435672705,0,0,0
"311","Colorado","2021-02-14",17.1778111989517,0,0,0
"312","Colorado","2021-02-21",17.892568974045,0,0,0
"313","Connecticut","2020-03-01",19.7257513237713,0,0,0
"314","Connecticut","2020-03-08",13.3891357407479,0,0,0
"315","Connecticut","2020-03-15",20.3243081714416,0,0,0
"316","Connecticut","2020-03-22",27.1778894026125,0,0,0
"317","Connecticut","2020-03-29",16.0895070155786,0,0,0
"318","Connecticut","2020-04-05",18.4907115758173,0,0,0
"319","Connecticut","2020-04-12",12.9502613614467,0,0,0
"320","Connecticut","2020-04-19",20.0935101231799,0,0,0
"321","Connecticut","2020-04-26",10.8625062832732,0,0,0
"322","Connecticut","2020-05-03",13.3173823863603,0,0,0
"323","Connecticut","2020-05-10",13.5885652246986,0,0,0
"324","Connecticut","2020-05-17",29.1333951330588,0,0,0
"325","Connecticut","2020-05-24",19.9561013507939,0,0,0
"326","Connecticut","2020-05-31",12.9800463714277,0,0,0
"327","Connecticut","2020-06-07",9.14527190343425,0,0,0
"328","Connecticut","2020-06-14",15.0044144820673,0,0,0
"329","Connecticut","2020-06-21",10.0724018992205,0,0,0
"330","Connecticut","2020-06-28",10.5202924141089,0,0,0
"331","Connecticut","2020-07-05",12.3918662925775,0,0,0
"332","Connecticut","2020-07-12",12.1999151234033,0,0,0
"333","Connecticut","2020-07-19",15.7590192991231,0,0,0
"334","Connecticut","2020-07-26",16.743589308113,0,0,0
"335","Connecticut","2020-08-02",16.1434350924922,0,0,0
"336","Connecticut","2020-08-09",81.2727623261456,0,0,0
"337","Connecticut","2020-08-16",59.6561272659966,0,0,0
"338","Connecticut","2020-08-23",31.5170091219716,0,0,0
"339","Connecticut","2020-08-30",20.3324686856434,0,0,0
"340","Connecticut","2020-09-06",20.6153165630859,0,0,0
"341","Connecticut","2020-09-13",20.8907705718702,0,0,0
"342","Connecticut","2020-09-20",19.9298230615908,0,0,0
"343","Connecticut","2020-09-27",20.4004867146547,0,0,0
"344","Connecticut","2020-10-04",18.4555238023576,0,0,0
"345","Connecticut","2020-10-11",18.134849414543,0,0,0
"346","Connecticut","2020-10-18",14.9947501617954,0,0,0
"347","Connecticut","2020-10-25",14.038142584036,0,0,0
"348","Connecticut","2020-11-01",9.02355394074456,0,0,0
"349","Connecticut","2020-11-08",16.4889356330487,0,0,0
"350","Connecticut","2020-11-15",24.955890527554,0,0,0
"351","Connecticut","2020-11-22",27.8846429155157,0,0,0
"352","Connecticut","2020-11-29",27.7545844583049,0,0,0
"353","Connecticut","2020-12-06",64.6811234720169,0,0,0
"354","Connecticut","2020-12-13",47.7388895811572,0,0,0
"355","Connecticut","2020-12-20",34.5753188450655,0,0,0
"356","Connecticut","2020-12-27",26.5527458012466,0,0,0
"357","Connecticut","2021-01-03",19.3801551019371,0,0,0
"358","Connecticut","2021-01-10",21.3258243224939,0,0,0
"359","Connecticut","2021-01-17",14.3844377912796,0,0,0
"360","Connecticut","2021-01-24",13.5204613780569,0,0,0
"361","Connecticut","2021-01-31",15.2862152111752,0,0,0
"362","Connecticut","2021-02-07",31.7744543046277,0,0,0
"363","Connecticut","2021-02-14",17.5454756449861,0,0,0
"364","Connecticut","2021-02-21",26.1929106015907,0,0,0
"365","Delaware","2020-03-01",13.8453058837364,0,0,0
"366","Delaware","2020-03-08",14.2151057641737,0,0,0
"367","Delaware","2020-03-15",11.1758110789858,0,0,0
"368","Delaware","2020-03-22",21.2497608127004,0,0,0
"369","Delaware","2020-03-29",11.6974149203017,0,0,0
"370","Delaware","2020-04-05",8.70180514563256,0,0,0
"371","Delaware","2020-04-12",4.60948574730635,0,0,0
"372","Delaware","2020-04-19",18.1370721249677,0,0,0
"373","Delaware","2020-04-26",10.5713035289572,0,0,0
"374","Delaware","2020-05-03",11.5240012264792,0,0,0
"375","Delaware","2020-05-10",10.0566035774909,0,0,0
"376","Delaware","2020-05-17",20.349489895411,0,0,0
"377","Delaware","2020-05-24",15.8893810602276,0,0,0
"378","Delaware","2020-05-31",9.99488747177118,0,0,0
"379","Delaware","2020-06-07",7.38909182793035,0,0,0
"380","Delaware","2020-06-14",11.6708076510626,0,0,0
"381","Delaware","2020-06-21",10.3548961379256,0,0,0
"382","Delaware","2020-06-28",12.9869299631919,0,0,0
"383","Delaware","2020-07-05",7.15352798880247,0,0,0
"384","Delaware","2020-07-12",4.0861639008379,0,0,0
"385","Delaware","2020-07-19",10.7428933783039,0,0,0
"386","Delaware","2020-07-26",6.30472248417946,0,0,0
"387","Delaware","2020-08-02",12.5257243694371,0,0,0
"388","Delaware","2020-08-09",63.0475220481375,0,0,0
"389","Delaware","2020-08-16",52.1645264103574,0,0,0
"390","Delaware","2020-08-23",18.2102717788299,0,0,0
"391","Delaware","2020-08-30",11.4988078901108,0,0,0
"392","Delaware","2020-09-06",18.1111143564319,0,0,0
"393","Delaware","2020-09-13",19.2695246470547,0,0,0
"394","Delaware","2020-09-20",10.734827157341,0,0,0
"395","Delaware","2020-09-27",13.7699911366372,0,0,0
"396","Delaware","2020-10-04",16.0575908257993,0,0,0
"397","Delaware","2020-10-11",10.6494338081245,0,0,0
"398","Delaware","2020-10-18",16.327631587349,0,0,0
"399","Delaware","2020-10-25",10.5410973065995,0,0,0
"400","Delaware","2020-11-01",13.777736918514,0,0,0
"401","Delaware","2020-11-08",8.82894658646529,0,0,0
"402","Delaware","2020-11-15",14.6190986886957,0,0,0
"403","Delaware","2020-11-22",16.306466097819,0,0,0
"404","Delaware","2020-11-29",16.9325793616638,0,0,0
"405","Delaware","2020-12-06",43.5235427595094,0,0,0
"406","Delaware","2020-12-13",32.9973210516194,0,0,0
"407","Delaware","2020-12-20",19.1242180587973,0,0,0
"408","Delaware","2020-12-27",10.2782185521063,0,0,0
"409","Delaware","2021-01-03",11.5583929407021,0,0,0
"410","Delaware","2021-01-10",13.8614984257495,0,0,0
"411","Delaware","2021-01-17",12.8588490540673,0,0,0
"412","Delaware","2021-01-24",14.9275642154272,0,0,0
"413","Delaware","2021-01-31",10.8581067708929,0,0,0
"414","Delaware","2021-02-07",24.334338783637,0,0,0
"415","Delaware","2021-02-14",18.8575785427796,0,0,0
"416","Delaware","2021-02-21",14.132515356142,0,0,0
"417","Florida","2020-03-01",10.2677948919762,0,0,0
"418","Florida","2020-03-08",14.180493353689,0,0,0
"419","Florida","2020-03-15",8.77322228120544,0,0,0
"420","Florida","2020-03-22",13.1645794103758,0,0,0
"421","Florida","2020-03-29",4.50836946331961,0,0,0
"422","Florida","2020-04-05",5.489114927272,0,0,0
"423","Florida","2020-04-12",7.99779848403987,0,0,0
"424","Florida","2020-04-19",18.4334715087686,0,0,0
"425","Florida","2020-04-26",10.3307936177795,0,0,0
"426","Florida","2020-05-03",6.3039493687239,0,0,0
"427","Florida","2020-05-10",3.21415438045093,0,0,0
"428","Florida","2020-05-17",12.8034365637285,0,0,0
"429","Florida","2020-05-24",11.8152661757872,0,0,0
"430","Florida","2020-05-31",9.30383091293926,0,0,0
"431","Florida","2020-06-07",5.08789198917737,0,0,0
"432","Florida","2020-06-14",8.41036662024845,0,0,0
"433","Florida","2020-06-21",4.00505430594965,0,0,0
"434","Florida","2020-06-28",7.29942267846822,0,0,0
"435","Florida","2020-07-05",8.21161621021809,0,0,0
"436","Florida","2020-07-12",10.5174164891338,0,0,0
"437","Florida","2020-07-19",10.3530905022402,0,0,0
"438","Florida","2020-07-26",14.9825801800574,0,0,0
"439","Florida","2020-08-02",10.5440302793719,0,0,0
"440","Florida","2020-08-09",46.997827580717,0,0,0
"441","Florida","2020-08-16",35.0304234111918,0,0,0
"442","Florida","2020-08-23",20.848641143723,0,0,0
"443","Florida","2020-08-30",20.4811972822351,0,0,0
"444","Florida","2020-09-06",7.88749209367062,0,0,0
"445","Florida","2020-09-13",18.2896024283909,0,0,0
"446","Florida","2020-09-20",8.75602368326077,0,0,0
"447","Florida","2020-09-27",11.6163318809669,0,0,0
"448","Florida","2020-10-04",15.1560995242712,0,0,0
"449","Florida","2020-10-11",6.88271560461272,0,0,0
"450","Florida","2020-10-18",11.9277358196586,0,0,0
"451","Florida","2020-10-25",0.842088293385309,0,0,0
"452","Florida","2020-11-01",6.95508773435142,0,0,0
"453","Florida","2020-11-08",6.46542710140086,0,0,0
"454","Florida","2020-11-15",17.3552156058874,0,0,0
"455","Florida","2020-11-22",15.4787125536026,0,0,0
"456","Florida","2020-11-29",12.7046927984531,0,0,0
"457","Florida","2020-12-06",32.5972170271908,0,0,0
"458","Florida","2020-12-13",32.3600328040754,0,0,0
"459","Florida","2020-12-20",15.6522927782823,0,0,0
"460","Florida","2020-12-27",15.0554876189571,0,0,0
"461","Florida","2021-01-03",11.9424770850217,0,0,0
"462","Florida","2021-01-10",15.2893935690646,0,0,0
"463","Florida","2021-01-17",6.80677952882856,0,0,0
"464","Florida","2021-01-24",11.4597235578771,0,0,0
"465","Florida","2021-01-31",9.20213581582068,0,0,0
"466","Florida","2021-02-07",20.1924264434287,0,0,0
"467","Florida","2021-02-14",10.3781320177783,0,0,0
"468","Florida","2021-02-21",9.0951780274703,0,0,0
"469","Georgia","2020-03-01",12.4420392482059,0,0,0
"470","Georgia","2020-03-08",8.45307283519687,0,0,0
"471","Georgia","2020-03-15",13.9520117163916,0,0,0
"472","Georgia","2020-03-22",16.2171945415026,0,0,0
"473","Georgia","2020-03-29",8.76749451543057,0,0,0
"474","Georgia","2020-04-05",10.4553090954164,0,0,0
"475","Georgia","2020-04-12",9.62887790835442,0,0,0
"476","Georgia","2020-04-19",11.5200157394516,0,0,0
"477","Georgia","2020-04-26",12.8988381817301,0,0,0
"478","Georgia","2020-05-03",7.09953897774755,0,0,0
"479","Georgia","2020-05-10",8.38862136100126,0,0,0
"480","Georgia","2020-05-17",20.7159772170754,0,0,0
"481","Georgia","2020-05-24",10.8995769171327,0,0,0
"482","Georgia","2020-05-31",8.15370172878793,0,0,0
"483","Georgia","2020-06-07",3.07727925628756,0,0,0
"484","Georgia","2020-06-14",9.24502035405495,0,0,0
"485","Georgia","2020-06-21",3.56050500105695,0,0,0
"486","Georgia","2020-06-28",3.73623524993024,0,0,0
