,user_id,signup_month,month,spend,treatment
291,24,5,4,424,True
292,24,5,5,451,True
293,24,5,6,535,True
294,24,5,7,542,True
295,24,5,8,526,True
296,24,5,9,534,True
297,24,5,10,501,True
298,24,5,11,514,True
299,24,5,12,487,True
300,25,10,1,489,True
301,25,10,2,486,True
302,25,10,3,483,True
303,25,10,4,457,True
304,25,10,5,457,True
305,25,10,6,422,True
306,25,10,7,436,True
307,25,10,8,415,True
308,25,10,9,411,True
309,25,10,10,349,True
310,25,10,11,487,True
311,25,10,12,486,True
312,26,0,1,499,False
313,26,0,2,456,False
314,26,0,3,419,False
315,26,0,4,440,False
316,26,0,5,449,False
317,26,0,6,459,False
318,26,0,7,403,False
319,26,0,8,431,False
320,26,0,9,444,False
321,26,0,10,392,False
322,26,0,11,361,False
323,26,0,12,410,False
324,27,0,1,457,False
325,27,0,2,491,False
326,27,0,3,464,False
327,27,0,4,473,False
328,27,0,5,450,False
329,27,0,6,443,False
330,27,0,7,410,False
331,27,0,8,427,False
332,27,0,9,381,False
333,27,0,10,365,False
334,27,0,11,366,False
335,27,0,12,368,False
336,28,0,1,508,False
337,28,0,2,487,False
338,28,0,3,476,False
339,28,0,4,433,False
340,28,0,5,452,False
341,28,0,6,419,False
342,28,0,7,400,False
343,28,0,8,416,False
344,28,0,9,412,False
345,28,0,10,400,False
346,28,0,11,365,False
347,28,0,12,379,False
348,29,0,1,498,False
349,29,0,2,475,False
350,29,0,3,439,False
351,29,0,4,433,False
352,29,0,5,431,False
353,29,0,6,475,False
354,29,0,7,447,False
355,29,0,8,410,False
356,29,0,9,396,False
357,29,0,10,379,False
358,29,0,11,391,False
359,29,0,12,359,False
360,30,11,1,471,True
361,30,11,2,485,True
362,30,11,3,447,True
363,30,11,4,538,True
364,30,11,5,412,True
365,30,11,6,413,True
366,30,11,7,459,True
367,30,11,8,487,True
368,30,11,9,407,True
369,30,11,10,423,True
370,30,11,11,398,True
371,30,11,12,467,True
372,31,0,1,512,False
373,31,0,2,452,False
374,31,0,3,450,False
375,31,0,4,433,False
376,31,0,5,457,False
377,31,0,6,399,False
378,31,0,7,391,False
379,31,0,8,417,False
380,31,0,9,440,False
381,31,0,10,400,False
382,31,0,11,389,False
383,31,0,12,349,False
384,32,6,1,518,True
385,32,6,2,505,True
386,32,6,3,439,True
387,32,6,4,505,True
388,32,6,5,417,True
389,32,6,6,453,True
390,32,6,7,552,True
391,32,6,8,491,True
392,32,6,9,550,True
393,32,6,10,501,True
394,32,6,11,458,True
395,32,6,12,502,True
396,33,0,1,495,False
397,33,0,2,498,False
398,33,0,3,463,False
399,33,0,4,446,False
400,33,0,5,473,False
401,33,0,6,405,False
402,33,0,7,431,False
403,33,0,8,425,False
404,33,0,9,419,False
405,33,0,10,414,False
406,33,0,11,378,False
407,33,0,12,373,False
408,34,0,1,470,False
409,34,0,2,491,False
410,34,0,3,472,False
411,34,0,4,472,False
412,34,0,5,429,False
413,34,0,6,420,False
414,34,0,7,375,False
415,34,0,8,418,False
416,34,0,9,419,False
417,34,0,10,433,False
418,34,0,11,373,False
419,34,0,12,385,False
420,35,0,1,480,False
421,35,0,2,488,False
422,35,0,3,472,False
423,35,0,4,464,False
424,35,0,5,445,False
425,35,0,6,465,False
426,35,0,7,403,False
427,35,0,8,435,False
428,35,0,9,406,False
429,35,0,10,420,False
430,35,0,11,367,False
431,35,0,12,378,False
432,36,3,1,513,True
433,36,3,2,483,True
434,36,3,3,455,True
435,36,3,4,607,True
436,36,3,5,568,True
437,36,3,6,543,True
438,36,3,7,522,True
439,36,3,8,479,True
440,36,3,9,490,True
441,36,3,10,530,True
442,36,3,11,512,True
443,36,3,12,457,True
444,37,3,1,512,True
445,37,3,2,467,True
446,37,3,3,427,True
447,37,3,4,587,True
448,37,3,5,563,True
449,37,3,6,575,True
450,37,3,7,521,True
451,37,3,8,513,True
452,37,3,9,507,True
453,37,3,10,490,True
454,37,3,11,489,True
455,37,3,12,472,True
456,38,0,1,521,False
457,38,0,2,485,False
458,38,0,3,489,False
459,38,0,4,445,False
460,38,0,5,510,False
461,38,0,6,462,False
462,38,0,7,382,False
463,38,0,8,366,False
464,38,0,9,383,False
465,38,0,10,398,False
466,38,0,11,394,False
467,38,0,12,383,False
468,39,10,1,517,True
469,39,10,2,482,True
470,39,10,3,503,True
471,39,10,4,415,True
472,39,10,5,455,True
473,39,10,6,451,True
474,39,10,7,426,True
475,39,10,8,418,True
476,39,10,9,388,True
477,39,10,10,388,True
478,39,10,11,496,True
479,39,10,12,469,True
480,40,0,1,461,False
481,40,0,2,501,False
482,40,0,3,448,False
483,40,0,4,459,False
484,40,0,5,450,False
485,40,0,6,413,False
486,40,0,7,365,False
487,40,0,8,423,False
488,40,0,9,415,False
489,40,0,10,378,False
490,40,0,11,424,False
491,40,0,12,324,False
492,41,0,1,475,False
493,41,0,2,471,False
494,41,0,3,512,False
495,41,0,4,442,False
496,41,0,5,439,False
497,41,0,6,433,False
498,41,0,7,429,False
499,41,0,8,397,False
500,41,0,9,408,False
501,41,0,10,435,False
502,41,0,11,416,False
503,41,0,12,372,False
504,42,5,1,505,True
505,42,5,2,483,True
506,42,5,3,495,True
507,42,5,4,451,True
508,42,5,5,461,True
509,42,5,6,547,True
510,42,5,7,537,True
511,42,5,8,517,True
512,42,5,9,544,True
513,42,5,10,512,True
514,42,5,11,523,True
515,42,5,12,481,True
516,43,3,1,511,True
517,43,3,2,493,True
518,43,3,3,444,True
519,43,3,4,570,True
520,43,3,5,587,True
521,43,3,6,579,True
522,43,3,7,540,True
523,43,3,8,497,True
524,43,3,9,526,True
525,43,3,10,487,True
526,43,3,11,507,True
527,43,3,12,491,True
528,44,0,1,470,False
529,44,0,2,497,False
530,44,0,3,469,False
531,44,0,4,426,False
532,44,0,5,508,False
533,44,0,6,402,False
534,44,0,7,444,False
535,44,0,8,418,False
536,44,0,9,435,False
537,44,0,10,407,False
538,44,0,11,412,False
539,44,0,12,368,False
540,45,0,1,477,False
541,45,0,2,485,False
542,45,0,3,456,False
543,45,0,4,464,False
544,45,0,5,448,False
545,45,0,6,410,False
546,45,0,7,460,False
547,45,0,8,376,False
548,45,0,9,433,False
549,45,0,10,399,False
550,45,0,11,356,False
551,45,0,12,381,False
552,46,0,1,471,False
553,46,0,2,494,False
554,46,0,3,488,False
555,46,0,4,433,False
556,46,0,5,445,False
557,46,0,6,427,False
558,46,0,7,437,False
559,46,0,8,430,False
560,46,0,9,404,False
561,46,0,10,381,False
562,46,0,11,384,False
563,46,0,12,384,False
564,47,0,1,484,False
565,47,0,2,483,False
566,47,0,3,493,False
567,47,0,4,474,False
568,47,0,5,435,False
569,47,0,6,487,False
570,47,0,7,399,False
571,47,0,8,422,False
572,47,0,9,413,False
573,47,0,10,429,False
574,47,0,11,426,False
575,47,0,12,370,False
576,48,0,1,460,False
577,48,0,2,498,False
578,48,0,3,473,False
579,48,0,4,441,False
580,48,0,5,479,False
581,48,0,6,453,False
582,48,0,7,435,False
583,48,0,8,439,False
584,48,0,9,454,False
585,48,0,10,396,False
586,48,0,11,374,False
587,48,0,12,367,False
588,49,3,1,479,True
589,49,3,2,511,True
590,49,3,3,463,True
591,49,3,4,608,True
592,49,3,5,553,True
593,49,3,6,516,True
594,49,3,7,538,True
595,49,3,8,535,True
596,49,3,9,466,True
597,49,3,10,535,True
598,49,3,11,457,True
599,49,3,12,463,True
600,50,7,1,511,True
601,50,7,2,468,True
602,50,7,3,459,True
603,50,7,4,458,True
604,50,7,5,409,True
605,50,7,6,435,True
606,50,7,7,456,True
607,50,7,8,519,True
608,50,7,9,498,True
609,50,7,10,486,True
610,50,7,11,474,True
611,50,7,12,482,True
612,51,5,1,441,True
613,51,5,2,471,True
614,51,5,3,468,True
615,51,5,4,486,True
616,51,5,5,433,True
617,51,5,6,512,True
618,51,5,7,525,True
619,51,5,8,529,True
620,51,5,9,542,True
621,51,5,10,493,True
622,51,5,11,447,True
623,51,5,12,474,True
624,52,0,1,459,False
625,52,0,2,465,False
626,52,0,3,487,False
627,52,0,4,445,False
628,52,0,5,461,False
629,52,0,6,452,False
630,52,0,7,443,False
631,52,0,8,435,False
632,52,0,9,416,False
633,52,0,10,403,False
634,52,0,11,412,False
635,52,0,12,371,False
636,53,8,1,479,True
637,53,8,2,448,True
638,53,8,3,464,True
639,53,8,4,401,True
640,53,8,5,414,True
641,53,8,6,439,True
642,53,8,7,476,True
643,53,8,8,440,True
644,53,8,9,522,True
645,53,8,10,515,True
646,53,8,11,516,True
647,53,8,12,508,True
648,54,0,1,478,False
649,54,0,2,461,False
650,54,0,3,498,False
651,54,0,4,446,False
652,54,0,5,492,False
653,54,0,6,443,False
654,54,0,7,434,False
655,54,0,8,439,False
656,54,0,9,400,False
657,54,0,10,361,False
658,54,0,11,375,False
659,54,0,12,392,False
660,55,0,1,494,False
661,55,0,2,483,False
662,55,0,3,471,False
663,55,0,4,477,False
664,55,0,5,444,False
665,55,0,6,403,False
666,55,0,7,454,False
667,55,0,8,462,False
668,55,0,9,399,False
669,55,0,10,389,False
670,55,0,11,419,False
671,55,0,12,402,False
672,56,0,1,495,False
673,56,0,2,445,False
674,56,0,3,475,False
675,56,0,4,467,False
676,56,0,5,397,False
677,56,0,6,452,False
678,56,0,7,461,False
679,56,0,8,436,False
680,56,0,9,408,False
681,56,0,10,411,False
682,56,0,11,370,False
683,56,0,12,369,False
684,57,1,1,531,True
685,57,1,2,582,True
686,57,1,3,593,True
687,57,1,4,572,True
688,57,1,5,564,True
689,57,1,6,543,True
690,57,1,7,539,True
691,57,1,8,558,True
692,57,1,9,475,True
693,57,1,10,531,True
694,57,1,11,479,True
695,57,1,12,503,True
696,58,11,1,489,True
697,58,11,2,454,True
698,58,11,3,484,True
699,58,11,4,442,True
700,58,11,5,471,True
701,58,11,6,445,True
702,58,11,7,441,True
703,58,11,8,392,True
704,58,11,9,429,True
705,58,11,10,431,True
706,58,11,11,383,True
707,58,11,12,473,True
708,59,1,1,520,True
709,59,1,2,548,True
710,59,1,3,548,True
711,59,1,4,565,True
712,59,1,5,609,True
713,59,1,6,534,True
714,59,1,7,534,True
715,59,1,8,518,True
716,59,1,9,523,True
717,59,1,10,526,True
718,59,1,11,497,True
719,59,1,12,461,True
720,60,0,1,452,False
721,60,0,2,479,False
722,60,0,3,440,False
723,60,0,4,463,False
724,60,0,5,444,False
725,60,0,6,430,False
726,60,0,7,420,False
727,60,0,8,412,False
728,60,0,9,412,False
729,60,0,10,416,False
730,60,0,11,379,False
731,60,0,12,389,False
732,61,5,1,504,True
733,61,5,2,464,True
734,61,5,3,472,True
735,61,5,4,465,True
736,61,5,5,470,True
737,61,5,6,567,True
738,61,5,7,531,True
739,61,5,8,514,True
740,61,5,9,524,True
741,61,5,10,510,True
742,61,5,11,507,True
743,61,5,12,462,True
744,62,0,1,465,False
745,62,0,2,528,False
746,62,0,3,431,False
747,62,0,4,475,False
748,62,0,5,442,False
749,62,0,6,474,False
750,62,0,7,452,False
751,62,0,8,416,False
752,62,0,9,393,False
753,62,0,10,425,False
754,62,0,11,385,False
755,62,0,12,374,False
756,63,0,1,467,False
757,63,0,2,466,False
758,63,0,3,462,False
759,63,0,4,446,False
760,63,0,5,443,False
761,63,0,6,432,False
762,63,0,7,460,False
763,63,0,8,407,False
764,63,0,9,395,False
765,63,0,10,391,False
766,63,0,11,399,False
767,63,0,12,364,False
768,64,0,1,526,False
769,64,0,2,520,False
770,64,0,3,443,False
771,64,0,4,470,False
772,64,0,5,444,False
773,64,0,6,440,False
774,64,0,7,446,False
775,64,0,8,432,False
776,64,0,9,390,False
777,64,0,10,405,False
778,64,0,11,399,False
779,64,0,12,348,False
780,65,0,1,475,False
781,65,0,2,490,False
782,65,0,3,470,False
783,65,0,4,474,False
784,65,0,5,453,False
785,65,0,6,444,False
786,65,0,7,416,False
787,65,0,8,423,False
788,65,0,9,428,False
789,65,0,10,391,False
790,65,0,11,352,False
791,65,0,12,358,False
792,66,4,1,471,True
793,66,4,2,485,True
794,66,4,3,479,True
795,66,4,4,442,True
796,66,4,5,546,True
797,66,4,6,546,True
798,66,4,7,530,True
799,66,4,8,515,True
800,66,4,9,529,True
801,66,4,10,539,True
802,66,4,11,461,True
803,66,4,12,450,True
804,67,0,1,497,False
805,67,0,2,459,False
806,67,0,3,467,False
807,67,0,4,453,False
808,67,0,5,463,False
809,67,0,6,429,False
810,67,0,7,430,False
811,67,0,8,410,False
812,67,0,9,408,False
813,67,0,10,387,False
814,67,0,11,417,False
815,67,0,12,360,False
816,68,0,1,483,False
817,68,0,2,484,False
818,68,0,3,452,False
819,68,0,4,464,False
820,68,0,5,462,False
821,68,0,6,448,False
822,68,0,7,401,False
823,68,0,8,447,False
824,68,0,9,436,False
825,68,0,10,405,False
826,68,0,11,362,False
827,68,0,12,336,False
828,69,0,1,473,False
829,69,0,2,474,False
830,69,0,3,480,False
831,69,0,4,435,False
832,69,0,5,490,False
833,69,0,6,476,False
834,69,0,7,405,False
835,69,0,8,424,False
836,69,0,9,406,False
837,69,0,10,402,False
838,69,0,11,350,False
839,69,0,12,361,False
840,70,0,1,481,False
841,70,0,2,449,False
842,70,0,3,437,False
843,70,0,4,435,False
844,70,0,5,455,False
845,70,0,6,427,False
846,70,0,7,443,False
847,70,0,8,428,False
848,70,0,9,424,False
849,70,0,10,378,False
850,70,0,11,384,False
851,70,0,12,369,False
852,71,0,1,506,False
853,71,0,2,477,False
854,71,0,3,467,False
855,71,0,4,446,False
856,71,0,5,456,False
857,71,0,6,425,False
858,71,0,7,436,False
859,71,0,8,383,False
860,71,0,9,385,False
861,71,0,10,387,False
862,71,0,11,354,False
863,71,0,12,409,False
864,72,0,1,488,False
865,72,0,2,484,False
866,72,0,3,500,False
867,72,0,4,486,False
868,72,0,5,461,False
869,72,0,6,393,False
870,72,0,7,451,False
871,72,0,8,394,False
872,72,0,9,428,False
873,72,0,10,425,False
874,72,0,11,407,False
875,72,0,12,362,False
876,73,0,1,496,False
877,73,0,2,472,False
878,73,0,3,480,False
879,73,0,4,487,False
880,73,0,5,452,False
881,73,0,6,459,False
882,73,0,7,402,False
883,73,0,8,462,False
884,73,0,9,469,False
885,73,0,10,397,False
886,73,0,11,346,False
887,73,0,12,395,False
888,74,3,1,497,True
889,74,3,2,474,True
890,74,3,3,476,True
891,74,3,4,525,True
892,74,3,5,547,True
893,74,3,6,516,True
894,74,3,7,526,True
895,74,3,8,484,True
896,74,3,9,490,True
897,74,3,10,495,True
898,74,3,11,476,True
899,74,3,12,484,True
900,75,0,1,500,False
901,75,0,2,451,False
902,75,0,3,455,False
903,75,0,4,444,False
904,75,0,5,457,False
905,75,0,6,459,False
906,75,0,7,412,False
907,75,0,8,460,False
908,75,0,9,394,False
909,75,0,10,412,False
910,75,0,11,393,False
911,75,0,12,387,False
912,76,0,1,493,False
913,76,0,2,432,False
914,76,0,3,501,False
915,76,0,4,472,False
916,76,0,5,472,False
917,76,0,6,456,False
918,76,0,7,419,False
919,76,0,8,445,False
920,76,0,9,392,False
921,76,0,10,357,False
922,76,0,11,409,False
923,76,0,12,375,False
924,77,0,1,464,False
925,77,0,2,492,False
926,77,0,3,468,False
927,77,0,4,496,False
928,77,0,5,443,False
929,77,0,6,419,False
930,77,0,7,451,False
931,77,0,8,388,False
932,77,0,9,408,False
933,77,0,10,418,False
934,77,0,11,349,False
935,77,0,12,357,False
936,78,0,1,499,False
937,78,0,2,477,False
938,78,0,3,519,False
939,78,0,4,470,False
940,78,0,5,470,False
941,78,0,6,434,False
942,78,0,7,392,False
943,78,0,8,440,False
944,78,0,9,419,False
945,78,0,10,391,False
946,78,0,11,388,False
947,78,0,12,371,False
948,79,0,1,512,False
949,79,0,2,522,False
950,79,0,3,432,False
951,79,0,4,448,False
952,79,0,5,463,False
953,79,0,6,461,False
954,79,0,7,426,False
955,79,0,8,415,False
956,79,0,9,409,False
957,79,0,10,406,False
958,79,0,11,381,False
959,79,0,12,371,False
960,80,9,1,435,True
961,80,9,2,450,True
962,80,9,3,484,True
963,80,9,4,426,True
964,80,9,5,466,True
965,80,9,6,416,True
966,80,9,7,441,True
967,80,9,8,418,True
968,80,9,9,405,True
969,80,9,10,535,True
970,80,9,11,459,True
971,80,9,12,463,True
972,81,0,1,501,False
973,81,0,2,504,False
974,81,0,3,438,False
975,81,0,4,416,False
976,81,0,5,416,False
977,81,0,6,404,False
978,81,0,7,405,False
979,81,0,8,407,False
980,81,0,9,435,False
981,81,0,10,390,False
982,81,0,11,373,False
983,81,0,12,380,False
984,82,0,1,514,False
985,82,0,2,500,False
986,82,0,3,446,False
987,82,0,4,456,False
988,82,0,5,450,False
989,82,0,6,439,False
990,82,0,7,449,False
991,82,0,8,415,False
992,82,0,9,373,False
993,82,0,10,417,False
994,82,0,11,395,False
995,82,0,12,350,False
996,83,4,1,471,True
997,83,4,2,490,True
998,83,4,3,435,True
999,83,4,4,449,True
1000,83,4,5,536,True
1001,83,4,6,569,True
1002,83,4,7,525,True
1003,83,4,8,457,True
1004,83,4,9,507,True
1005,83,4,10,515,True
1006,83,4,11,467,True
1007,83,4,12,468,True
1008,84,3,1,509,True
1009,84,3,2,476,True
1010,84,3,3,504,True
1011,84,3,4,541,True
1012,84,3,5,538,True
1013,84,3,6,540,True
1014,84,3,7,491,True
1015,84,3,8,489,True
1016,84,3,9,454,True
1017,84,3,10,491,True
1018,84,3,11,457,True
1019,84,3,12,475,True
1020,85,0,1,493,False
1021,85,0,2,462,False
1022,85,0,3,473,False
1023,85,0,4,452,False
1024,85,0,5,472,False
1025,85,0,6,417,False
1026,85,0,7,412,False
1027,85,0,8,412,False
1028,85,0,9,418,False
1029,85,0,10,418,False
1030,85,0,11,375,False
1031,85,0,12,374,False
1032,86,0,1,479,False
1033,86,0,2,489,False
1034,86,0,3,466,False
1035,86,0,4,481,False
1036,86,0,5,421,False
1037,86,0,6,435,False
1038,86,0,7,426,False
1039,86,0,8,451,False
1040,86,0,9,419,False
1041,86,0,10,390,False
1042,86,0,11,375,False
1043,86,0,12,368,False
1044,87,0,1,501,False
1045,87,0,2,463,False
1046,87,0,3,453,False
1047,87,0,4,467,False
1048,87,0,5,457,False
1049,87,0,6,445,False
1050,87,0,7,440,False
1051,87,0,8,411,False
1052,87,0,9,400,False
1053,87,0,10,430,False
1054,87,0,11,419,False
1055,87,0,12,385,False
1056,88,0,1,499,False
1057,88,0,2,509,False
1058,88,0,3,461,False
1059,88,0,4,444,False
1060,88,0,5,471,False
1061,88,0,6,430,False
1062,88,0,7,392,False
1063,88,0,8,420,False
1064,88,0,9,422,False
1065,88,0,10,388,False
1066,88,0,11,397,False
1067,88,0,12,396,False
1068,89,9,1,487,True
1069,89,9,2,460,True
1070,89,9,3,470,True
1071,89,9,4,458,True
1072,89,9,5,480,True
1073,89,9,6,409,True
1074,89,9,7,411,True
1075,89,9,8,393,True
1076,89,9,9,418,True
1077,89,9,10,505,True
1078,89,9,11,509,True
1079,89,9,12,452,True
1080,90,0,1,437,False
1081,90,0,2,496,False
1082,90,0,3,456,False
1083,90,0,4,490,False
1084,90,0,5,458,False
1085,90,0,6,488,False
1086,90,0,7,416,False
1087,90,0,8,436,False
1088,90,0,9,415,False
1089,90,0,10,379,False
1090,90,0,11,380,False
1091,90,0,12,404,False
1092,91,7,1,498,True
1093,91,7,2,465,True
1094,91,7,3,506,True
1095,91,7,4,475,True
1096,91,7,5,421,True
1097,91,7,6,462,True
1098,91,7,7,376,True
1099,91,7,8,475,True
1100,91,7,9,510,True
1101,91,7,10,496,True
1102,91,7,11,499,True
1103,91,7,12,497,True
1104,92,5,1,499,True
1105,92,5,2,498,True
1106,92,5,3,454,True
1107,92,5,4,460,True
1108,92,5,5,468,True
1109,92,5,6,561,True
1110,92,5,7,521,True
1111,92,5,8,539,True
1112,92,5,9,553,True
1113,92,5,10,490,True
1114,92,5,11,478,True
1115,92,5,12,498,True
1116,93,4,1,480,True
1117,93,4,2,486,True
1118,93,4,3,449,True
1119,93,4,4,467,True
1120,93,4,5,566,True
1121,93,4,6,505,True
1122,93,4,7,498,True
1123,93,4,8,540,True
1124,93,4,9,536,True
1125,93,4,10,480,True
1126,93,4,11,478,True
1127,93,4,12,460,True
1128,94,0,1,471,False
1129,94,0,2,474,False
1130,94,0,3,479,False
1131,94,0,4,479,False
1132,94,0,5,447,False
1133,94,0,6,480,False
1134,94,0,7,483,False
1135,94,0,8,397,False
1136,94,0,9,443,False
1137,94,0,10,395,False
1138,94,0,11,401,False
1139,94,0,12,396,False
1140,95,1,1,493,True
1141,95,1,2,612,True
1142,95,1,3,567,True
1143,95,1,4,579,True
1144,95,1,5,554,True
1145,95,1,6,541,True
1146,95,1,7,556,True
1147,95,1,8,507,True
1148,95,1,9,505,True
1149,95,1,10,498,True
