data_id,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
CPS1,0,43,12,0,0,1,0,14328.12,3453.532,18781.9
CPS1,0,55,7,0,0,1,1,18660.061,16768.16,19438.02
CPS1,0,49,10,0,0,1,1,24083.311,22758.58,25232.18
CPS1,0,20,12,0,0,0,0,9578.8555,15727.98,18666.641
CPS1,0,18,10,0,0,0,1,0,0,6478.353
CPS1,0,31,16,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,54,18,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,28,12,0,0,1,0,20676.141,4072.9839,17289.4
CPS1,0,24,12,0,0,1,0,18979.42,20959.311,17657.35
CPS1,0,21,8,0,0,0,1,18432.779,6778.1611,9376.1748
CPS1,0,39,8,0,0,1,1,24163.641,20937.82,25564.67
CPS1,0,28,12,0,0,1,0,23569.98,21926.08,25564.67
CPS1,0,40,12,0,0,1,0,25862.32,25243.551,23653.971
CPS1,0,38,7,0,0,1,1,22306.25,18866.42,22192.5
CPS1,0,16,10,0,0,0,1,0,520.98389,9925.8887
CPS1,0,43,12,0,0,1,0,0,0,0
CPS1,0,49,12,0,0,1,0,24812.15,23202.58,21153.66
CPS1,0,28,14,0,0,0,0,19316.41,18626.52,20002.51
CPS1,0,22,12,0,0,0,0,15341.06,14904.44,25564.67
CPS1,0,39,12,0,0,1,0,7455.0098,8512.9844,9862.3467
CPS1,0,27,16,0,0,1,0,21062.119,24824.609,12514.87
CPS1,0,21,12,0,0,0,0,15658.46,8115.5322,15937.28
CPS1,0,48,11,0,0,1,1,25862.32,25243.551,23724.9
CPS1,0,30,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,20,12,0,0,1,0,11510.69,8185.355,10026.37
CPS1,0,20,13,0,0,0,0,0,630.19348,13858.12
CPS1,0,18,12,0,0,0,0,658.3136,1432.2581,0
CPS1,0,23,12,0,1,0,0,5817.063,18105.529,8876.7041
CPS1,0,33,12,0,0,1,0,18303.471,13875,12640.47
CPS1,0,31,12,0,0,1,0,21610.711,21537.58,25564.67
CPS1,0,28,12,1,0,0,0,4700.2808,0,731.47467
CPS1,0,30,14,0,0,0,0,0,0,0
CPS1,0,23,13,1,0,0,0,172.4155,272.129,582.2243
CPS1,0,38,12,0,0,1,0,10384.11,11637.1,15959.45
CPS1,0,37,12,1,0,1,0,18826.59,21573.391,18147.961
CPS1,0,16,10,0,0,0,1,658.3136,630.19348,5127.7109
CPS1,0,18,10,0,0,0,1,0,2474.2261,0
CPS1,0,47,9,0,0,1,1,19978.641,19203,23970.199
CPS1,0,17,9,0,0,0,1,0,3992.4189,10248.03
CPS1,0,35,12,1,0,1,0,17241.551,15717.24,18050.43
CPS1,0,19,7,0,1,0,1,1250.012,0,8199.9053
CPS1,0,36,9,1,0,1,1,18904.971,18938.029,10997.24
CPS1,0,41,8,0,0,1,1,0,0,0
CPS1,0,54,12,0,0,1,0,0,0,0
CPS1,0,51,18,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,55,15,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,29,16,0,0,1,0,1657.54,5129.2739,8808.7275
CPS1,0,46,16,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,30,14,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,28,14,1,0,1,0,23039.02,22575.971,23093.91
CPS1,0,48,12,1,0,1,0,24196.949,22110.48,21899.91
CPS1,0,26,11,1,0,0,1,20834.84,19444.689,21891.039
CPS1,0,32,12,0,0,1,0,25862.32,25243.551,23587.471
CPS1,0,50,12,0,0,1,0,0,0,0
CPS1,0,20,11,0,0,0,1,11207.01,12424.84,13012.86
CPS1,0,21,12,0,0,0,0,11647.84,14832.82,20666.01
CPS1,0,20,9,0,0,0,1,4298.6309,8797.6445,8962.4121
CPS1,0,32,4,0,1,0,1,14819.89,15457.65,12033.13
CPS1,0,46,12,0,0,1,0,0,0,0
CPS1,0,18,12,0,0,0,0,2360.916,1752.726,2748.571
CPS1,0,51,12,0,0,1,0,22355.23,21793.6,3250.998
CPS1,0,32,15,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,26,16,0,0,1,0,8375.8662,10607.66,4047.4929
CPS1,0,24,15,0,0,0,0,1058.004,0,9436.7617
CPS1,0,46,8,0,0,1,1,24001.02,23990.32,3923.364
CPS1,0,21,16,0,0,0,0,0,0,20668.961
CPS1,0,32,16,0,0,1,0,25033.551,25243.551,25564.67
CPS1,0,30,18,0,0,0,0,25862.32,9657,7725.5552
CPS1,0,25,18,0,0,1,0,5364.4731,8772.5811,25564.67
CPS1,0,51,12,0,0,1,0,20754.51,19199.42,22566.359
CPS1,0,21,9,0,1,1,1,7249.2871,9968.5156,16627.381
CPS1,0,34,18,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,29,5,0,0,1,1,25862.32,25243.551,25564.67
CPS1,0,52,12,0,0,1,0,9051.8135,4978.8872,0
CPS1,0,21,14,0,0,0,0,8489.5029,10167.24,0
CPS1,0,17,10,0,0,0,1,3520.802,4336.1611,0
CPS1,0,50,8,0,1,0,1,14892.39,13348.65,10791.84
CPS1,0,21,11,1,0,0,1,1890.692,1369.597,16685.01
CPS1,0,49,12,0,1,1,0,21365.801,21023.76,25045.99
CPS1,0,23,18,0,1,0,0,0,0,0
CPS1,0,17,12,0,1,0,0,946.32593,1378.548,0
CPS1,0,52,3,1,0,1,1,12688.21,12655.79,9377.6533
CPS1,0,47,4,0,1,1,1,8889.1934,12297.73,17076.609
CPS1,0,24,4,0,1,1,1,8426.8066,17034.92,25279.471
CPS1,0,29,12,0,0,0,0,0,0,0
CPS1,0,49,12,0,0,1,0,6297.084,4253.8062,10169.71
CPS1,0,55,12,0,0,1,0,25862.32,25243.551,564.49158
CPS1,0,28,12,0,0,0,0,25525.33,25243.551,25564.67
CPS1,0,19,13,0,0,0,0,3871.511,4916.2261,1687.564
CPS1,0,35,16,0,0,0,0,25803.539,25243.551,25564.67
CPS1,0,31,12,0,0,1,0,20572.301,18916.551,15102.37
CPS1,0,44,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,54,11,0,0,1,1,24312.539,24692.131,0
CPS1,0,37,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,46,12,0,0,1,0,11978.96,10460.85,8331.4219
CPS1,0,29,12,1,0,1,0,18107.539,14136.39,16046.63
CPS1,0,55,12,0,0,1,0,16109.09,14002.11,14682.69
CPS1,0,22,12,0,0,0,0,15956.27,17423.42,22739.26
CPS1,0,18,11,0,0,0,1,0,309.7258,16760.369
CPS1,0,32,13,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,51,12,0,0,1,0,101.8819,0,0
CPS1,0,49,12,0,0,1,0,25862.32,14965.31,24521.391
CPS1,0,27,16,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,19,13,0,0,0,0,10147.04,10546.79,5906.4731
CPS1,0,38,3,0,0,1,1,25862.32,25243.551,25564.67
CPS1,0,40,12,0,0,1,0,23360.34,22221.48,25564.67
CPS1,0,21,12,0,0,0,0,6344.106,6719.0811,25012
CPS1,0,29,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,39,12,0,0,1,0,25862.32,25243.551,0
CPS1,0,39,12,1,0,1,0,25862.32,25243.551,25564.67
CPS1,0,34,14,0,0,1,0,9580.8154,14881.16,25564.67
CPS1,0,26,17,0,0,1,0,25862.32,21503.561,0
CPS1,0,40,18,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,31,14,0,0,0,0,2188.501,4937.71,2358.4519
CPS1,0,28,17,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,17,11,0,0,0,1,0,1033.016,6345.3579
CPS1,0,35,12,1,0,1,0,21689.08,21542.949,21033.961
CPS1,0,34,15,0,1,1,0,18632.631,24520.26,0
CPS1,0,44,8,0,0,1,1,25862.32,17681.23,20612.811
CPS1,0,54,8,0,0,1,1,25276.5,22241.18,25564.67
CPS1,0,30,10,0,1,1,1,25860.359,25243.551,25564.67
CPS1,0,39,14,1,0,0,0,0,0,0
CPS1,0,29,12,0,0,1,0,20901.461,20728.35,24746.01
CPS1,0,25,10,0,0,1,1,8656.041,5147.1768,10666.23
CPS1,0,42,5,0,1,1,1,20868.15,18741.1,22304.801
CPS1,0,48,6,0,1,1,1,14657.27,18250.551,17763.75
CPS1,0,25,6,0,1,1,1,17055.42,14986.79,0
CPS1,0,49,11,0,0,1,1,25862.32,25243.551,25564.67
CPS1,0,38,12,0,0,0,0,10674.09,9964.9346,10388.42
CPS1,0,38,15,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,31,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,41,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,25,13,0,0,1,0,17204.32,11638.89,25564.67
CPS1,0,48,18,0,0,1,0,7025.9312,7435.21,0
CPS1,0,21,14,0,0,0,0,6447.9468,15266.08,11804.08
CPS1,0,20,14,0,0,0,0,266.4603,1047.339,10700.22
CPS1,0,54,14,0,0,0,0,11322.6,6228.5322,1324.043
CPS1,0,41,8,0,0,1,1,25133.471,19548.529,25564.67
CPS1,0,49,7,0,0,0,1,11926.06,2365.0161,1907.745
CPS1,0,46,6,0,1,1,1,10344.93,11287.98,13003.99
CPS1,0,18,11,0,1,0,1,0,386.70969,16559.4
CPS1,0,30,10,0,0,1,1,25862.32,22429.16,22366.869
CPS1,0,39,12,0,0,1,0,7161.1201,15704.71,16880.07
CPS1,0,17,10,0,0,0,1,646.55798,0,9438.2402
CPS1,0,28,12,0,0,1,0,16067.95,12421.26,21403.391
CPS1,0,29,12,0,0,1,0,12860.63,13210.79,8612.1904
CPS1,0,39,12,0,0,1,0,25862.32,25103.9,24562.77
CPS1,0,38,7,0,0,1,1,14829.69,15804.97,16763.33
CPS1,0,29,12,0,0,1,0,12304.2,11995.16,12548.85
CPS1,0,39,14,0,0,1,0,22948.891,20875.16,21966.41
CPS1,0,18,11,0,0,0,1,327.1976,0,964.95551
CPS1,0,46,12,0,0,1,0,0,0,0
CPS1,0,17,10,0,0,0,1,101.8819,0,474.35019
CPS1,0,47,8,0,0,1,1,18368.131,16381.45,25564.67
CPS1,0,24,17,0,0,0,0,989.42969,4687.0649,1028.498
CPS1,0,30,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,42,7,0,0,1,1,10971.89,5806.0161,9241.7021
CPS1,0,27,16,0,0,1,0,23569.98,20694.34,25564.67
CPS1,0,50,12,0,0,1,0,25862.32,0,25564.67
CPS1,0,39,14,0,0,1,0,20507.65,22004.85,23498.811
CPS1,0,32,12,0,0,1,0,23411.279,0,0
CPS1,0,39,18,0,0,0,0,0,0,0
CPS1,0,35,18,0,0,0,0,11828.09,9146.7578,7313.269
CPS1,0,37,8,0,0,1,1,13162.35,13454.27,13402.98
CPS1,0,52,13,0,0,1,0,3136.7859,4090.887,0
CPS1,0,40,15,0,0,1,0,0,0,0
CPS1,0,29,16,0,0,0,0,462.38699,1469.855,3935.186
CPS1,0,17,10,0,0,0,1,0,1228.161,5380.4019
CPS1,0,43,9,0,0,1,1,25862.32,25243.551,0
CPS1,0,51,16,0,0,1,0,0,0,0
CPS1,0,20,12,1,0,0,0,8060.4238,13151.71,16512.119
CPS1,0,52,8,0,0,1,1,10866.09,13345.06,13197.58
CPS1,0,43,12,0,0,1,0,16303.06,14752.26,11965.15
CPS1,0,55,11,0,0,1,1,19383.029,21131.18,21251.189
CPS1,0,31,13,0,0,1,0,13019.33,10566.48,10446.05
CPS1,0,29,13,0,0,0,0,16005.25,10339.11,12599.1
CPS1,0,26,12,0,0,0,0,12923.32,7290.1938,11323.82
CPS1,0,43,12,0,0,1,0,19567.199,19460.811,24143.1
CPS1,0,18,12,0,0,0,0,0,408.19351,21608.801
CPS1,0,38,12,0,0,1,0,21434.381,23378.029,21710.76
CPS1,0,54,14,0,0,1,0,19202.77,19437.529,20215.301
CPS1,0,26,18,0,0,0,0,403.60901,10664.95,11684.38
CPS1,0,41,12,0,0,1,0,23187.92,24692.131,25277.99
CPS1,0,43,12,0,0,1,0,76.411407,0,0
CPS1,0,24,14,0,0,1,0,13217.21,14344.06,14545.26
CPS1,0,45,12,0,0,1,0,10560.45,11606.66,12723.23
CPS1,0,45,14,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,32,12,0,0,1,0,19678.881,19707.869,23389.461
CPS1,0,42,12,0,0,0,0,10188.19,15602.66,0
CPS1,0,34,10,0,0,0,1,8119.2021,4687.0649,20658.619
CPS1,0,30,12,0,0,1,0,9964.8311,9096.6289,8253.1025
CPS1,0,26,5,0,0,1,1,1573.291,0,3700.2271
CPS1,0,28,12,0,0,1,0,0,5714.71,1870.802
CPS1,0,27,7,0,0,1,1,22719.66,18823.449,25564.67
CPS1,0,37,12,0,0,1,0,22619.74,21077.471,19964.09
CPS1,0,33,12,0,0,1,0,17317.961,25243.551,25564.67
CPS1,0,16,10,0,0,0,1,139.10789,760.88708,5829.6309
CPS1,0,46,12,0,0,1,0,18256.449,11934.29,14138.89
CPS1,0,41,12,0,0,1,0,17063.25,16266.87,17842.07
CPS1,0,46,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,50,18,0,0,1,0,19641.65,20252.131,25564.67
CPS1,0,49,9,0,0,1,1,18146.73,16614.189,13434.01
CPS1,0,34,12,0,0,1,0,25862.32,25243.551,25564.67
CPS1,0,55,12,0,0,1,0,5770.041,8817.3389,22740.73
CPS1,0,16,10,0,0,0,1,0,0,7322.1348
CPS1,0,39,12,0,0,1,0,24424.221,21163.4,25564.67
CPS1,0,32,12,0,0,1,0,16996.641,13833.82,0
CPS1,0,46,6,0,0,1,1,0,0,0
CPS1,0,33,12,0,0,1,0,3009.4341,12954.77,398.98621
CPS1,0,38,10,0,0,1,1,25862.32,25141.5,22915.109
CPS1,0,51,12,1,0,0,0,838.56622,0,0
CPS1,0,31,13,0,0,1,0,9668.9824,10161.87,0
CPS1,0,47,12,0,0,1,0,0,0,0
