state,year,miles,fatalities,seatbelt,speed65,speed70,drinkage,alcohol,income,age,enforce
DE,1983,4886,0.022513304,NA,no,no,yes,no,13159,34.22154617,no
DE,1984,5138,0.025301674,NA,no,no,yes,no,14291,34.42246628,no
DE,1985,5365,0.019384902,NA,no,no,yes,no,15451,34.56594086,no
DE,1986,5762,0.023602916,NA,no,no,yes,no,16257,34.70903015,no
DE,1987,6086,0.023989484,NA,yes,no,yes,no,17423,34.9120903,no
DE,1988,6404,0.024984384,NA,yes,no,yes,no,18878,35.06134796,no
DE,1989,6446,0.017995656,NA,yes,no,yes,no,20563,35.17412949,no
DE,1990,6548,0.021075137,0.449999988,yes,no,yes,no,21590,35.42388916,no
DE,1991,6721,0.015176313,0.540000021,yes,no,yes,no,22241,35.49124908,no
DE,1992,6892,0.020313406,0.699999988,yes,no,yes,no,23004,35.65156174,secondary
DE,1993,6895,0.015953589,0.629999995,yes,no,yes,no,23542,35.84437561,secondary
DE,1994,7025,0.01594306,0.589999974,yes,no,yes,no,24465,35.96849823,secondary
DE,1995,7515,0.016101131,0.629999995,yes,no,yes,no,25603,36.24026871,secondary
DE,1996,7666,0.01513175,0.620000005,yes,no,yes,no,27125,36.46009445,secondary
DE,1997,8007,0.017859373,0.589999974,yes,no,yes,no,28493,36.59891891,secondary
FL,1983,81776,0.032845821,NA,no,no,no,no,12469,38.51541901,no
FL,1984,85475,0.032921907,NA,no,no,no,no,13476,38.63661194,no
FL,1985,88056,0.032161351,0.22299999,no,no,yes,no,14367,38.70985794,no
FL,1986,87273,0.032438442,0.344500005,no,no,yes,no,15102,38.73518372,no
FL,1987,93819,0.030260395,0.551500022,yes,no,yes,no,16001,38.80276108,secondary
FL,1988,105319,0.029225497,0.470999986,yes,no,yes,no,17092,38.82339859,secondary
FL,1989,108877,0.027407074,0.550000012,yes,no,yes,no,18405,38.87442398,secondary
FL,1990,109997,0.026282536,0.529999971,yes,no,yes,no,19127,38.69661331,secondary
FL,1991,113483,0.021703692,0.529500008,yes,no,yes,no,19451,38.76631165,secondary
FL,1992,114311,0.021231553,0.557999969,yes,no,yes,no,19910,38.83504486,secondary
FL,1993,120467,0.021881511,0.615999997,yes,no,yes,no,21080,38.86478043,secondary
FL,1994,121989,0.022026576,0.601999998,yes,no,yes,yes,21761,38.92696762,secondary
FL,1995,127801,0.021948185,0.589999974,yes,yes,yes,yes,22676,38.99817276,secondary
FL,1996,130004,0.021176271,0.627000034,yes,yes,yes,yes,23834,39.10276794,secondary
FL,1997,134007,0.020782497,0.600000024,yes,yes,yes,yes,24799,39.16958237,secondary
GA,1983,48837,0.026537256,NA,no,no,no,no,10742,32.93328476,no
GA,1984,50486,0.027928535,NA,no,no,no,no,12028,33.10338593,no
GA,1985,53713,0.025338372,NA,no,no,no,no,12928,33.20223618,no
GA,1986,56833,0.02692098,NA,no,no,yes,no,13768,33.30276871,no
GA,1987,60293,0.026520493,0.197999999,no,no,yes,no,14562,33.43366241,no
GA,1988,62262,0.026565161,0.277999997,yes,no,yes,no,15591,33.50747299,secondary
GA,1989,75705,0.021557361,0.387999982,yes,no,yes,no,16466,33.58586502,secondary
GA,1990,72746,0.021471972,0.416999996,yes,no,yes,no,17385,33.8595314,secondary
GA,1991,73005,0.019026093,0.45599997,yes,no,yes,no,17930,33.96189117,secondary
GA,1992,77904,0.016879749,0.460999995,yes,no,yes,no,18888,34.09487534,secondary
GA,1993,78426,0.017774718,0.572000027,yes,no,yes,no,19668,34.17944336,secondary
GA,1994,82822,0.017205574,0.529000044,yes,no,yes,no,20632,34.30394745,secondary
GA,1995,85384,0.017427152,0.507000029,yes,yes,yes,no,21696,34.41507721,secondary
GA,1996,89132,0.017647984,0.611000001,yes,yes,yes,no,22900,34.52568436,secondary
GA,1997,93317,0.016899386,0.680000007,yes,yes,yes,yes,23882,34.63507843,secondary
HI,1983,5873,0.024008173,NA,no,no,no,no,13028,32.71693039,no
HI,1984,6505,0.02121445,NA,no,no,no,no,13740,32.93846512,no
HI,1985,6762,0.018633541,0.330000013,no,no,no,no,14494,33.16085815,no
HI,1986,6971,0.017214173,0.726000011,no,no,yes,no,15325,33.48085785,primary
HI,1987,7218,0.019257411,0.661000013,no,no,yes,no,16262,33.816185,primary
HI,1988,7419,0.019948781,0.665000021,no,no,yes,no,17815,34.10531235,primary
HI,1989,7750,0.019225806,0.783000052,no,no,yes,no,19395,34.37185669,primary
HI,1990,8066,0.021943962,0.805000007,no,no,yes,no,21529,34.87897491,primary
HI,1991,8143,0.016578656,0.853000045,no,no,yes,no,22171,34.97967529,primary
HI,1992,8066,0.015993057,0.83099997,no,no,yes,no,22906,35.17717361,primary
HI,1993,8074,0.016596483,0.841999948,no,no,yes,no,23638,35.34814453,primary
HI,1994,7935,0.015374921,0.824999988,no,no,yes,no,24090,35.52658081,primary
HI,1995,7945,0.016362492,0.799000025,no,no,yes,no,24848,35.7653923,primary
HI,1996,8030,0.018430885,0.800000012,no,no,yes,no,25086,36.07123947,primary
HI,1997,7947,0.016484208,0.800000012,no,no,yes,yes,25598,36.39650726,primary
IA,1983,19661,0.026143126,NA,no,no,no,no,11218,35.41376877,no
IA,1984,20497,0.020490803,NA,no,no,no,no,12460,35.60499954,no
IA,1985,20191,0.023475805,0.180000007,no,no,no,no,13042,35.81484604,no
IA,1986,20413,0.02160388,0.430000007,no,no,yes,no,13688,36.08493423,primary
IA,1987,20808,0.023596693,0.560000002,yes,no,yes,no,14511,36.37153244,primary
IA,1988,21907,0.025425663,0.550000012,yes,no,yes,no,14882,36.56856537,primary
IA,1989,22571,0.022772584,0.589999974,yes,no,yes,no,16058,36.66881943,primary
IA,1990,22993,0.020223547,0.610000014,yes,no,yes,no,16885,36.66960144,primary
IA,1991,23020,0.021198958,0.680000007,yes,no,yes,no,17304,36.6919632,primary
IA,1992,23926,0.018264649,0.709999979,yes,no,yes,no,18368,36.85264969,primary
IA,1993,25118,0.018273748,0.730000019,yes,no,yes,no,18461,36.9394455,primary
IA,1994,25737,0.018572483,0.730000019,yes,no,yes,no,19964,37.05332565,primary
IA,1995,25987,0.02027937,0.75999999,yes,no,yes,no,20412,37.20432281,primary
IA,1996,26880,0.017299106,0.75,yes,no,yes,no,22032,37.29957581,primary
IA,1997,27984,0.016723841,0.75,yes,no,yes,no,23120,37.37586594,primary
ID,1983,8287,0.031736456,NA,no,no,no,no,10122,32.17271423,no
ID,1984,7768,0.03115345,NA,no,no,no,no,10780,32.3633194,no
ID,1985,7710,0.033073928,0.234999999,no,no,no,no,11331,32.60077667,no
ID,1986,7781,0.033157691,0.270000011,no,no,no,no,11663,32.86223221,secondary
ID,1987,8119,0.03202365,0.319999993,yes,no,yes,no,12265,33.19096375,secondary
ID,1988,8127,0.031622984,0.340000004,yes,no,yes,no,13108,33.48856354,secondary
ID,1989,8422,0.02825932,0.330000013,yes,no,yes,no,14283,33.70093536,secondary
ID,1990,9849,0.024774089,0.349999994,yes,no,yes,no,15346,33.76304626,secondary
ID,1991,10318,0.025586354,0.460000008,yes,no,yes,no,15664,33.91727829,secondary
ID,1992,10764,0.022575252,0.529999971,yes,no,yes,no,16607,33.994133,secondary
ID,1993,11481,0.020033099,0.589999974,yes,no,yes,no,17699,34.04111481,secondary
ID,1994,11652,0.021455545,0.540000021,yes,no,yes,no,18186,34.06496048,secondary
ID,1995,12296,0.021307742,0.5,yes,yes,yes,no,18961,34.20653534,secondary
ID,1996,12961,0.019905871,0.5,yes,yes,yes,no,19741,34.35408401,secondary
ID,1997,12880,0.020108696,0.49000001,yes,yes,yes,yes,20392,34.50406265,secondary
IL,1983,67370,0.022651032,NA,no,no,yes,no,13180,34.36076736,no
IL,1984,69910,0.022128452,NA,no,no,yes,no,14547,34.46930313,no
IL,1985,70844,0.021653211,0.158999994,no,no,yes,no,15322,34.60091782,no
IL,1986,74144,0.021525679,0.362000018,no,no,yes,no,16106,34.71235657,secondary
IL,1987,75756,0.021833254,0.372999996,yes,no,yes,no,17066,34.87645721,secondary
IL,1988,78483,0.023406344,0.395000011,yes,no,yes,no,18212,35.0331192,secondary
IL,1989,81297,0.021501409,0.400000006,yes,no,yes,no,19427,35.15080261,secondary
IL,1990,83334,0.019067848,0.470999986,yes,no,yes,no,20494,35.42041397,secondary
IL,1991,85430,0.016949549,0.504000008,yes,no,yes,no,20966,35.41954422,secondary
IL,1992,87642,0.015791515,0.639999986,yes,no,yes,no,22209,35.51555252,secondary
IL,1993,89693,0.015519606,0.670000017,yes,no,yes,no,22895,35.59360886,secondary
IL,1994,92316,0.016833484,0.683000028,yes,no,yes,no,23956,35.62672806,secondary
IL,1995,94189,0.016838484,0.686999977,yes,no,yes,no,25135,35.67132187,secondary
IL,1996,96730,0.015269306,0.639999986,yes,no,yes,no,26393,35.72410965,secondary
IL,1997,99319,0.014065788,0.64199996,yes,no,yes,yes,27688,35.7832222,secondary
IN,1983,39837,0.025503928,NA,no,no,yes,no,11001,34.07998276,no
IN,1984,41074,0.02252033,NA,no,no,yes,no,12199,34.29331589,no
IN,1985,40782,0.023883086,NA,no,no,yes,no,12844,34.49176407,no
IN,1986,40780,0.025453653,0.19600001,no,no,yes,no,13513,34.69554901,no
IN,1987,44122,0.023910973,0.367000014,yes,no,yes,no,14324,34.89601517,secondary
IN,1988,51124,0.021496752,0.440999985,yes,no,yes,no,15231,35.06287003,secondary
IN,1989,56192,0.01728004,0.460999995,yes,no,yes,no,16296,35.15726852,secondary
IN,1990,53697,0.019535542,0.47299999,yes,no,yes,no,17167,35.4417038,secondary
IN,1991,54266,0.018833155,0.519999981,yes,no,yes,no,17624,35.49770355,secondary
IN,1992,57072,0.015787076,0.560000002,yes,no,yes,no,18763,35.6531868,secondary
IN,1993,60461,0.014902168,0.560000002,yes,no,yes,no,19649,35.76839828,secondary
IN,1994,62108,0.015634056,0.560000002,yes,no,yes,no,20734,35.83475494,secondary
IN,1995,64552,0.014871731,0.639999986,yes,no,yes,no,21427,35.93618393,secondary
IN,1996,66220,0.014859559,0.620000005,yes,no,yes,no,22234,36.06284714,secondary
IN,1997,68620,0.013625765,0.629999995,yes,no,yes,no,23202,36.10934067,secondary
KS,1983,18153,0.022640886,NA,no,no,no,no,12273,34.97045135,no
KS,1984,18717,0.027247956,NA,no,no,no,no,13421,35.08153534,no
KS,1985,19275,0.025214007,0.098999999,no,no,yes,no,14121,35.14977264,no
KS,1986,19826,0.025219409,0.236000001,no,no,yes,no,14703,35.29528046,secondary
KS,1987,20561,0.023880161,0.422999978,yes,no,yes,no,15327,35.36159134,secondary
KS,1988,21161,0.022825008,0.481999993,yes,no,yes,no,16040,35.44693375,secondary
KS,1989,21913,0.019531785,0.519999981,yes,no,yes,no,16802,35.47808075,secondary
KS,1990,22849,0.019431923,0.578000009,yes,no,yes,no,17940,35.59708023,secondary
KS,1991,23186,0.017639956,0.63499999,yes,no,yes,no,18492,35.60046768,secondary
KS,1992,24163,0.016016223,0.703000009,yes,no,yes,no,19447,35.71392059,secondary
KS,1993,24115,0.017748289,0.699999988,yes,no,yes,yes,20048,35.79610062,secondary
KS,1994,24678,0.017910689,0.699999988,yes,no,yes,yes,20638,35.86905289,secondary
KS,1995,25153,0.017572457,0.540000021,yes,yes,yes,yes,21481,36.01546478,secondary
KS,1996,25942,0.018888289,0.540000021,yes,yes,yes,yes,22707,36.13587952,secondary
KS,1997,26524,0.018172221,0.560000002,yes,yes,yes,yes,23972,36.16293335,secondary
KY,1983,26719,0.029117856,0.059999999,no,no,yes,no,9696,34.01682281,no
KY,1984,27951,0.026975779,0.07,no,no,yes,no,10838,34.19585419,no
KY,1985,28520,0.024964936,0.090000004,no,no,yes,no,11278,34.39881134,no
KY,1986,29252,0.027519485,0.129999995,no,no,yes,no,11715,34.62643814,no
KY,1987,30320,0.027836412,0.209999993,yes,no,yes,no,12441,34.87771225,no
KY,1988,31614,0.026507244,NA,yes,no,yes,no,13187,35.12829971,no
KY,1989,32165,0.024001244,0.25999999,yes,no,yes,no,14204,35.33683777,no
KY,1990,33639,0.025238562,0.319999993,yes,no,yes,no,15085,35.59313965,no
KY,1991,35213,0.023457246,0.389999986,yes,no,yes,no,15719,35.6681633,no
KY,1992,38062,0.021412432,0.409999996,yes,no,yes,no,16677,35.79183197,no
KY,1993,39598,0.02199606,0.419999987,yes,no,yes,no,17207,35.91676331,no
KY,1994,39822,0.019536939,0.579999983,yes,no,yes,no,17872,35.99732971,secondary
KY,1995,41095,0.020659447,0.540000021,yes,no,yes,no,18601,36.15644836,secondary
KY,1996,42586,0.019771757,0.550000012,yes,no,yes,no,19475,36.31981277,secondary
KY,1997,44762,0.019145705,0.540000021,yes,no,yes,no,20570,36.36816788,secondary
LA,1983,27573,0.033837449,NA,no,no,no,no,10724,32.13996124,no
LA,1984,31588,0.030422945,NA,no,no,no,no,11421,32.27105331,no
LA,1985,33365,0.027903492,NA,no,no,no,no,11876,32.40501022,no
LA,1986,29861,0.031211279,0.119999997,no,no,no,no,11802,32.64546204,no
LA,1987,30599,0.026994346,0.349999994,yes,no,yes,no,12010,32.88427353,secondary
LA,1988,34682,0.026670896,0.360000014,yes,no,yes,no,12829,33.09140778,secondary
LA,1989,37914,0.023157673,0.409999996,yes,no,yes,no,13620,33.34372711,secondary
LA,1990,37667,0.025459951,0.430000007,yes,no,yes,no,14773,33.88932037,secondary
LA,1991,34710,0.024834342,0.419999987,yes,no,yes,no,15593,33.91446304,secondary
LA,1992,33853,0.026171979,0.5,yes,no,yes,no,16381,34.04680634,secondary
LA,1993,36351,0.024153393,0.479999989,yes,no,yes,no,17133,34.21113586,secondary
LA,1994,37430,0.022522042,0.5,yes,no,yes,no,18086,34.33135986,secondary
LA,1995,38647,0.023132455,0.589999974,yes,no,yes,no,18826,34.4989357,secondary
LA,1996,38095,0.023677647,0.629999995,yes,no,yes,no,19609,34.71261978,secondary
LA,1997,38840,0.023970135,0.670000017,yes,no,yes,no,20458,34.90412903,secondary
MA,1983,37541,0.01734104,NA,no,no,no,no,14009,35.90611267,no
MA,1984,38540,0.017280748,NA,no,no,no,no,15703,36.01557922,no
MA,1985,39696,0.018692059,0.200000003,no,no,yes,no,16842,36.08628082,no
MA,1986,40745,0.018456252,0.349999994,no,no,yes,no,18100,36.1364212,no
MA,1987,42305,0.01628649,0.25999999,no,no,yes,no,19600,36.20314789,no
MA,1988,43334,0.016730512,NA,no,no,yes,no,21417,36.25172424,no
MA,1989,46214,0.015060372,0.289999992,no,no,yes,no,22634,36.26585007,no
MA,1990,46130,0.01311511,0.300000012,no,no,yes,no,23210,36.4620285,no
MA,1991,46537,0.011861529,0.360000014,yes,no,yes,no,23590,36.54250336,no
MA,1992,47348,0.010243305,0.340000004,yes,no,yes,no,24538,36.73239517,no
MA,1993,46684,0.010174792,0.340000004,yes,no,yes,no,25333,36.84069443,no
MA,1994,46990,0.009363694,0.519999981,yes,no,yes,no,26433,36.95366287,secondary
MA,1995,48053,0.009239797,0.529999971,yes,no,yes,no,28097,37.0994873,secondary
MA,1996,49956,0.008327328,0.540000021,yes,no,yes,no,29591,37.25540543,secondary
MA,1997,50468,0.00873821,0.529999971,yes,no,yes,no,31239,37.38256073,secondary
MD,1983,30618,0.021425305,NA,no,no,yes,no,13852,34.26184464,no
MD,1984,31702,0.020282632,NA,no,no,yes,no,15279,34.40426636,no
MD,1985,33337,0.021867594,0.180000007,no,no,yes,no,16454,34.54468918,no
MD,1986,35208,0.022267666,0.550000012,no,no,yes,no,17461,34.63835526,secondary
MD,1987,36493,0.022305647,0.560000002,yes,no,yes,no,18665,34.72747803,secondary
MD,1988,37498,0.020827778,0.569999993,yes,no,yes,no,20079,34.75935745,secondary
MD,1989,38922,0.018652691,0.620000005,yes,no,yes,no,21469,34.82172394,secondary
MD,1990,40536,0.017441288,0.649999976,yes,no,yes,no,22482,35.06430054,secondary
MD,1991,41349,0.01678396,0.670000017,yes,no,yes,no,22877,35.12738037,secondary
MD,1992,41896,0.015729425,0.670000017,yes,no,yes,no,23548,35.29244995,secondary
MD,1993,43311,0.015377156,0.699999988,yes,no,yes,no,24283,35.40979767,secondary
MD,1994,44165,0.014740179,0.699999988,yes,no,yes,no,25329,35.55339813,secondary
MD,1995,44882,0.014950315,0.699999988,yes,no,yes,no,26141,35.67638779,secondary
MD,1996,46187,0.013163878,0.699999988,yes,no,yes,no,27298,35.89208603,secondary
MD,1997,46609,0.013109056,0.709999979,yes,no,yes,no,28674,35.99752426,secondary
ME,1983,7924,0.028268551,NA,no,no,no,no,10431,35.13854599,no
ME,1984,9345,0.024826109,NA,no,no,no,no,11500,35.31762695,no
ME,1985,9277,0.022205455,NA,no,no,yes,no,12301,35.45526505,no
ME,1986,10022,0.021353023,NA,no,no,yes,no,13272,35.58822632,no
ME,1987,10766,0.021549322,NA,yes,no,yes,no,14392,35.73558426,no
ME,1988,11401,0.022454171,NA,yes,no,yes,yes,15537,35.83998871,no
ME,1989,11739,0.01652611,NA,yes,no,yes,yes,16618,35.93143463,no
ME,1990,11871,0.017942887,0.349999994,yes,no,yes,yes,17159,36.07067108,no
ME,1991,11849,0.017301038,0.360000014,yes,no,yes,yes,17300,36.1796875,no
ME,1992,12151,0.01761172,0.360000014,yes,no,yes,yes,18008,36.43003082,no
ME,1993,12182,0.015186341,0.360000014,yes,no,yes,yes,18463,36.62062836,no
ME,1994,12469,0.015077392,0.360000014,yes,no,yes,yes,19190,36.82917023,no
ME,1995,12589,0.014854237,0.5,yes,no,yes,yes,19995,37.07215881,no
ME,1996,12819,0.013183556,0.5,yes,no,yes,yes,20948,37.31929398,secondary
ME,1997,13245,0.014496036,0.610000014,yes,no,yes,yes,21937,37.59043503,secondary
MI,1983,60855,0.02159231,NA,no,no,yes,no,12143,33.73694992,no
