"datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered","count","date","year","month"
"2011-01-02 12:00:00",1,0,0,2,11.3164115399606,14.532573009706,64.1557014121946,23.6279118175547,44,115,159,2011-01-02,"2011","01"
"2011-01-02 13:00:00",1,0,0,2,12.1258153671894,13.1209293130189,64.7321230681667,13.1650298004959,27,105,132,2011-01-02,"2011","01"
"2011-01-02 14:00:00",1,0,0,3,12.5946465724535,12.1630421200517,77.4915908848669,9.31400371929102,27,97,124,2011-01-02,"2011","01"
"2011-01-02 15:00:00",1,0,0,3,13.0708046540911,12.6494797844513,79.632302978282,19.6983905785508,40,101,141,2011-01-02,"2011","01"
"2011-01-02 16:00:00",1,0,0,3,12.8804040346811,14.1762097549024,68.7422975838298,11.7829464079736,31,108,139,2011-01-02,"2011","01"
"2011-01-02 17:00:00",1,0,0,1,10.7367415230767,14.8989027409752,59.0750521830687,19.6253644847189,30,104,134,2011-01-02,"2011","01"
"2011-01-02 18:00:00",1,0,0,2,14.5664069771164,14.4458691350484,47.712501117917,27.9611218895965,30,84,114,2011-01-02,"2011","01"
"2011-01-02 19:00:00",1,0,0,1,6.56644873541071,12.6392327630769,42.9253198731721,31.3601255752043,18,71,89,2011-01-02,"2011","01"
"2011-01-02 20:00:00",1,0,0,1,10.545734781982,10.1238785069162,37.3842859473078,26.1325555113895,29,56,85,2011-01-02,"2011","01"
"2011-01-02 21:00:00",1,0,0,1,6.61543329744598,9.06192958459027,44.9146389304533,20.3503094000894,33,56,89,2011-01-02,"2011","01"
"2011-01-02 22:00:00",1,0,0,1,9.4844619113694,8.06834153339764,39.6476267550036,20.440396878861,16,44,60,2011-01-02,"2011","01"
"2011-01-02 23:00:00",1,0,0,1,5.29311934631069,8.91946205332127,50.5415874980687,12.4304281535703,21,46,67,2011-01-02,"2011","01"
"2011-01-03 00:00:00",1,0,1,1,8.6581314851376,7.00896825602222,38.795610027069,26.2239127157781,22,48,70,2011-01-03,"2011","01"
"2011-01-03 01:00:00",1,0,1,1,5.28755813528859,7.09191370803868,45.4210511300837,29.607382314866,26,45,71,2011-01-03,"2011","01"
"2011-01-03 04:00:00",1,0,1,1,-0.197311764012379,3.63876465284281,48.7658461879725,30.6815697383506,22,48,70,2011-01-03,"2011","01"
"2011-01-03 05:00:00",1,0,1,1,2.6658756359607,5.08119824488944,47.3584042324662,17.7655948778599,20,38,58,2011-01-03,"2011","01"
"2011-01-03 06:00:00",1,0,1,1,-0.737195894415795,2.04840440458718,47.3389598443759,31.6837788610399,25,75,100,2011-01-03,"2011","01"
"2011-01-03 07:00:00",1,0,1,1,3.09772969725431,6.23635968322834,47.8872869614847,16.9615071953585,15,101,116,2011-01-03,"2011","01"
"2011-01-03 08:00:00",1,0,1,1,6.53493140029242,4.52162506031948,50.4885850104855,22.3289133053345,11,189,200,2011-01-03,"2011","01"
"2011-01-03 09:00:00",1,0,1,1,-0.983850972038592,4.31389078953743,43.0407836074784,30.4104719643932,34,123,157,2011-01-03,"2011","01"
"2011-01-03 10:00:00",1,0,1,1,6.34092827746922,7.4851670335931,46.2461149059486,19.7021137091179,27,73,100,2011-01-03,"2011","01"
"2011-01-03 11:00:00",1,0,1,1,2.40234876741511,5.30988044190832,38.8408498193892,27.9119754888564,27,85,112,2011-01-03,"2011","01"
"2011-01-03 12:00:00",1,0,1,1,9.66974484588716,7.25788725745427,32.4919358795336,20.4834930749417,33,91,124,2011-01-03,"2011","01"
"2011-01-03 13:00:00",1,0,1,1,9.60259745985766,9.12377471560452,30.043437126204,23.8205624628617,25,98,123,2011-01-03,"2011","01"
"2011-01-03 14:00:00",1,0,1,1,5.9822962499313,10.3872660200921,33.3179439411262,19.8211359370279,24,111,135,2011-01-03,"2011","01"
"2011-01-03 15:00:00",1,0,1,1,7.13600845097194,9.26780585668503,32.9936388353353,27.1176774912831,36,98,134,2011-01-03,"2011","01"
"2011-01-03 16:00:00",1,0,1,1,7.52231194396595,10.9169119244356,27.3887470931929,26.1563099497753,31,106,137,2011-01-03,"2011","01"
"2011-01-03 17:00:00",1,0,1,1,6.08223288693979,9.13686031285181,28.6652835503446,14.4377926466086,37,199,236,2011-01-03,"2011","01"
"2011-01-03 18:00:00",1,0,1,1,12.0039178554487,9.93870293350008,31.2392277928068,9.31216845651462,28,197,225,2011-01-03,"2011","01"
"2011-01-03 19:00:00",1,0,1,1,5.45966827469117,10.2166894343776,49.1891625526353,4.12445945134848,33,149,182,2011-01-03,"2011","01"
"2011-01-03 20:00:00",1,0,1,1,3.77395003956729,8.36877316896021,45.5086736007773,12.7456551736119,28,90,118,2011-01-03,"2011","01"
"2011-01-03 21:00:00",1,0,1,1,5.65598848583899,8.70304127120213,57.5195351605,16.17661657563,24,91,115,2011-01-03,"2011","01"
"2011-01-03 22:00:00",1,0,1,1,3.14338318323183,4.76261174062562,64.4130113762414,20.020273755706,17,63,80,2011-01-03,"2011","01"
"2011-01-03 23:00:00",1,0,1,1,4.24016610351959,6.8569796370368,53.6459772159343,11.5442533240663,28,59,87,2011-01-03,"2011","01"
"2011-01-04 00:00:00",1,0,1,1,3.37502024919451,7.14937383844329,56.7932326151512,8.15441165789263,23,45,68,2011-01-04,"2011","01"
"2011-01-04 01:00:00",1,0,1,1,4.45780654622275,8.62428375953638,60.9465384787499,9.64730945890342,16,33,49,2011-01-04,"2011","01"
"2011-01-04 02:00:00",1,0,1,1,0.611288658625266,6.3813744018868,59.346806516008,7.65352107331419,26,40,66,2011-01-04,"2011","01"
"2011-01-04 04:00:00",1,0,1,1,0.415161355715549,6.75997014906203,60.4416019786017,13.1282157325272,18,35,53,2011-01-04,"2011","01"
"2011-01-04 05:00:00",1,0,1,1,5.21704349340891,4.74239014356435,72.4111048171721,11.5433529085529,15,48,63,2011-01-04,"2011","01"
"2011-01-04 06:00:00",1,0,1,1,-2.20419203867983,5.26800401265332,78.1477699155422,9.33827915795028,19,78,97,2011-01-04,"2011","01"
"2011-01-04 07:00:00",1,0,1,1,1.94549944192994,6.43860039061933,74.1103856231454,18.6804101057119,28,137,165,2011-01-04,"2011","01"
"2011-01-04 08:00:00",1,0,1,1,0.564943301379145,7.80276265873625,66.7513368233973,16.5182770291967,26,227,253,2011-01-04,"2011","01"
"2011-01-04 09:00:00",1,0,1,1,4.10107898640868,6.74600981385468,61.2168666144391,18.3021381852602,22,141,163,2011-01-04,"2011","01"
"2011-01-04 10:00:00",1,0,1,2,5.57690374654547,4.61984182020386,68.409045792729,27.6219683400109,29,80,109,2011-01-04,"2011","01"
"2011-01-04 11:00:00",1,0,1,1,1.87119049148711,7.18428935429168,49.1697228689814,24.2590035291667,29,100,129,2011-01-04,"2011","01"
"2011-01-04 12:00:00",1,0,1,1,7.81364454357122,9.4839782641631,45.1694158678173,13.8254697878873,28,104,132,2011-01-04,"2011","01"
"2011-01-04 13:00:00",1,0,1,1,6.74000846624791,9.60311296909295,51.4988088118033,14.1215817807358,38,125,163,2011-01-04,"2011","01"
"2011-01-04 14:00:00",1,0,1,1,4.96930137911326,11.4932424890834,47.6654659831956,24.8342647861444,29,96,125,2011-01-04,"2011","01"
"2011-01-04 15:00:00",1,0,1,1,4.61757693130052,11.6169672485413,49.3321194326642,19.7567100971473,35,88,123,2011-01-04,"2011","01"
"2011-01-04 16:00:00",1,0,1,1,10.7191631669542,10.5328404729733,51.9987529241793,23.3965005123382,35,112,147,2011-01-04,"2011","01"
"2011-01-04 17:00:00",1,0,1,1,8.16418993616738,10.5396305184456,40.5754459471513,17.5679237592777,34,253,287,2011-01-04,"2011","01"
"2011-01-04 18:00:00",1,0,1,1,8.09273574541699,10.4493525153909,47.1254361552165,18.7510108080296,28,225,253,2011-01-04,"2011","01"
"2011-01-04 19:00:00",1,0,1,1,8.47472415155051,10.9230542709404,52.1709845072222,5.48425557890127,26,165,191,2011-01-04,"2011","01"
"2011-01-04 20:00:00",1,0,1,1,10.2943515090065,10.6614480110142,53.8492388805793,3.48754340993427,29,91,120,2011-01-04,"2011","01"
"2011-01-04 21:00:00",1,0,1,1,5.81245941507345,11.0931379014833,64.0309990384467,0.159225044805491,22,90,112,2011-01-04,"2011","01"
"2011-01-04 22:00:00",1,0,1,1,4.9057554183514,10.7471321199965,61.0833058465386,12.8433854333969,21,70,91,2011-01-04,"2011","01"
"2011-01-04 23:00:00",1,0,1,1,8.05660285975292,8.0468232500416,68.313422481717,8.75312503824403,28,51,79,2011-01-04,"2011","01"
"2011-01-05 00:00:00",1,0,1,1,3.41408519579972,11.7933120375564,61.6340609870513,0,18,50,68,2011-01-05,"2011","01"
"2011-01-05 01:00:00",1,0,1,1,1.24485751985466,5.36259558664957,70.0399295123178,6.4442091760304,21,46,67,2011-01-05,"2011","01"
"2011-01-05 02:00:00",1,0,1,1,2.49940709014189,7.60843529590353,73.8995968724585,7.51420703845709,12,39,51,2011-01-05,"2011","01"
"2011-01-05 04:00:00",1,0,1,1,11.7313655153337,10.2708481317331,46.8082002947864,23.8510042182593,20,43,63,2011-01-05,"2011","01"
"2011-01-05 05:00:00",1,0,1,1,4.35500840400518,8.80290004224647,43.6629752698776,13.3904171724086,20,39,59,2011-01-05,"2011","01"
"2011-01-05 06:00:00",1,0,1,1,6.0270396976598,6.92805592630227,55.593106229725,19.5137210828168,15,74,89,2011-01-05,"2011","01"
"2011-01-05 07:00:00",1,0,1,1,2.02263371855074,8.00942333752243,44.915375659913,13.7120394635793,22,123,145,2011-01-05,"2011","01"
"2011-01-05 08:00:00",1,0,1,1,2.85193048306155,7.23711052113857,42.6299521365118,32.057747290692,21,238,259,2011-01-05,"2011","01"
"2011-01-05 09:00:00",1,0,1,1,5.35415329805097,8.08254615390343,41.122520244739,17.8984047242012,27,159,186,2011-01-05,"2011","01"
"2011-01-05 10:00:00",1,0,1,1,8.74622741384499,6.99901428056838,38.0271053921384,29.3121075549159,26,96,122,2011-01-05,"2011","01"
"2011-01-05 11:00:00",1,0,1,1,6.72170532084726,7.63368187955646,33.6912439855398,23.0424971916439,35,82,117,2011-01-05,"2011","01"
"2011-01-05 12:00:00",1,0,1,1,9.34575126427317,7.06223394985944,31.5563367156027,22.8628047986355,38,118,156,2011-01-05,"2011","01"
"2011-01-05 13:00:00",1,0,1,1,5.56401255491583,11.1265847143276,33.6069002094501,20.8094886444878,28,112,140,2011-01-05,"2011","01"
"2011-01-05 14:00:00",1,0,1,1,8.49938815990216,11.4198311640243,30.1283836711747,14.1821183490217,29,93,122,2011-01-05,"2011","01"
"2011-01-05 15:00:00",1,0,1,1,7.74716542932736,9.41993915193577,27.6627586616529,15.0581641801388,30,101,131,2011-01-05,"2011","01"
"2011-01-05 16:00:00",1,0,1,1,8.56140697739798,12.6451240389209,28.990802320474,9.1225392897914,29,133,162,2011-01-05,"2011","01"
"2011-01-05 17:00:00",1,0,1,1,9.32020291723358,9.83538298367694,38.0073413136198,18.0863233763559,29,238,267,2011-01-05,"2011","01"
"2011-01-05 18:00:00",1,0,1,1,6.62513238332004,9.35351924737876,39.9679824671356,8.14243056907547,26,214,240,2011-01-05,"2011","01"
"2011-01-05 19:00:00",1,0,1,1,7.1851870124484,10.9212155994514,37.5789369138541,4.54298875710955,18,171,189,2011-01-05,"2011","01"
"2011-01-05 20:00:00",1,0,1,1,6.52920253649724,10.5707404053235,44.7985781857192,15.8800772523852,31,127,158,2011-01-05,"2011","01"
"2011-01-05 21:00:00",1,0,1,1,3.97093234201115,7.52798959579972,50.7504859349004,24.5181302361684,28,79,107,2011-01-05,"2011","01"
"2011-01-05 22:00:00",1,0,1,1,1.52156980799796,7.7254470545595,58.0916898969224,20.4334964822385,20,88,108,2011-01-05,"2011","01"
"2011-01-05 23:00:00",1,0,1,1,4.53804913076792,10.8076282411867,49.445314460198,1.75814380792955,18,58,76,2011-01-05,"2011","01"
"2011-01-06 00:00:00",1,0,1,1,4.63677212675227,8.26383590938675,57.3451845077301,0,26,57,83,2011-01-06,"2011","01"
"2011-01-06 01:00:00",1,0,1,1,5.5962399849262,9.64710483010887,66.9000913362489,0.923421997605312,19,45,64,2011-01-06,"2011","01"
"2011-01-06 02:00:00",1,0,1,1,3.04885261687249,9.29170196702079,70.3767412933347,0,20,47,67,2011-01-06,"2011","01"
"2011-01-06 04:00:00",1,0,1,2,2.95491797861461,7.07384040005095,73.3083730652976,1.99703592936911,17,39,56,2011-01-06,"2011","01"
"2011-01-06 05:00:00",1,0,1,2,5.97038136518455,7.50985648439383,69.9642577921151,7.16640172428532,25,45,70,2011-01-06,"2011","01"
"2011-01-06 06:00:00",1,0,1,2,1.19257329090549,7.10099932953338,65.1796605093058,5.20750897544304,10,75,85,2011-01-06,"2011","01"
"2011-01-06 07:00:00",1,0,1,2,4.40800480312531,9.45611064417096,60.7865417304183,0,24,137,161,2011-01-06,"2011","01"
"2011-01-06 08:00:00",1,0,1,1,2.39210603734129,7.8126996456391,59.3806811309103,0,30,261,291,2011-01-06,"2011","01"
"2011-01-06 09:00:00",1,0,1,2,5.21007135779828,10.7207363731072,49.9444914171287,0,22,165,187,2011-01-06,"2011","01"
"2011-01-06 10:00:00",1,0,1,1,2.10947668675202,9.81466294180276,51.3026834602058,4.7523175868944,27,80,107,2011-01-06,"2011","01"
"2011-01-06 11:00:00",1,0,1,1,4.98250099050388,8.5319970417389,43.7343587295912,7.44495981408146,30,96,126,2011-01-06,"2011","01"
"2011-01-06 12:00:00",1,0,1,1,7.10041689129462,10.3401090630058,28.6323062307306,1.66715396885543,38,116,154,2011-01-06,"2011","01"
"2011-01-06 13:00:00",1,0,1,1,9.67491476415165,11.785636780575,36.3847310922794,3.49327407785643,33,97,130,2011-01-06,"2011","01"
"2011-01-06 14:00:00",1,0,1,1,7.54086009276993,10.9878357957829,38.4642436299976,15.5845149782566,36,105,141,2011-01-06,"2011","01"
"2011-01-06 15:00:00",1,0,1,1,9.07579407675479,7.96620850415169,35.2938856480902,2.32742803079256,28,103,131,2011-01-06,"2011","01"
"2011-01-06 16:00:00",1,0,1,1,6.82441113385474,9.64191618658741,40.9893075686236,18.477753882645,26,117,143,2011-01-06,"2011","01"
"2011-01-06 17:00:00",1,0,1,1,4.31923844741759,8.77540123334648,48.9231986422803,18.4257238339197,26,210,236,2011-01-06,"2011","01"
"2011-01-06 18:00:00",1,0,1,1,7.39809238874484,8.63875629210692,46.5110713907799,13.0221176663101,23,208,231,2011-01-06,"2011","01"
"2011-01-06 19:00:00",1,0,1,1,5.09960761047607,8.75747316894932,50.0068795872083,0.987106019800139,26,155,181,2011-01-06,"2011","01"
"2011-01-06 20:00:00",1,0,1,1,7.89636875508981,8.21578460215243,52.5100630451314,19.4338309490154,24,120,144,2011-01-06,"2011","01"
"2011-01-06 21:00:00",1,0,1,2,6.90614276852702,6.43854956441619,56.2801193188595,20.8407624839154,15,98,113,2011-01-06,"2011","01"
"2011-01-06 22:00:00",1,0,1,2,5.71814762327845,8.65852371191497,51.4380922504937,23.2732334998994,29,96,125,2011-01-06,"2011","01"
"2011-01-06 23:00:00",1,0,1,2,6.11109771362962,9.12490170929488,52.4377335436944,10.6880595789002,26,61,87,2011-01-06,"2011","01"
"2011-01-07 00:00:00",1,0,1,2,5.1196906374026,6.37514682813945,64.6817098818219,18.8660968453317,27,53,80,2011-01-07,"2011","01"
"2011-01-07 01:00:00",1,0,1,2,6.1122420870929,7.46417563733445,65.5175327254996,22.2343144411136,23,48,71,2011-01-07,"2011","01"
"2011-01-07 02:00:00",1,0,1,2,4.38314994102446,6.06822179503902,65.2967793741807,15.9668191981295,22,36,58,2011-01-07,"2011","01"
"2011-01-07 04:00:00",1,0,1,2,0.92701228877987,8.26202098938626,73.3860007676448,15.8932419022198,22,41,63,2011-01-07,"2011","01"
"2011-01-07 05:00:00",1,0,1,3,6.33364383277318,12.0984424222489,54.6890908483304,0,19,45,64,2011-01-07,"2011","01"
"2011-01-07 06:00:00",1,0,1,2,6.52009780234662,10.3881967500285,71.6858090625574,1.16738356329215,23,63,86,2011-01-07,"2011","01"
"2011-01-07 07:00:00",1,0,1,1,3.23633117385284,8.05256098996391,73.7626746883783,12.815419787111,23,116,139,2011-01-07,"2011","01"
"2011-01-07 08:00:00",1,0,1,1,2.97271259159324,7.66905223950649,50.1414356821308,19.6343042804886,45,238,283,2011-01-07,"2011","01"
"2011-01-07 09:00:00",1,0,1,1,4.3253046465411,7.53224273771938,44.8601587585452,20.1893627755033,37,171,208,2011-01-07,"2011","01"
"2011-01-07 10:00:00",1,0,1,1,4.98777750665317,7.81168247811373,41.7045212657272,23.8007484798717,40,94,134,2011-01-07,"2011","01"
"2011-01-07 11:00:00",1,0,1,2,6.03799198114206,7.50468584973744,43.5896909134947,16.1312503198967,38,92,130,2011-01-07,"2011","01"
"2011-01-07 12:00:00",1,0,1,2,5.4683108734312,6.0798806165367,36.1475539273815,19.2439514753692,36,92,128,2011-01-07,"2011","01"
"2011-01-07 13:00:00",1,0,1,2,7.26937290911201,6.45807735406247,35.5011309185973,20.2721965094185,31,108,139,2011-01-07,"2011","01"
"2011-01-07 14:00:00",1,0,1,2,8.50700645202938,9.72741513846642,36.5258451122883,11.1407451541104,28,84,112,2011-01-07,"2011","01"
"2011-01-07 15:00:00",1,0,1,2,5.16410636520628,7.71885181624019,34.7455606302128,13.78142593538,34,113,147,2011-01-07,"2011","01"
"2011-01-07 16:00:00",1,0,1,2,5.1515933587628,8.35003093944138,38.4891024201783,15.280878019036,25,122,147,2011-01-07,"2011","01"
"2011-01-07 17:00:00",1,0,1,2,5.7004938009499,12.0793496713321,41.1175003306031,5.85639974918296,34,236,270,2011-01-07,"2011","01"
"2011-01-07 18:00:00",1,0,1,1,4.52575092796542,8.34384724384569,42.7630461732487,10.4595057188273,28,153,181,2011-01-07,"2011","01"
"2011-01-07 19:00:00",1,0,1,1,3.3332925900459,6.07482871890076,52.640130114304,10.0293623979623,25,143,168,2011-01-07,"2011","01"
"2011-01-07 20:00:00",1,0,1,1,4.18223417017457,8.51596384956242,43.8252072660534,5.68333874584347,29,96,125,2011-01-07,"2011","01"
"2011-01-07 21:00:00",1,0,1,1,4.90817364563214,7.36992731459126,50.3338822328717,4.25749721511232,15,79,94,2011-01-07,"2011","01"
"2011-01-07 22:00:00",1,0,1,2,4.65796737178266,8.54545450961946,46.0249174159057,6.36958793307996,20,72,92,2011-01-07,"2011","01"
"2011-01-07 23:00:00",1,0,1,2,3.89546100232323,7.66847976226144,51.299409536467,8.1067201460069,21,56,77,2011-01-07,"2011","01"
"2011-01-08 00:00:00",1,0,0,2,4.49806276344621,8.41650167638441,51.7931394722324,17.8017944830779,22,70,92,2011-01-08,"2011","01"
"2011-01-08 01:00:00",1,0,0,2,4.02545626323225,8.09826149022051,56.2020889220816,2.72619164837133,29,53,82,2011-01-08,"2011","01"
"2011-01-08 02:00:00",1,0,0,2,5.96936053632029,10.3813583123909,52.2847472714425,0,26,50,76,2011-01-08,"2011","01"
"2011-01-08 03:00:00",1,0,0,3,4.39347557341182,6.52751555817985,56.7256866862762,18.3569716288506,22,53,75,2011-01-08,"2011","01"
"2011-01-08 04:00:00",1,0,0,3,3.12041941401249,5.81813922905106,59.9645685037204,21.1499099971031,20,37,57,2011-01-08,"2011","01"
"2011-01-08 05:00:00",1,0,0,2,3.05502043487289,6.34827329232099,73.9680975148991,10.8766324999801,27,44,71,2011-01-08,"2011","01"
"2011-01-08 06:00:00",1,0,0,2,2.17915567300521,5.99199870264273,70.7812142393171,7.67590029931514,20,39,59,2011-01-08,"2011","01"
"2011-01-08 07:00:00",1,0,0,2,3.96508429049587,5.97059925229902,77.6746042288003,8.61579051853463,25,46,71,2011-01-08,"2011","01"
"2011-01-08 08:00:00",1,0,0,3,5.25276287562485,6.98885303946069,91.7198124578627,8.8018725575358,22,57,79,2011-01-08,"2011","01"
"2011-01-08 09:00:00",1,0,0,3,4.82414812361212,5.86037060027028,93.0096199491777,13.0933653070342,28,61,89,2011-01-08,"2011","01"
"2011-01-08 10:00:00",1,0,0,2,4.78282704920656,8.03806659914835,78.8100660761817,14.9611009773232,25,103,128,2011-01-08,"2011","01"
"2011-01-08 11:00:00",1,0,0,2,5.01785871254313,6.97994966742292,70.3738360699567,25.2732102446653,24,105,129,2011-01-08,"2011","01"
"2011-01-08 12:00:00",1,0,0,2,5.77896825019329,6.52370801451064,58.825455898293,26.6838824768368,29,129,158,2011-01-08,"2011","01"
"2011-01-08 13:00:00",1,0,0,1,5.0906301215891,7.27603082944012,45.1132716061057,26.8095110142815,27,145,172,2011-01-08,"2011","01"
"2011-01-08 14:00:00",1,0,0,1,1.11630029275636,7.66220868514204,26.9801625605583,27.1341155803723,31,136,167,2011-01-08,"2011","01"
"2011-01-08 15:00:00",1,0,0,1,5.91673848297389,7.17420201757499,33.0242148527749,34.4700756445921,17,108,125,2011-01-08,"2011","01"
"2011-01-08 16:00:00",1,0,0,1,3.6347982967679,5.71632159026107,28.8470254577393,34.9817503289322,23,113,136,2011-01-08,"2011","01"
"2011-01-08 17:00:00",1,0,0,1,6.0966176810366,6.59575956536121,36.0845518812432,45.0342056199886,16,99,115,2011-01-08,"2011","01"
"2011-01-08 18:00:00",1,0,0,1,7.07720063433229,4.01672373338854,37.7395331701757,19.7226921057199,23,98,121,2011-01-08,"2011","01"
"2011-01-08 19:00:00",1,0,0,1,0.260554315658962,3.74404001652156,36.5777508409168,19.0232904628713,22,66,88,2011-01-08,"2011","01"
"2011-01-08 20:00:00",1,0,0,1,3.09974777646709,3.35542427363281,33.8601628684191,25.8950945172668,17,68,85,2011-01-08,"2011","01"
"2011-01-08 21:00:00",1,0,0,1,2.16803857714988,4.04710284045031,41.5406294974102,26.0658712214031,22,76,98,2011-01-08,"2011","01"
"2011-01-08 22:00:00",1,0,0,1,0.872584427110512,3.77507096317654,34.8520506771789,25.3385324698632,24,76,100,2011-01-08,"2011","01"
"2011-01-08 23:00:00",1,0,0,1,2.34045600603931,1.6307728727146,37.0350443734989,32.0461987947124,24,61,85,2011-01-08,"2011","01"
"2011-01-09 00:00:00",1,0,0,1,2.51644316897676,2.89380920020517,40.831896330143,31.3658460649317,26,70,96,2011-01-09,"2011","01"
"2011-01-09 01:00:00",1,0,0,1,0.91360329764883,2.1350181391556,42.6133322835161,30.9131822843596,19,49,68,2011-01-09,"2011","01"
"2011-01-09 02:00:00",1,0,0,1,0.509606598172444,2.84448784119486,43.2449213090597,30.509819625751,23,54,77,2011-01-09,"2011","01"
"2011-01-09 03:00:00",1,0,0,1,-1.07163046178958,2.74748488557652,45.0669513968646,33.5977499253807,19,48,67,2011-01-09,"2011","01"
