"id","female","city","age","logins","mandalorian","unsubscribe"
50,1,1,50.6618787638146,0,0,0
51,1,1,38.2213265720119,0,1,0
52,1,1,47.665724945966,3,1,1
53,1,0,55.3460032025264,0,1,0
54,1,1,29.1295324789913,3,0,0
55,0,1,35.4813973399563,6,1,0
56,1,1,51.6082611609924,2,0,0
57,1,1,47.9181694915959,2,0,0
58,1,1,48.3224046467576,2,1,0
59,0,1,48.9357271014764,1,1,0
60,1,1,39.0721605937087,10,1,1
61,1,1,56.2526608995651,0,1,1
62,0,1,50.3510996284408,9,1,0
63,0,1,43.4882226647461,5,1,0
64,0,1,43.2855411109234,4,1,0
65,1,1,47.8095653607851,10,0,0
66,1,1,45.5116804579795,9,0,0
67,1,1,45.9435792853038,0,1,0
68,1,0,42.9914008461194,6,1,1
69,1,1,47.3552669961353,10,1,0
70,0,1,33.715225736418,8,0,0
71,1,1,50.5828893572293,2,1,0
72,1,1,38.112426711538,2,1,1
73,0,1,46.6822101303427,10,0,0
74,0,1,41.1027994754355,8,0,0
75,0,1,52.6653550726348,0,1,0
76,0,1,40.1448515493309,10,1,0
77,0,1,35.8407369612498,0,0,0
78,0,1,46.4106396076672,8,0,0
79,0,1,44.9275144171609,3,1,1
80,1,1,35.6958703466586,10,1,1
81,1,1,50.1439832815696,6,1,0
82,0,1,40.2652884357745,10,1,1
83,0,1,39.7344113686146,10,1,0
84,0,1,34.2481096754598,6,1,1
85,1,1,53.675955059135,10,1,1
86,0,1,42.5602790959644,6,1,1
87,0,1,38.3774547136912,7,0,0
88,1,1,39.631469776644,5,0,1
89,1,0,40.9203733294228,0,0,0
90,0,0,53.0871735182947,10,0,0
91,0,0,36.4756743405872,1,1,0
92,1,1,34.5737741407746,10,1,0
93,1,1,42.0327343527252,3,1,0
94,1,1,47.1858024432002,7,1,0
95,0,1,38.4299009233259,2,1,0
96,1,1,41.4399820397092,8,1,0
97,0,1,44.9121066655546,4,1,0
98,1,1,50.7581317846115,1,1,1
99,1,1,42.5939512873631,0,1,0
100,0,1,52.5211799712121,3,1,0
101,1,1,28.811611981411,10,1,1
102,1,1,44.3930469596165,1,1,0
103,1,1,48.530012532141,2,1,1
104,1,1,43.6430146741218,10,0,0
105,0,1,44.7700732929294,0,1,0
106,0,1,44.3116059862764,5,1,0
107,0,1,41.1575687942419,3,1,0
108,0,1,53.1533156153044,5,1,1
109,1,1,46.2497922840813,2,0,0
110,0,1,35.6072564592111,1,1,0
111,0,1,41.6003017216086,1,1,0
112,0,0,51.9468036565529,3,1,0
113,1,1,53.387157780942,3,1,0
114,1,1,55.5134771144558,0,1,0
115,0,1,44.330452668426,4,1,0
116,1,1,51.6571976043765,7,1,0
117,0,0,48.4499907333891,2,1,0
118,0,1,45.7957948947994,10,1,0
119,1,0,47.4428764795792,8,1,0
120,0,1,54.5388624866002,1,1,0
121,1,1,41.5409644347043,2,1,1
122,1,1,52.6481081994643,10,1,0
123,1,1,41.6634064139741,10,0,0
124,0,0,44.3547244249237,2,1,0
125,1,1,47.6046639092613,10,1,0
126,1,1,42.1157358620751,0,0,1
127,0,1,54.0102906399991,4,1,0
128,0,1,35.347503679227,10,1,0
129,0,1,51.8649647823952,10,0,0
130,1,1,38.7598135749107,5,0,1
131,1,1,42.6644237224262,5,1,0
132,0,1,37.0832228498385,10,1,1
133,0,0,45.6407619038177,7,1,0
134,1,1,44.9408296855989,0,1,0
135,0,1,54.9153048392372,10,1,0
136,1,1,52.7530843159367,10,1,0
137,1,1,48.8437473940904,9,1,1
138,1,1,42.478146831147,0,1,1
139,1,1,43.628737969851,9,1,0
140,0,1,35.9524970935539,0,0,0
141,0,1,41.1911981660396,0,0,0
142,1,1,41.9484932722583,6,1,0
143,1,1,57.9674077486345,8,1,1
144,0,1,51.8360255915717,0,1,1
145,1,0,46.4855749302653,10,1,0
146,0,0,48.6249275460568,1,0,0
147,0,1,58.4957830924628,1,1,0
148,1,1,47.2889185003299,1,1,1
149,1,1,43.2965604275434,4,1,0
150,1,1,37.7230717260557,1,0,0
151,0,1,47.516329522231,4,0,0
152,0,1,35.5558917687339,6,1,1
153,1,1,44.4491690117966,0,1,0
154,1,1,54.1076013868273,5,1,0
155,0,1,44.6438430884717,1,0,0
156,0,1,60.5966764635168,5,1,0
157,0,1,39.1979512504092,1,1,0
158,0,1,39.1066107924972,10,1,0
159,1,1,51.2765320763763,1,1,0
160,0,1,40.6692070830074,0,1,1
161,0,0,43.0815976102486,6,1,0
162,0,1,41.8158580336783,7,0,0
163,1,1,46.8588224294239,1,0,0
164,1,1,49.9125247364565,2,1,0
165,1,1,40.5577384842589,3,1,0
166,1,1,39.2056153361227,3,1,0
167,1,1,49.822908365835,10,1,0
168,0,1,40.7547338208503,3,1,0
169,0,1,55.9867546866911,0,1,1
170,0,1,41.4759824877844,10,1,0
171,1,1,38.3766178666846,1,1,1
172,1,0,39.1091787326833,4,0,0
173,0,0,50.9379581639304,4,0,0
174,0,1,41.4712697748886,0,0,0
175,0,1,52.9965788636245,0,1,1
176,1,1,54.4721039467456,10,1,0
177,0,1,45.2656209706126,10,1,0
178,0,1,54.6974235295558,7,1,0
179,1,0,39.2329116024416,2,1,0
180,0,1,33.0474813874473,3,1,0
181,1,1,47.0166791085349,6,0,0
182,0,1,50.0092236286753,3,1,0
183,0,0,38.2659005433095,9,1,1
184,0,1,56.0331065104833,5,1,0
185,1,1,51.4083345258419,5,1,0
186,1,1,41.1209321867693,8,1,0
187,1,1,35.1090694001501,1,1,0
188,1,1,46.2566993812008,3,1,0
189,1,1,46.803539942946,3,1,0
190,0,1,50.412461857737,2,1,0
191,0,0,33.3437485495246,10,1,0
192,1,1,51.8589076335949,7,1,1
193,1,1,45.8819472522582,7,0,1
194,0,0,41.6156200162442,0,1,1
195,0,1,51.9212065191028,7,1,0
196,1,1,47.2325891737135,6,1,0
197,1,1,37.5508859993641,2,0,0
198,0,1,48.9423826667751,0,1,1
199,1,1,49.4617749784769,6,1,0
200,0,1,46.0265782573618,10,0,0
201,1,1,36.6376509428938,5,1,0
202,0,1,46.0743386208365,3,1,1
203,0,1,42.2187262818235,0,0,0
204,0,0,47.2128738427944,1,1,0
205,1,1,50.0261457417431,2,0,0
206,0,1,43.2464779666088,10,1,0
207,0,1,35.4885880603552,10,1,0
208,0,1,32.8553172915252,3,0,0
209,1,1,39.1052333878515,2,1,0
210,1,1,49.3056837288129,3,1,1
211,1,1,45.980846514506,3,0,0
212,0,1,42.1301066215343,10,1,0
213,1,1,36.8533384572487,9,0,0
214,1,1,53.0994719292343,0,1,1
215,1,0,40.4129764357457,1,0,1
216,0,1,41.6422487350611,1,1,0
217,0,1,45.2563082521839,9,1,1
218,0,1,44.3464999388469,9,1,0
219,1,0,54.2707339713985,0,1,0
220,1,1,43.670541190888,0,1,0
221,0,0,41.0303108441289,10,1,0
222,1,1,42.8100309658266,3,0,0
223,0,0,55.8009621622605,4,0,0
224,0,1,41.5500554238057,9,1,0
225,1,1,57.8868211967323,10,1,0
226,0,1,46.7991028943854,8,0,0
227,1,0,46.9435737004864,10,1,0
228,1,1,46.7061436387767,10,0,0
229,1,1,47.6027473016991,6,1,0
230,1,1,39.2158806311113,10,0,1
231,0,1,50.4875134903621,10,1,0
232,1,1,54.8738768263171,1,1,0
233,0,1,33.5397374443063,10,0,0
234,0,1,45.816982617982,7,1,0
235,1,1,44.734135425675,5,1,0
236,1,1,44.6131862784293,10,0,0
237,1,1,44.7178396652427,1,1,1
238,0,1,37.5997850858363,5,1,0
239,0,1,41.3378126858747,10,1,0
240,0,1,49.0980393263759,0,1,0
241,1,1,45.0642118929918,10,1,0
242,0,1,44.7795155289697,7,1,1
243,0,1,55.1170204592747,3,0,0
244,0,1,48.182929309994,0,1,0
245,1,1,34.7850330549717,8,0,0
246,0,1,40.5292039176123,10,0,1
247,0,0,47.1916761080815,10,0,0
248,1,1,38.6452624530485,2,0,0
249,1,1,41.596422794307,10,1,1
250,1,1,40.1941512334516,1,1,1
251,1,1,41.9847390384559,1,1,1
252,0,1,43.5141587065537,8,0,1
253,1,1,46.9960984995155,2,1,0
254,1,0,47.4747335076378,10,1,0
255,0,1,51.403368759843,3,0,0
256,0,1,41.3657731996261,6,0,1
257,1,1,33.9524691386747,10,1,0
258,1,1,51.125026724734,1,0,0
259,0,1,46.8586951054384,2,1,0
260,0,1,64.246326190271,6,1,0
261,1,1,52.4983102217742,7,0,0
262,0,1,46.187997928451,10,0,1
263,1,1,55.5541260269853,9,0,0
264,0,1,43.8997575865177,5,0,0
265,0,1,28.6489495639587,2,1,0
266,0,1,45.6036104649042,1,1,0
267,1,1,58.2258846399493,2,1,0
268,1,1,37.0730601107433,2,1,1
269,0,1,44.483489643315,6,0,0
270,0,1,35.6209823510243,7,1,0
271,0,0,41.6139179805445,10,1,0
272,0,1,42.8066543081133,10,1,0
273,1,1,44.2103646745176,5,1,0
274,1,1,37.1985808058596,0,1,1
275,0,0,41.3524099305286,7,1,0
276,0,1,59.4165598640864,6,1,1
277,1,1,42.016677950649,9,1,0
278,1,1,43.442555842899,7,1,0
279,0,1,57.1313866104808,0,0,0
280,1,1,43.1770875095587,5,0,0
281,1,1,48.8179526696126,3,0,0
282,1,1,40.5813846963137,10,1,0
283,1,1,72.3676990861061,6,1,0
284,1,1,34.1716233647996,0,1,1
285,0,0,45.3495592698544,10,0,0
286,0,1,43.5408256499278,10,0,0
287,0,1,38.9755491217393,3,1,0
288,0,1,42.4093925609987,8,1,0
289,1,1,51.3778100824412,3,1,1
290,1,1,34.7404498831338,0,1,0
291,1,0,50.4866801574285,5,1,1
292,0,1,37.8026885481805,0,1,1
293,1,1,50.9198749215075,0,1,0
294,0,1,46.7573421846809,10,1,1
295,1,1,44.5823702008421,3,1,0
296,1,0,44.882024611019,0,1,0
297,0,1,47.7939263104735,10,0,0
298,0,1,38.5121278826896,2,0,0
299,0,0,50.0934009125963,10,0,0
300,0,0,52.0266803672784,5,0,0
301,0,0,41.1615339746677,1,0,0
302,0,1,37.2450076607462,2,0,0
303,0,1,40.1329636720378,2,1,1
304,0,1,38.0042451876043,7,1,0
305,1,1,47.4596061151453,0,1,0
306,0,0,36.9377595342263,0,1,0
307,1,1,45.3282247656166,9,1,0
308,0,1,50.8478970690983,4,0,0
309,0,1,46.8108206168827,10,1,1
310,0,1,49.7134230536484,10,1,0
311,1,1,41.1277020460486,10,0,0
312,0,1,48.3659414179624,8,1,0
313,1,1,42.2543244440496,0,0,0
314,1,1,36.8370231401781,10,1,0
315,1,1,44.7355448643744,10,1,0
316,0,1,37.3437537260585,10,1,0
317,0,0,57.8345524226227,10,1,1
318,0,1,40.4270087447106,0,1,0
319,0,1,43.3493518870154,10,0,1
320,0,0,47.2827454482876,7,1,0
321,1,1,33.9194402082501,10,1,0
322,0,1,50.6891581167892,0,0,0
323,0,1,43.9794090322884,10,1,0
324,0,1,43.36918608287,7,0,0
325,1,0,43.2745410784816,9,0,1
326,0,1,34.9297700139625,10,1,0
327,0,1,51.0057806697803,10,1,1
328,0,1,47.3738545501028,10,1,0
329,0,1,50.8218877394807,4,0,0
330,0,1,51.1919064345924,10,1,0
331,1,1,57.6902018302295,10,0,0
332,1,1,38.7817760062006,0,1,1
333,1,1,33.9688000483415,10,1,0
334,0,1,58.4808324137996,3,1,0
335,1,1,54.2082188329223,4,1,1
336,1,1,48.8149299598674,10,1,0
337,0,1,48.4241787893458,0,1,0
338,1,1,46.4217633896098,10,1,0
339,0,0,37.1388183604872,7,1,1
340,0,1,53.0806899296724,2,1,0
341,0,1,41.2209960629994,3,0,0
342,1,1,53.5585648617198,3,0,0
343,0,1,41.013125000024,6,1,0
344,1,1,45.9022410821678,10,1,0
345,1,1,51.3365229658471,10,1,1
346,1,1,41.9694612940722,10,0,0
347,0,1,34.8038655362016,1,1,0
348,0,1,43.6104789794321,10,1,0
349,1,1,38.6030899267589,10,1,0
350,0,1,48.0834252258168,3,1,0
351,1,1,40.5303243626543,3,1,1
352,1,1,38.1073057636694,10,0,0
353,0,1,43.9469939097225,10,0,0
354,1,1,40.5772162478879,3,0,1
355,1,1,54.6822278162762,4,1,0
356,1,0,37.2461218003249,3,1,0
357,0,0,50.7205358409295,10,1,0
358,1,1,48.2353215195408,10,0,0
359,0,1,40.4236098516961,5,0,0
360,1,1,48.8103881740003,0,1,0
361,1,1,41.980616661423,1,1,0
362,1,1,42.8223923715624,8,1,0
363,0,1,50.5547130434347,10,0,0
364,1,1,39.8501597477227,0,1,1
365,0,1,41.4570668045803,1,1,0
366,0,1,49.1316452016547,5,1,0
367,1,1,49.7194171490794,8,1,0
368,1,0,61.6225880483767,10,0,1
369,0,1,47.097895602587,4,1,0
370,0,1,41.1331518648865,3,1,1
371,0,1,48.4778157770762,4,1,0
372,0,1,51.0979422543272,9,1,0
373,1,1,36.9142321796668,0,1,0
374,1,0,33.0440561738112,0,1,0
375,1,1,51.6305312834065,2,1,0
376,1,1,37.4425836301416,7,0,0
377,1,1,42.4788060976343,10,1,0
378,1,1,38.7033984662935,3,1,0
379,1,1,38.3201632724536,1,1,1
380,0,1,30.4820498793638,4,0,0
381,1,1,36.9348726683517,10,1,0
382,1,1,26.3908274630564,5,1,0
383,1,1,41.9588901632441,4,1,1
384,1,1,39.3921962255617,10,1,0
385,0,0,35.695640207301,2,1,1
386,0,1,44.6977659819128,9,1,0
387,1,1,36.5219920879053,4,1,0
388,0,1,53.2537009389108,4,0,0
389,0,0,54.0265207345555,0,1,1
390,0,0,42.7902919990091,2,1,0
391,1,1,48.5937926082831,10,0,0
392,1,1,49.7248787034795,6,1,0
393,0,1,48.6120124812914,0,1,0
394,1,1,53.7236714329698,5,1,0
395,0,0,43.5597281985299,0,1,0
396,0,1,48.8411798636003,0,0,0
397,1,1,56.5673552000658,1,1,0
398,1,0,53.5103669271973,2,1,1
399,0,0,41.8301111876174,1,1,0
400,1,1,44.784486392291,0,0,0
401,0,1,35.3142903415766,3,0,0
402,1,1,41.1630856863524,3,1,0
403,1,1,64.2522715186833,8,1,0
404,1,1,47.4056345228425,2,1,0
405,0,1,48.5014536416484,1,0,0
406,0,1,36.2784819145801,9,1,1
407,0,1,48.6275341982838,0,1,0
408,0,1,43.5346844012823,2,1,0
409,0,1,36.9309126566274,3,1,0
410,1,1,48.4542018476576,7,0,1
411,1,0,42.6671103220643,10,1,1
412,0,1,42.3683233050512,0,1,0
413,1,1,50.6516714863025,0,1,0
414,0,1,54.7138267854888,0,0,0
415,1,1,44.1100138716096,4,1,1
416,0,0,41.4733440323306,1,1,1
417,1,0,52.0799774860241,10,1,1
418,0,1,44.9827996092375,10,0,0
419,0,1,53.9038947402008,8,0,0
420,0,1,49.6351157714359,1,1,1
421,0,1,43.2408569137465,6,1,0
422,0,1,54.3151915668526,10,1,0
423,0,1,44.8706346151755,0,1,0
424,0,1,33.2142906982051,4,1,0
425,1,1,47.5168966350947,0,1,0
426,1,0,36.0089422857416,10,1,1
427,1,1,39.4249120527501,10,1,0
428,0,1,48.1636524255735,2,1,1
429,1,0,52.1333004609573,0,0,1
430,1,1,47.6885239436406,7,1,0
431,0,1,45.8758205189334,10,0,1
432,1,1,59.6693281720366,2,0,0
433,1,1,53.6648718962858,0,0,0
434,1,1,38.6126191373011,0,1,0
435,1,1,46.1145181600656,10,1,0
436,0,0,51.7953378692739,1,1,1
437,0,1,49.7823640537037,3,0,0
438,0,1,43.2250276926237,0,0,0
439,1,1,51.4762782173969,0,0,0
440,0,1,46.8113287704938,4,1,0
441,1,1,44.095992328067,2,1,0
442,1,1,28.0041422782863,8,0,0
443,1,1,47.8620690140783,10,1,0
444,0,1,45.4190977663398,5,1,0
445,0,1,50.5312401752648,0,0,0
446,0,0,38.1682722653835,0,1,1
447,0,1,49.0108113340052,10,1,1
448,1,1,37.2082018442788,0,0,0
449,0,1,50.6767328880748,2,1,0
450,1,0,43.3073080955249,4,0,0
451,1,1,47.4667696203885,10,1,0
452,0,1,38.69957476489,5,1,1
453,0,0,44.4544679623,5,1,1
454,0,1,44.2671308566495,2,0,0
455,1,1,39.6669544349891,5,1,1
456,0,0,43.4044029575546,0,0,0
457,0,1,39.726976198833,5,0,1
458,0,0,35.2339178947895,5,1,0
459,1,0,33.7816756475858,4,1,0
460,1,1,46.0856712894644,4,1,0
461,0,1,46.899046235331,2,0,0
462,0,0,46.4042590372973,10,1,0
463,0,1,38.0126446840005,0,1,1
464,0,1,57.7672834313001,10,1,0
465,1,1,50.1034330922309,2,0,0
466,0,0,56.0478500119823,0,1,1
467,1,1,37.1030485570839,3,0,1
468,1,1,42.0750772391161,3,1,1
469,1,1,49.0196876598525,0,0,0
470,1,1,45.2706823689768,10,1,0
471,1,1,37.9565471808016,4,1,0
472,1,1,43.2566026205867,1,0,1
473,1,1,52.1425578141377,3,0,0
474,1,1,51.81681716981,10,1,0
475,0,1,40.2345868239968,10,1,0
476,0,1,48.9094297018161,10,0,0
477,0,1,53.3803013546235,3,1,1
478,0,0,48.5435307920687,8,1,1
479,0,1,47.5641421470756,0,1,0
480,0,1,55.9253446533671,0,1,0
481,1,1,39.69179936393,0,1,0
482,1,1,50.6764021128545,0,1,0
483,0,0,41.7327461409728,0,1,1
484,1,1,50.4557977853318,10,0,1
485,1,1,38.616658896713,6,0,0
486,1,1,51.3873246776785,0,1,1
487,1,1,49.1018952058984,5,1,0
488,0,0,44.2403349585691,0,1,1
489,0,1,55.917185374019,8,0,0
490,1,1,45.6180232265095,8,0,0
491,0,1,45.4345759868246,4,0,0
492,1,1,39.5755414637769,1,1,0
493,1,1,37.521187738127,10,1,0
494,1,1,36.4675480043289,4,0,0
495,1,0,46.7811962908099,10,0,1
496,0,1,48.3886317527369,4,1,1
497,1,1,47.9602795495507,4,0,1
498,1,1,42.8855139787448,10,0,0
499,0,1,53.9881838554141,0,1,0
500,1,1,43.1745170716836,10,1,0
501,1,1,42.1909242024667,7,1,0
502,0,1,46.6842609420686,9,1,0
503,1,1,40.623890759538,10,1,0
504,1,1,50.5029392472096,9,1,1
505,1,1,40.285027511827,0,0,0
506,1,0,40.4227456326835,8,1,0
507,0,1,52.7900360898637,3,1,1
508,1,1,39.0353277205551,5,1,1
509,0,0,43.291350608945,6,1,1
510,0,1,41.5622387771698,10,1,0
511,1,1,49.5906832727342,4,1,0
512,1,0,61.0562775145843,4,1,1
513,1,1,50.1280512778872,10,1,0
514,1,1,37.4617767203548,1,1,0
515,0,1,39.4211708604721,6,1,0
516,1,1,51.1927875059738,4,1,0
517,1,0,47.125742922822,6,0,0
518,1,1,47.4961104679726,10,0,0
519,1,1,54.010373662377,8,0,0
520,0,0,44.6699101155479,10,1,1
521,0,1,44.4204011913927,10,1,0
522,0,1,43.3736199113114,0,1,1
523,0,0,48.9802221567835,3,1,1
524,0,0,40.0812518974031,4,1,0
525,1,1,52.3324651067774,10,1,1
526,1,1,37.9524676948994,2,1,0
527,0,1,58.3060226453594,2,0,0
528,0,1,48.0174244034623,0,0,0
529,0,1,38.5622576932588,5,1,0
530,1,1,38.9515382659449,0,1,0
531,0,1,42.5149497116887,7,1,0
532,0,1,50.8895069794455,1,1,0
533,0,1,48.6069247155152,0,1,0
534,0,1,44.698498590171,10,1,0
535,1,0,51.082512010933,1,1,1
536,1,1,47.5538704797818,0,1,0
537,1,1,39.3270993977699,0,1,1
538,0,1,48.89911945951,5,1,0
539,0,1,37.5173793369538,5,0,0
540,0,1,44.6208756870846,0,1,0
541,0,1,39.0547988982007,10,1,0
542,0,1,49.4822826828242,1,0,0
543,0,1,41.1503289058424,2,1,0
544,0,1,46.5905973947475,7,1,0
545,0,1,33.6100499236617,0,1,1
546,0,1,43.4314386078339,6,1,1
547,1,1,52.0828089328414,10,1,0
548,0,1,50.6637330992857,1,1,0
549,0,1,36.6718117039254,3,1,1
550,0,0,66.161706430529,10,0,0
551,1,1,45.6203834253895,1,1,0
552,0,1,44.4358424660849,2,0,0
553,1,1,59.7479291352924,5,0,0
554,0,1,35.8120184898603,10,1,1
555,0,0,46.0562872039241,5,1,0
556,0,1,43.8299943329831,0,1,0
557,0,1,46.2504660011465,1,1,1
558,1,1,44.4319695100025,0,1,0
559,1,1,44.7459475888297,9,1,1
560,1,0,37.0678049743821,1,0,0
561,0,1,32.0957848115916,5,1,0
562,1,1,35.0091330961649,5,1,1
563,0,1,44.8129973507408,0,0,0
564,0,1,35.253665247746,0,1,1
565,0,1,40.5193457986763,9,0,0
566,1,1,42.1293327894516,10,1,0
567,0,1,49.9654349637824,0,1,0
568,0,1,46.1323600751115,7,1,0
569,0,0,57.2314473702654,1,0,0
570,0,1,25.8892661756401,10,1,0
571,0,1,36.6634989803084,1,0,0
572,1,1,38.9977810197769,0,1,1
573,0,1,52.8382476834099,8,0,0
574,1,0,41.0907160481748,0,1,1
575,1,1,56.3685644964823,1,1,1
576,1,1,48.5040927333916,5,1,0
577,0,1,57.1484124911649,0,1,0
578,1,0,43.4222452306773,4,1,0
579,0,0,52.5456696248668,4,0,0
580,1,1,48.2314643637464,0,1,1
581,0,1,39.8456384679057,6,1,0
582,0,1,46.8403403219224,6,1,0
583,1,0,50.2816130307379,1,0,1
584,0,0,47.7337930418403,6,0,0
585,1,1,50.6316681632366,0,1,0
586,0,1,49.2859942949143,2,1,0
587,0,0,58.7319539732443,1,1,0
588,0,1,45.5053449905526,1,1,1
589,1,1,42.2325528709896,0,1,1
590,0,0,35.7462460618779,3,1,0
591,1,1,40.8882334795849,10,1,1
592,1,1,55.996887039177,9,1,0
593,0,1,44.8605634342514,4,1,0
594,0,1,48.3733077816569,10,1,0
595,0,1,50.0428324713859,8,0,0
596,0,1,49.4215542944924,6,1,0
597,0,1,45.3090994877221,2,0,0
598,1,1,39.8477148959433,3,1,1
599,1,1,44.0360074859414,7,0,0
600,1,1,40.6539235299628,3,0,0
601,1,1,42.6390424983586,0,1,1
602,0,1,37.2617892869216,0,1,0
603,1,1,46.6706661449757,6,1,0
604,1,1,44.5486345980326,8,1,1
605,1,1,35.5385137369193,0,1,0
606,0,1,42.355191046411,1,1,1
607,1,1,42.637062914827,1,1,0
608,0,1,47.2177944873654,0,0,0
609,0,1,51.3402173183359,10,1,0
610,1,1,39.024223540608,4,1,0
611,0,1,54.5772882340594,0,0,1
612,1,0,46.584030313138,9,1,0
613,0,0,45.0618438468097,10,1,0
614,0,1,48.7840894588391,6,1,0
615,0,1,42.4224707328848,0,1,1
616,1,1,43.4384686925556,6,1,0
617,1,0,41.4311793012825,4,1,0
618,1,1,30.1348488789207,0,1,0
619,0,1,51.7213643375354,5,1,0
620,1,1,49.1979230444363,2,1,1
621,0,1,41.2721215948072,6,1,0
622,0,0,35.1252350323629,2,1,0
623,1,1,49.6547302424801,3,0,0
624,1,1,47.8257561188766,5,1,0
625,1,0,48.0152327221004,0,1,0
626,0,1,42.1070997185971,10,1,0
627,1,1,39.9197490425495,10,0,0
628,0,1,53.8026430331593,5,1,0
629,1,1,49.6678895886417,4,1,0
630,1,1,49.1243258343358,7,1,0
631,0,1,46.0482314163992,3,1,0
632,0,1,51.3899689190749,6,1,1
633,1,1,41.9428792705761,2,0,0
634,1,1,64.5885936403022,0,1,0
635,1,1,35.6458149370447,10,1,0
636,1,1,37.2156406842307,10,1,0
637,1,0,51.7756440949688,10,1,1
638,0,1,36.0136437855768,3,1,0
639,0,0,44.597077149989,5,0,0
640,1,1,56.9867842470224,0,1,0
641,1,1,43.3625867391019,10,1,1
642,0,1,60.0001035468635,2,0,0
643,0,1,47.2055484809198,10,0,0
644,1,1,52.8757721309564,10,0,0
645,0,1,37.6106672759974,8,1,1
646,1,1,38.541462899731,4,1,1
647,1,1,40.1067870785086,2,1,0
648,0,1,42.9070792137086,3,1,1
649,0,1,41.685346588036,10,1,0
650,1,1,41.8449354574422,5,0,0
651,0,1,46.8968849612631,0,0,0
652,1,1,50.8420890944823,3,1,1
653,0,1,39.1098621800901,5,0,0
654,0,1,34.3125546425945,10,0,1
655,0,1,39.9715857281835,9,1,1
656,1,1,47.3300283061675,3,1,0
657,0,1,34.7184327052532,0,0,0
658,0,1,39.0919869629541,3,1,0
659,1,1,49.1398338639464,9,1,1
660,1,1,49.565103671595,3,0,0
661,1,1,40.606077840819,10,0,0
662,1,1,42.7595851415669,0,1,0
663,0,1,38.0286134499562,0,0,0
664,0,1,55.0647483124028,4,1,0
665,0,1,35.1454398534128,5,1,0
666,1,1,43.7377163514132,9,1,0
667,0,1,45.9703852352562,4,1,0
668,1,1,42.7740758042303,10,1,0
669,0,1,58.3527020920591,10,1,0
670,0,1,51.0019781482322,3,0,0
671,1,1,46.9508215854707,1,1,0
672,1,1,44.5575503617512,2,1,0
673,1,1,56.0355416917301,0,1,1
674,1,0,51.5013442724854,0,1,0
675,1,1,49.9814670469995,2,0,1
676,1,1,45.2135208191863,0,1,0
677,1,1,34.8259801379959,0,1,1
678,0,1,41.2703283256648,10,1,0
679,1,1,52.0733659473794,10,1,0
680,1,1,37.3335724440938,10,1,0
681,0,1,46.0124017497621,0,1,1
682,1,1,44.1007661152624,1,1,0
683,1,1,48.0841086711163,1,0,0
684,0,1,44.5039879874233,10,1,0
685,0,1,51.5455190767438,3,1,1
686,0,1,34.4771104172043,10,0,0
687,0,1,43.013745064952,10,1,0
688,0,1,37.402695501372,7,0,0
689,1,0,38.5051117425103,0,0,0
690,0,0,48.1489347448738,0,1,0
691,0,1,49.1744276546939,2,1,0
692,0,1,35.325020262287,5,1,0
693,1,1,49.0997166415242,5,1,0
694,1,1,46.0575592776847,2,1,0
695,0,1,49.8904070978274,5,1,0
696,0,1,53.6621038619215,7,1,1
697,0,1,49.9432367705288,6,0,0
698,1,1,42.2836785070043,4,1,0
699,1,1,44.4193413788,0,1,0
700,0,1,40.7771890694343,10,1,1
701,1,1,50.1895799268769,1,1,1
