"GameId","PlayId","Team","X","Y","S","A","Dis","Orientation","Dir","NflId","JerseyNumber","Season","YardLine","Quarter","GameClock","Down","Distance","HomeScoreBeforePlay","VisitorScoreBeforePlay","DefendersInTheBox","PlayDirection","Yards","PlayerHeight","PlayerWeight","Position","Week","Stadium","Location","StadiumType","Turf","GameWeather","Temperature","Humidity","WindSpeed","WindDirection","age"
2017102201,20171022010752,"away",84.37,32.6,1.5,1.39,0.18,191.86,343.51,2539296,99,2017,25,1,0.8,2,7,7,0,7,"right",0,6.25,315,"DT",7,"Soldier Field","Chicago, IL","Outdoor","Grass","Cloudy with periods of rain, thunder possible. Winds shifting to WNW, 10-20 mph.",70,71,"15","S",29
2017111203,20171112032409,"home",102.98,25.35,1.48,0.74,0.16,195.1,272.11,2555160,44,2017,8,3,9.03333333333333,1,8,17,3,7,"right",0,6.08333333333333,241,"ILB",10,"Lucas Oil Stadium","Indianapolis, Ind.","Retr. Roof - Closed","Artificial","Cloudy",42,70,"5","NE",24
2018091611,20180916110723,"away",90.23,25.04,2.56,2.04,0.26,60.53,104.72,2532986,59,2018,18,1,3.28333333333333,1,10,0,3,6,"left",5,6.08333333333333,241,"OLB",2,"Broncos Stadium at Mile High","Denver, CO","Outdoor","Grass","Sunny",92,13,"4","South",28
2018092310,20180923100711,"home",48.09,23.92,2.42,1.59,0.22,320.04,289.72,496861,93,2018,40,1,6.23333333333333,1,10,7,0,8,"right",20,6.33333333333333,313,"DT",3,"Los Angeles Memorial Coliseum","Los Angeles, Calif.","Outdoor","Grass","Sunny",80,50,"5","SW",31
2018123004,20181230040157,"away",40.84,37.29,1.82,0.7,0.18,273.94,2.41,2559054,50,2018,28,1,14.0833333333333,1,10,0,0,6,"right",4,6,225,"ILB",17,"Arrowhead Stadium","Kansas City, MO","Outdoor","Natural Grass","Sunny",45,43,"15","South",23
2017123109,20171231092607,"away",66.93,25.21,3.91,0.26,0.38,194.57,351.99,2555144,66,2017,44,3,6.8,3,1,28,21,7,"left",2,6.5,315,"T",17,"Heinz Field","Pittsburgh","Outdoors","Grass","Snow",11,80,"3","From W",26
2018112508,20181125083166,"away",84.29,28.61,0.58,0.65,0.06,301.12,354.87,2560858,3,2018,30,4,10.2666666666667,1,10,42,10,6,"left",5,6.33333333333333,226,"QB",12,"StubHub Center","Carson, CA","","Grass","Partly Cloudy",74,52,"3","N",21
2018120907,20181209071995,"away",9.81,25.6,2.35,1.93,0.23,56.75,111.24,2533008,56,2018,1,2,0.883333333333333,2,1,7,3,10,"left",0,6.16666666666667,248,"ILB",14,"Raymond James Stadium","Tampa, FL","Outdoor","Natural Grass","Cloudy",71,91,"7","SW",29
2017091701,20170917012101,"home",47.98,20.81,1.46,1.03,0.19,161.78,157.46,2552447,54,2017,33,3,10.25,1,10,6,0,6,"right",6,6,230,"OLB",2,"Bank of America Stadium","Charlotte, North Carolina","Outdoors","Natural Grass","Sunny",83,60,"5","North",24
2018111807,20181118070407,"away",41.07,21.99,1.23,0.87,0.13,65.03,205.71,89758,97,2018,32,1,8.31666666666667,2,2,0,7,8,"left",6,6.16666666666667,297,"DT",11,"State Farm Stadium","Glendale, AZ","Dome","Grass","Sunny",72,20,"3","SE",31
2019110302,20191103020073,"away",49.3,26.99,1.67,1.49,0.17,291.25,355.5,2539320,24,2019,25,1,14.9166666666667,2,10,0,0,7,"right",2,6,214,"SS",9,"Bank of America Stadium","Charlotte, NC","Outdoors","Natural Grass","Sunny",58,34,"5","N",27
2018111101,20181111013049,"away",88.38,24.65,3.78,1.64,0.36,23.68,85.37,2539319,57,2018,25,4,10.6833333333333,1,10,7,48,6,"left",7,6.33333333333333,261,"DE",10,"Paul Brown Stadium","Cincinnati, Ohio","Outdoor","Twenty-Four/Seven Turf","Mostly Sunny",39,51,"6","SE",27
2019102005,20191020053569,"away",40.98,27.64,4.56,2.25,0.46,256.39,242.44,2558063,4,2019,36,4,11.3666666666667,1,10,28,16,6,"right",-3,6.16666666666667,221,"QB",7,"Lucas Oil Stadium","Indianapolis, Ind.","Retr. Roof-Open","Artificial","Partly sunny",66,56,"2","NNW",23
2018091611,20180916113565,"home",62.64,23.76,2.45,1.88,0.24,50.75,13.84,494307,26,2018,45,4,3.53333333333333,3,1,17,19,9,"left",1,5.91666666666667,214,"FS",2,"Broncos Stadium at Mile High","Denver, CO","Outdoor","Grass","Sunny",92,13,"4","South",30
2017111901,20171119011218,"away",89.61,28.71,3.96,1.89,0.47,180.35,284.74,2557973,27,2017,25,2,11.4,2,10,7,10,8,"left",2,6,228,"RB",11,"FirstEnergy Stadium","Cleveland, Ohio","Outdoor","Grass","Cold",38,68,"16","West",23
2018090600,20180906002862,"away",10.92,43.43,0.71,1.71,0.06,65.39,325.29,2559109,39,2018,1,3,4.68333333333333,2,1,3,6,8,"left",1,6.16666666666667,205,"CB",1,"Lincoln Financial Field","Philadelphia, Pa.","Outdoor","Grass","Cloudy",81,71,"8","NNW",24
2017121703,20171217030931,"home",72.89,29.68,2.98,1.24,0.31,23.47,91.7,2543477,5,2017,41,1,1.73333333333333,1,10,7,0,7,"left",2,6.41666666666667,236,"QB",15,"Everbank Field","Jacksonville, FL","Open","Grass","",72,55,"5","SE",26
2019101304,20191013044188,"away",46.01,22.68,0.53,0.55,0.05,91.81,315.38,2543862,73,2019,37,4,5.05,1,10,24,31,7,"right",1,6.41666666666667,321,"G",6,"Arrowhead Stadium","Kansas City, MO","Outdoor","Natural Grass","Sunny",56,47,"2","North",27
2019092910,20190929101208,"away",97.28,23.81,1.72,1.12,0.18,272.72,354,2558848,65,2019,13,2,11.65,3,2,7,0,7,"left",4,6.25,303,"G",4,"Soldier Field","Chicago, IL","Outdoor","Natural Grass","Cloudy",67,89,"8","East",24
2017102209,20171022090388,"away",71.97,21.92,0.42,0.33,0.01,177.17,249.32,2539272,64,2017,39,1,10.1833333333333,1,10,0,7,6,"left",3,6.16666666666667,308,"G",7,"Levis Stadium","Santa Clara, CA","Outdoor","Natural Grass","Sunny",68,60,"10","NW",28
2017112605,20171126051522,"away",60.68,43.01,2.66,2.71,0.4,4.74,55.02,2552458,17,2017,49,2,6.16666666666667,1,10,3,9,7,"right",40,6.33333333333333,225,"WR",12,"MetLife","East Rutherford, NJ","Outdoor","FieldTurf","Sunny",47,42,"14-23","NW",24
2018100711,20181007111104,"home",100.55,18.68,3.13,1.56,0.33,280.86,177.36,2555238,90,2018,9,2,13,1,9,7,7,7,"right",0,6.25,306,"DT",5,"CenturyField","Seattle","Outdoor","FieldTurf","Rain",53,79,"5","SSE",26
2019102000,20191020000387,"home",49.01,27.03,3.24,2.45,0.33,226.1,198.02,2555255,59,2019,37,1,9.61666666666667,1,10,3,0,8,"right",1,6.25,232,"OLB",7,"Mercedes-Benz Stadium","Atlanta, GA","Domed, Open","FieldTurf","",66,79,"","",25
2018123002,20181230020287,"away",46.75,34.46,1.12,0.44,0.1,305.13,356.76,2539340,71,2018,36,1,10.7,1,10,0,0,8,"left",1,6.5,315,"T",17,"Lambeau Field","Green Bay, WI","Outdoor","SISGrass","Cloudy",26,70,"15","SW",29
2018120206,20181202062878,"away",33.19,18.55,2.56,0.34,0.27,306.63,258.92,2543503,93,2018,25,3,2.66666666666667,2,8,14,9,7,"right",0,6.5,259,"DE",13,"Hard Rock Stadium","Miami Gardens, Fla.","Outdoor","Natural Grass","Partly Cloudy",86,68,"15","S",28
2019111703,20191117032288,"away",80.16,39.68,3.98,2.45,0.39,228.22,341.3,2560758,48,2019,28,3,11.15,1,10,10,7,7,"right",20,6.16666666666667,245,"LB",11,"Lucas Oil Stadium","Indianapolis, Ind.","Retr. Roof-Closed","Artificial","Mostly cloudy",43,62,"2","N",23
2019111000,20191110001318,"home",75.54,21.43,3.21,1.33,0.32,261.94,107.39,2558176,39,2019,44,2,11.25,1,10,0,3,6,"right",0,6,202,"FS",10,"Soldier Field","Chicago, IL","Outdoor","Natural Grass","overcast",40,80,"12 mph","N",25
2018102802,20181028023703,"home",37.35,19.74,4.49,2.78,0.44,86.16,191.17,2535964,15,2018,30,4,4.5,1,10,24,10,7,"right",6,6,208,"WR",8,"Soldier Field","Chicago, IL","Outdoor","Natural Grass","cloudy",48,71,"18","W",29
2017102909,20171029091543,"home",109.65,26.88,1.41,0.68,0.18,180.74,214.8,2507780,90,2017,1,2,2.4,2,1,13,7,8,"right",1,6.25,305,"NT",8,"FedExField","Landover, MD","Outdoor","Grass","Rain",60,93,"4","ESE",31
2017111202,20171112021278,"away",108.04,27.4,0.49,1.43,0.04,159.07,301.83,2555166,53,2017,8,2,10.5,1,8,3,10,5,"right",8,6.08333333333333,245,"MLB",10,"Ford Field","Detroit, MI","Indoors","Field Turf","Controlled Climate",68,70,"","",25
2018092700,20180927003959,"away",80.96,32.82,2.65,1.5,0.26,183.84,205.78,2560746,21,2018,25,4,3.76666666666667,1,10,38,31,6,"left",3,5.83333333333333,191,"CB",4,"Los Angeles Memorial Coliseum","Los Angeles, Calif.","Outdoor","Grass","Clear",75,68,"3","SW",21
2019092911,20190929111848,"home",85.25,25.78,2.99,0.92,0.31,215.12,252.3,2559295,68,2019,24,2,2.35,1,10,17,3,6,"left",7,6.5,329,"T",4,"Empower Field at Mile High","Denver, CO","Outdoor","Grass","Sunny",87,11,"14 Gusting to 24","Southwest",23
2018110400,20181104000977,"away",85.36,26.22,1.18,0.95,0.13,18.83,6.35,2508109,97,2018,25,1,1.05,1,10,3,7,6,"left",7,6.41666666666667,295,"DT",9,"M&T Bank Stadium","Baltimore, Md.","Outdoor","Natural Grass","Sunny, Windy",55,45,"6","East",29
2019111709,20191117090897,"away",42.39,44.01,4.49,2.9,0.44,95.96,125.96,2555466,83,2019,31,2,14.8,1,10,0,7,7,"right",1,6.16666666666667,203,"WR",11,"Oakland-Alameda County Coliseum","Oakland, CA","Outdoor","Natural Grass","Sunny",76,41,"13","WNW",24
2019092905,20190929050669,"away",91.81,27.63,1.9,1.91,0.19,269.41,253.13,2533058,55,2019,22,1,6.6,1,10,0,14,8,"right",18,6.08333333333333,255,"OLB",4,"Lucas Oil Stadium","Indianapolis, Ind.","Retr. Roof-Closed","Artificial","Cloudy",77,72,"10","NNE",28
2017121012,20171210122190,"away",42.1,21.35,3.86,2.38,0.45,244.89,334.18,2543490,90,2017,35,3,13.2,1,10,10,10,6,"right",3,6.25,265,"DE",14,"MetLife Stadium","East Rutherford, NJ","","UBU Speed Series-S5-M","Fair",39,55,"11","West",26
2017091712,20170917121551,"home",93.16,28.22,3.25,1.21,0.38,18.23,100.68,2532975,3,2017,22,2,7.25,2,7,6,0,8,"left",8,5.91666666666667,215,"QB",2,"CenturyLink Field","Seattle, WA","Outdoor","FieldTurf","Mostly Cloudy",65,60,"12","S",30
2018090905,20180909051316,"away",96.2,6.6,4.67,1.86,0.46,64.77,87.65,2560951,88,2018,15,2,10.3333333333333,1,10,14,3,7,"right",0,6.33333333333333,243,"TE",1,"Gillette Stadium","Foxborough, MA","Outdoor","Field Turf","Cloudy and Cool",62,61,"10","NE",26
2019112407,20191124070616,"away",18.24,20.96,3.11,3.34,0.29,92.03,94.03,2562755,51,2019,12,1,3.48333333333333,1,10,0,0,7,"left",2,6.16666666666667,250,"LB",12,"FedExField","Landover, MD","Outdoor","Grass","Sunny",46,56,"17","W",22
2018123001,20181230014140,"away",89.01,26.16,2.31,1.53,0.22,247.69,262.16,2552317,45,2018,24,4,2.66666666666667,2,4,42,17,7,"right",1,6,232,"MLB",17,"New Era Field","Orchard Park, NY","Outdoors","A-Turf Titan","Cloudy",33,75,"9","WSW",27
2018121602,20181216020070,"away",88.63,35.78,4.37,1.36,0.43,277.75,56.1,2557855,40,2018,19,1,14.8833333333333,1,10,0,0,7,"left",5,6.08333333333333,245,"MLB",15,"New Era Field","Orchard Park NY","Outdoors","A-Turf Titan","Rain shower",39,85,"7","NNE",24
2019092212,20190922123272,"home",23.52,43.79,5.54,2.87,0.54,98.43,87.38,2558914,84,2019,12,4,12.1333333333333,3,23,17,13,4,"right",10,6.08333333333333,203,"WR",3,"Levis Stadium","Santa Clara, CSA","Outdoor","Natural grass","partly cloudy",79,36,"3","NW",23
2018102101,20181021010341,"away",67.03,23.85,3.53,0.97,0.35,249.92,273.12,2504775,9,2018,39,1,9.21666666666667,1,10,0,0,8,"right",0,6,209,"QB",7,"M&T Stadium","Baltimore, Md.","Outdoor","Natural Grass","Partly Sunny",54,34,"15","WNW",39
2017100112,20171001120891,"home",65.18,30.68,1.58,0.71,0.21,330.67,8.53,2506925,94,2017,44,1,0.9,2,10,10,0,6,"left",2,6.25,325,"NT",4,"Sports Authority Field at Mile High","Denver, CO","Outdoor","Grass","Mostly Cloudy",72,26,"7","E",34
2018090900,20180909003014,"away",71.67,37.85,2.95,2.11,0.29,78.28,48.7,2539240,23,2018,30,3,10.0166666666667,1,10,40,0,6,"left",-1,6,197,"SS",1,"M&T Bank Stadium","Baltimore, Md.","Outdoor","Natural Grass","Rain",61,97,"12","ENE",28
2017091704,20170917040877,"away",68,34.37,1.61,1.41,0.17,2.86,237,2540158,86,2017,41,2,14.3666666666667,1,10,3,3,7,"left",-2,6.41666666666667,250,"TE",2,"Arrowhead Stadium","Kansas City, MO","Outdoor","Natural Grass","Cloudy",68,95,"7","Northeast",28
2017121709,20171217091917,"away",41.14,24.18,2.77,2.43,0.47,183.73,261.38,2539265,34,2017,25,3,12.0833333333333,1,10,17,10,7,"left",6,5.83333333333333,215,"RB",15,"Heinz Field","Pittsburgh","Outdoors","Grass","Mostly Cloudy",42,62,"4","From SSE",28
2017123101,20171231011461,"home",85.05,27.94,1.58,1.24,0.18,357.71,134.17,2543464,57,2017,21,2,12.2666666666667,1,10,0,7,5,"left",8,6.16666666666667,250,"ILB",17,"M&T Bank Stadium","Baltimore, Md.","Outdoor","Natural Grass","Cloudy",19,36,"12","NW",26
2017110501,20171105011074,"home",90.92,21.35,2.11,2.3,0.13,24.74,27.94,758,68,2017,19,2,14.2166666666667,2,7,0,7,7,"right",3,6.58333333333333,320,"T",9,"NRG Stadium","Houston, TX","Retractable Roof","Artifical","Mostly Cloudy",84,62,"10","SSW",33
2018112501,20181125012329,"home",83.84,31.62,2.55,1.64,0.26,112.74,49.66,2506268,57,2018,25,3,15,1,10,14,14,8,"left",6,6.08333333333333,245,"OLB",12,"New Era Field","Orchard Park NY","Outdoors","A-Turf Titan","Cloudy",44,79,"12","WSW",35
2018101411,20181014111061,"home",20.96,15.77,2.43,2.18,0.23,102.05,240.98,2540162,26,2018,13,2,12.0333333333333,1,10,0,7,7,"left",13,5.91666666666667,195,"CB",6,"Nissan Stadium","Nashville, TN","Outdoors","Grass","Rain",66,100,"4","SE",27
2018111900,20181119001097,"away",92.92,35.22,1.37,1.74,0.13,99.2,47.94,2530794,38,2018,16,1,3.31666666666667,1,10,13,7,7,"left",2,6,206,"FS",11,"Los Angeles Memorial Coliseum","Los Angeles, Calif.","Outdoor","Grass","Cloudy",65,56,"","",31
2017121707,20171217072808,"away",35.07,27.03,1.27,1.08,0.22,346.7,75.06,71461,53,2017,25,3,4.38333333333333,1,10,17,12,6,"right",1,6.08333333333333,307,"C",15,"FedExField","Landover, MD","Outdoor","Grass","Cloudy",50,47,"1","South",32
2018120907,20181209073270,"home",105.47,22.9,1.61,1.04,0.16,206.76,198.02,2552033,3,2018,9,4,11.6666666666667,1,10,14,18,6,"left",4,6.33333333333333,231,"QB",14,"Raymond James Stadium","Tampa, FL","Outdoor","Natural Grass","Cloudy",71,91,"7","SW",24
2019110700,20191107002121,"home",89.72,29.55,1.06,2.22,0.1,55.71,221.32,2532986,59,2019,20,2,0.333333333333333,1,15,17,14,7,"left",5,6.08333333333333,241,"OLB",10,"Oakland-Alameda County Coliseum","Oakland, CA","Outdoor","Natural Grass","Partly Cloudy",54,84,"9","W",28
2018091001,20180910013268,"away",49.99,26.77,1.28,1.96,0.13,97.33,2.78,2555364,89,2018,41,4,11.5833333333333,3,1,13,20,6,"right",2,6.5,257,"TE",1,"Oakland-Alameda County Coliseum","Oakland, CA","Outdoor","Grass","Clear",69,58,"10","WSW",25
2018102200,20181022001507,"home",58.02,26.68,1.6,2.16,0.15,276.21,23.55,2556443,41,2018,47,2,2.08333333333333,3,1,7,0,8,"left",2,6,198,"SS",7,"Mercedes-Benz Stadium","Atlanta, GA","Domed, open","FieldTurf360","Partly clear",60,49,"2","ESE",27
2017100105,20171001051500,"away",47.67,22.42,2.14,1.96,0.24,237.19,301.35,2550132,77,2017,39,2,4.05,2,7,24,7,6,"left",6,6.58333333333333,309,"T",4,"NRG","Houston, Texas","Retractable Roof","Artificial","Sunny",87,53,"3","N",27
2018092309,20180923090599,"away",48.36,30.69,3.7,3.42,0.36,231.46,321.36,2533048,53,2018,40,1,6.36666666666667,1,10,7,0,4,"right",2,6.25,265,"OLB",3,"FedExField","Landover, MD","Outdoor","Grass","Rain",62,96,"6","NE",28
2018122310,20181223101415,"home",15.96,29.14,1.57,0.86,0.18,253.46,290.69,2495250,61,2018,6,2,6.5,3,1,7,9,7,"left",-2,6.25,305,"G",16,"Lincoln Financial Field","Philadelphia, Pa.","Outdoor","Grass","Clear",44,44,"5","W",29
2018120900,20181209001285,"home",13.2,9.19,3.05,2.8,0.29,90.96,252.68,2557867,27,2018,5,2,12.6333333333333,1,5,14,3,8,"left",4,5.91666666666667,192,"CB",14,"New Era Field","Orchard Park NY","Outdoors","A-Turf Titan","Fair",31,63,"12","WSW",23
2018093006,20180930062051,"home",98.99,25.84,2.46,0.96,0.27,9.76,29.49,2553632,60,2018,12,2,0.5,3,1,17,0,7,"right",3,6.25,300,"C",4,"Gillette Stadium","Foxborough, Ma","Outdoor","Field Turf","Sunny and warm",65,48,"6","West",26
2018090905,20180909052665,"home",27.86,34.32,2.68,1.25,0.23,88.42,101.26,497240,87,2018,19,3,9.13333333333333,2,8,21,6,6,"right",5,6.5,265,"TE",1,"Gillette Stadium","Foxborough, MA","Outdoor","Field Turf","Cloudy and Cool",62,61,"10","NE",29
2017111204,20171112044552,"away",59.85,26.43,1.28,1.63,0.11,183.06,229.54,2532870,54,2017,50,5,8.03333333333333,3,1,17,17,9,"right",1,6.16666666666667,247,"DE",10,"EverBank Field","Jacksonville, FL","Open","Grass","",76,75,"5","NE",29
2017091706,20170917062427,"away",60.51,41.23,4.66,3.09,0.5,27.61,133.59,2555214,11,2017,49,3,10.95,1,10,17,3,6,"right",4,6.16666666666667,215,"WR",2,"Heinz Field","Pittsburgh","Outdoors","Grass","Sunny",78,64,"1","From S",23
2019092901,20190929010770,"home",61.37,24.54,5.1,0.38,0.5,136.86,187.62,2558990,42,2019,49,1,0.966666666666667,1,10,0,7,7,"left",3,6.25,311,"FB",4,"M&T Stadium","Baltimore, Md.","Outdoor","Natural Grass","Partly Cloudy",83,57,"8","NE",24
2017121006,20171210060522,"home",29.33,21.73,1.24,0.3,0.1,1.53,12.81,2532945,71,2017,21,1,6.45,2,3,3,0,7,"right",4,6.41666666666667,320,"T",14,"Arrowhead Stadium","Kansas City, MO","Outdoor","Natural Grass","Sunny",46,35,"13","W-NW",29
2019092901,20190929012337,"home",60.59,22.59,1.67,2.11,0.17,83.17,50.08,2560981,78,2019,49,3,8.08333333333333,2,2,10,17,6,"right",4,6.66666666666667,345,"T",4,"M&T Stadium","Baltimore, Md.","Outdoor","Natural Grass","Partly Cloudy",83,57,"8","NE",22
2018123004,20181230043183,"away",89.58,25.35,4.14,0.86,0.42,127.48,108.58,2543499,4,2018,25,4,13.4166666666667,1,10,35,3,7,"left",6,6.25,210,"QB",17,"Arrowhead Stadium","Kansas City, MO","Outdoor","Natural Grass","Sunny",45,43,"15","South",27
2017120302,20171203021781,"home",24.13,34.17,1.87,3.02,0.17,12.36,194.99,2539290,21,2017,30,2,1.88333333333333,1,10,3,6,6,"left",2,6,191,"FS",13,"New Era Field","Orchard Park NY","Outdoors","A-Turf Titan","Mostly cloudy",48,73,"13","WSW",27
2018122313,20181223130694,"home",75.42,15.85,4.44,2.79,0.43,90.06,89.47,2558954,7,2018,36,1,3.71666666666667,3,3,0,3,5,"right",2,6.16666666666667,221,"QB",16,"Mercedes-Benz Superdome","New Orleans, LA","Domed","UBU Speed Series-S5-M","Indoors",68,71,"10","WNW",28
2018123013,20181230133025,"home",60.77,22.01,2.81,2.03,0.28,94.76,110.73,2555133,60,2018,49,3,1.48333333333333,2,1,3,14,7,"right",3,6.33333333333333,306,"C",17,"Broncos Stadium at Mile High","Denver, CO","Outdoor","Grass","Mostly Cloudy",51,22,"6","North",25
2017100802,20171008022042,"home",91.97,25.25,3.07,1.8,0.32,171.07,232.88,2539340,71,2017,18,2,0.516666666666667,3,17,10,17,4,"left",0,6.5,315,"T",5,"Ford Field","Detroit","Indoors","Field Turf","Controlled Climate",68,70,"","",29
2017091011,20170910112362,"home",88.65,28.32,4.27,2.42,0.51,179.92,267.81,2543743,28,2017,25,3,11.4,1,10,0,20,7,"left",1,6,229,"RB",1,"Levis Stadium","Santa Clara, CA","Outdoor","Natural Grass","Clear",87,43,"8","Northwest",28
2018111103,20181111030263,"home",37.82,33.49,1.89,4.31,0.2,117.7,191.82,2560907,83,2018,30,1,10.9333333333333,2,10,0,0,7,"right",12,6.33333333333333,207,"WR",10,"Lambeau Field","Green Bay, WI","Outdoor","SISGrass","Cloudy",33,66,"6","SW",24
2018090901,20180909015112,"home",38.08,25.27,2.02,0.64,0.41,114.44,26.28,2557836,65,2018,28,5,2,2,7,21,21,7,"left",-2,6.25,305,"DT",1,"FirstEnergy Stadium","Cleveland, Ohio","Outdoor","Grass","Rain",58,84,"11","East",24
2017091713,20170917133770,"away",58.96,27.6,0.17,0.88,0.01,357.88,158.15,2543470,21,2017,46,4,4.08333333333333,2,2,34,23,8,"left",-1,6.08333333333333,211,"FS",2,"Mercedes-Benz Dome","Atlanta, GA","Indoor, Open Roof","FieldTurf 360","Clear",78,72,"4","NW",26
2018120900,20181209000735,"home",75.83,23.57,3.95,1.87,0.39,198.14,187.61,2506268,57,2018,34,1,5.33333333333333,3,12,7,0,7,"right",5,6.08333333333333,245,"OLB",14,"New Era Field","Orchard Park NY","Outdoors","A-Turf Titan","Fair",31,63,"12","WSW",35
2019111007,20191110070926,"home",92.96,33.63,3.22,3.34,0.3,144.66,156.09,2556537,93,2019,17,1,0.15,2,1,0,10,4,"left",3,6.33333333333333,261,"LB",10,"Nissan Stadium","Nashville, TN","Outdoors","Grass","Sunny",63,35,"9","SW",25
2018092313,20180923131917,"home",32.73,25.99,5.34,2.97,0.52,20.85,11.13,2541199,82,2018,25,3,15,1,10,13,3,6,"right",7,6.41666666666667,254,"TE",3,"Ford Field","Detroit, MI","Indoors","Field Turf","Controlled Climate",68,70,"","",28
2018092313,20180923130274,"home",52.2,28.73,3.92,3.23,0.38,45.39,29.39,2560765,33,2018,47,1,10.05,2,3,0,0,6,"right",5,5.91666666666667,212,"RB",3,"Ford Field","Detroit, MI","Indoors","Field Turf","Controlled Climate",68,70,"","",21
2018102803,20181028030518,"home",36.07,6.43,6.29,1.43,0.62,105.5,112.5,2556519,12,2018,23,1,6.98333333333333,2,12,0,0,6,"right",0,6,195,"WR",8,"Paul Brown Stadium","Cincinnati, Ohio","Outdoor","Twenty-Four/Seven Turf","Cloudy, 50% change of rain",55,77,"7","SW",26
2019091501,20190915010847,"away",46.28,28.43,2.16,1.22,0.23,289.3,272.92,2562629,97,2019,38,1,1.53333333333333,1,10,7,14,6,"right",4,6.33333333333333,266,"DE",2,"Paul Brown Stadium","Cincinnati, OH","Outdoor","Twenty Four/Seven Turf","Mostly Sunny",81,45,"5","E",21
2017121000,20171210001828,"home",104.25,27.85,0.93,0.77,0.04,215.93,5.81,2540229,79,2017,8,3,13.05,1,10,7,0,8,"left",-1,6.41666666666667,316,"T",14,"New Era Field","Orchard Park NY","Outdoors","A-Turf Titan","Heavy lake effect snow",32,69,"15","W",28
2017111205,20171112052760,"away",41.44,28.5,2.42,0.51,0.28,322.79,6.39,2507590,99,2017,31,3,2.93333333333333,1,10,6,3,8,"left",-1,6.25,310,"NT",10,"Raymond James Stadium","Tampa, FL","Outdoor","Natural Grass","Cloudy",79,69,"16","E",32
2018121700,20181217000142,"away",56.48,30.67,2.69,3.07,0.26,255.06,207.83,494261,29,2018,46,1,13.2,3,1,0,0,9,"right",3,5.91666666666667,208,"SS",15,"Bank of America Stadium","Charlotte, NC","Outdoors","Natural Grass","Clear Skies",48,45,"3","WNW",30
