StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q4,effect,null_effect,null_effect_cap,baseline,outcome
2022-09-15 12:38:50,2022-09-15 12:39:21,IP Address,128.62.45.83,100,31,True,2022-09-15 12:39:22,R_1FhAsd8aLgtuqKs,,,,,30.2887,-97.7398,qr,EN,2,No,3,-1,-1,2,3
2022-09-15 12:39:04,2022-09-15 12:39:22,IP Address,128.62.20.2,100,17,True,2022-09-15 12:39:22,R_2zhwjeR6AjJTf35,,,,,30.2887,-97.7398,qr,EN,1,No,4,0,0,1,1
2022-09-15 12:39:13,2022-09-15 12:39:27,IP Address,107.77.220.91,100,13,True,2022-09-15 12:39:27,R_2SISahYdHC2mso7,,,,,29.8772,-95.6938,qr,EN,9,Yes,4,-1,-1,9,5
2022-09-15 12:38:51,2022-09-15 12:39:33,IP Address,128.62.17.70,100,41,True,2022-09-15 12:39:33,R_aeBf7fzkD8mNkQ1,,,,,30.2887,-97.7398,qr,EN,4,No,4,-1,-1,4,5
2022-09-15 12:38:45,2022-09-15 12:39:33,IP Address,128.62.16.64,100,48,True,2022-09-15 12:39:34,R_1hG5e0FkGv6vfuY,,,,,30.2887,-97.7398,qr,EN,8,Yes,3,1,-1,8,5
2022-09-15 12:38:45,2022-09-15 12:39:33,IP Address,128.62.17.202,100,48,True,2022-09-15 12:39:34,R_2X1LVTzZ8cmnxAO,,,,,30.2887,-97.7398,qr,EN,6,No,2,1,-1,6,5
2022-09-15 12:39:20,2022-09-15 12:39:43,IP Address,128.62.19.160,100,22,True,2022-09-15 12:39:43,R_2xVnMg6l8mG2QKB,,,,,30.2887,-97.7398,qr,EN,10,Yes,4,1,-1,10,6
2022-09-15 12:39:08,2022-09-15 12:39:44,IP Address,50.117.77.70,100,35,True,2022-09-15 12:39:44,R_0V6QV5OOGxDjoJ3,,,,,32.7769,-96.7977,qr,EN,8,No,2,-1,-1,8,9
2022-09-15 12:38:45,2022-09-15 12:39:45,IP Address,128.62.19.89,100,60,True,2022-09-15 12:39:45,R_DMhRYNdCpRtyyaJ,,,,,30.2887,-97.7398,qr,EN,3,Yes,4,1,0,3,1
2022-09-15 12:39:27,2022-09-15 12:39:46,IP Address,128.62.16.255,100,18,True,2022-09-15 12:39:46,R_bDgJirOqo1Ivpip,,,,,30.2887,-97.7398,qr,EN,3,No,4,0,0,3,3
2022-09-15 12:39:03,2022-09-15 12:39:47,IP Address,107.77.222.71,100,43,True,2022-09-15 12:39:47,R_2xJnJJQv7TdcIKU,,,,,32.7797,-96.8022,qr,EN,7,Yes,4,-1,-1,7,3
2022-09-15 12:39:27,2022-09-15 12:39:49,IP Address,128.62.35.67,100,22,True,2022-09-15 12:39:49,R_1lc4xczilR8TIEt,,,,,30.2887,-97.7398,qr,EN,4,No,2,1,0,4,3
2022-09-15 12:38:46,2022-09-15 12:39:52,IP Address,128.62.68.107,100,65,True,2022-09-15 12:39:52,R_3dZmenuw13qNYVC,,,,,30.2887,-97.7398,qr,EN,5,No,2,-1,-1,5,6
2022-09-15 12:39:17,2022-09-15 12:39:59,IP Address,128.62.39.107,100,41,True,2022-09-15 12:39:59,R_bwNc4EAmMTXO98J,,,,,30.2887,-97.7398,qr,EN,8,Yes,4,-1,-1,8,4
2022-09-15 12:38:39,2022-09-15 12:39:59,IP Address,128.62.17.133,100,79,True,2022-09-15 12:39:59,R_2aRlcaVM9dCcsnW,,,,,30.2887,-97.7398,qr,EN,6,No,3,-1,-1,6,7
2022-09-15 12:39:21,2022-09-15 12:40:15,IP Address,128.62.18.173,100,54,True,2022-09-15 12:40:16,R_2QKYRVnALY6WOHk,,,,,30.2887,-97.7398,qr,EN,8,No,4,0,0,8,8
2022-09-15 12:39:33,2022-09-15 12:40:21,IP Address,128.62.51.137,100,48,True,2022-09-15 12:40:22,R_2Tu9HgGLvSB0MqW,,,,,30.2887,-97.7398,qr,EN,7,No,3,-1,-1,7,8
2022-09-15 12:38:53,2022-09-15 12:40:40,IP Address,128.62.17.112,100,106,True,2022-09-15 12:40:41,R_2ZHnij62K6NpUsk,,,,,30.2887,-97.7398,qr,EN,9,Yes,4,-1,-1,9,5
2022-09-15 12:40:38,2022-09-15 12:41:02,IP Address,128.62.39.107,100,24,True,2022-09-15 12:41:02,R_OmaShsJbnoYiVOh,,,,,30.2887,-97.7398,qr,EN,8,No,4,0,-1,8,8
