StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q4,effect,null_effect,null_effect_cap,baseline,outcome
2022-09-13 12:37:17,2022-09-13 12:37:47,IP Address,128.62.19.188,100,30,True,2022-09-13 12:37:48,R_3PFsxajlMJoeqyv,,,,,30.2887,-97.7398,qr,EN,8,Yes,2,1,-1,8,6
2022-09-13 12:37:20,2022-09-13 12:37:47,IP Address,128.62.17.214,100,27,True,2022-09-13 12:37:48,R_3PgK7BtUzqa9ddL,,,,,30.2887,-97.7398,qr,EN,7,Yes,3,1,0,7,4
2022-09-13 12:37:23,2022-09-13 12:37:49,IP Address,128.62.19.172,100,26,True,2022-09-13 12:37:50,R_2qeLPs81OCgXdeu,,,,,30.2887,-97.7398,qr,EN,10,Yes,3,1,0,10,7
2022-09-13 12:37:22,2022-09-13 12:37:54,IP Address,128.62.51.58,100,31,True,2022-09-13 12:37:54,R_BRHEFnTocWetOBb,,,,,30.2887,-97.7398,qr,EN,6,No,2,1,-1,6,5
2022-09-13 12:37:10,2022-09-13 12:37:54,IP Address,128.62.18.179,100,43,True,2022-09-13 12:37:55,R_0fHHqXrLF4tyYzn,,,,,30.2887,-97.7398,qr,EN,5,No,4,-1,-1,5,6
2022-09-13 12:37:16,2022-09-13 12:37:55,IP Address,128.62.17.76,100,38,True,2022-09-13 12:37:55,R_3qxv3v1XqXiqYFe,,,,,30.2887,-97.7398,qr,EN,3,No,2,0,-1,3,3
2022-09-13 12:37:10,2022-09-13 12:37:55,IP Address,128.62.52.45,100,45,True,2022-09-13 12:37:55,R_2gCHpbreiOtSfwB,,,,,30.2887,-97.7398,qr,EN,1,No,3,-1,0,1,1
2022-09-13 12:37:29,2022-09-13 12:38:01,IP Address,128.62.51.195,100,31,True,2022-09-13 12:38:01,R_vryVOfJlso3iTex,,,,,30.2887,-97.7398,qr,EN,5,No,4,-1,-1,5,6
2022-09-13 12:37:12,2022-09-13 12:38:01,IP Address,128.62.75.189,100,49,True,2022-09-13 12:38:01,R_DSPeL8h9zn9Sg01,,,,,30.2887,-97.7398,qr,EN,4,No,3,0,0,4,4
2022-09-13 12:37:18,2022-09-13 12:38:02,IP Address,128.62.52.148,100,44,True,2022-09-13 12:38:02,R_1loBNnMTWj7UzJq,,,,,30.2887,-97.7398,qr,EN,3,No,2,-1,0,3,4
2022-09-13 12:37:14,2022-09-13 12:38:03,IP Address,128.62.48.253,100,48,True,2022-09-13 12:38:03,R_b3eU2i3iObYyjyF,,,,,30.2887,-97.7398,qr,EN,9,Yes,2,0,0,9,7
2022-09-13 12:37:53,2022-09-13 12:38:08,IP Address,128.62.16.123,100,15,True,2022-09-13 12:38:08,R_3G7Ypeu3vBHRcB6,,,,,30.2887,-97.7398,qr,EN,9,Yes,2,-1,0,9,7
2022-09-13 12:37:53,2022-09-13 12:38:08,IP Address,198.214.80.219,100,14,True,2022-09-13 12:38:09,R_3nuzGOifPOJ268k,,,,,30.2887,-97.7398,qr,EN,7,Yes,4,1,0,7,3
2022-09-13 12:37:49,2022-09-13 12:38:14,IP Address,198.214.80.194,100,25,True,2022-09-13 12:38:15,R_1JEM6VuHrVDiPTp,,,,,30.2887,-97.7398,qr,EN,8,Yes,3,0,0,8,5
2022-09-13 12:37:21,2022-09-13 12:38:26,IP Address,128.62.43.191,100,65,True,2022-09-13 12:38:26,R_2zraWBlv0fGLQrC,,,,,30.3075,-97.7271,qr,EN,2,No,2,0,-1,2,2
2022-09-13 12:38:23,2022-09-13 12:38:54,IP Address,128.62.36.151,100,31,True,2022-09-13 12:38:55,R_3ozu125ITxu7fvF,,,,,30.2887,-97.7398,anonymous,EN,2,No,2,1,0,2,1
2022-09-13 12:37:14,2022-09-13 12:39:35,IP Address,128.62.48.147,100,141,True,2022-09-13 12:39:35,R_3G3xp2qQxhMRORG,,,,,30.2887,-97.7398,qr,EN,9,Yes,2,0,-1,9,7
