StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q4,effect,null_effect,null_effect_cap,baseline,outcome
2022-09-13 10:40:30,2022-09-13 10:40:58,IP Address,128.62.40.127,100,28,True,2022-09-13 10:40:58,R_xctFfDw56O9jMJz,,,,,30.2887,-97.7398,qr,EN,7,No,2,-1,-1,7,8
2022-09-13 10:40:42,2022-09-13 10:40:58,IP Address,128.62.16.149,100,16,True,2022-09-13 10:40:59,R_2aIC6We0ogjSqfg,,,,,30.2887,-97.7398,qr,EN,6,No,2,-1,0,6,7
2022-09-13 10:40:27,2022-09-13 10:41:03,IP Address,128.62.17.209,100,36,True,2022-09-13 10:41:04,R_31nrzQ3off5aAEn,,,,,30.2887,-97.7398,anonymous,EN,10,Yes,2,1,0,10,8
2022-09-13 10:40:49,2022-09-13 10:41:06,IP Address,198.214.81.193,100,17,True,2022-09-13 10:41:07,R_UxVNn62M9vFCWk1,,,,,30.2887,-97.7398,qr,EN,2,No,4,-1,-1,2,3
2022-09-13 10:40:40,2022-09-13 10:41:06,IP Address,128.62.35.29,100,26,True,2022-09-13 10:41:07,R_1pJUoSVV36qDKsy,,,,,30.2887,-97.7398,qr,EN,4,No,4,0,0,4,4
2022-09-13 10:40:34,2022-09-13 10:41:11,IP Address,128.62.51.217,100,37,True,2022-09-13 10:41:11,R_2TASTLsVXkhgtUl,,,,,30.2887,-97.7398,qr,EN,7,No,3,0,-1,7,7
2022-09-13 10:40:30,2022-09-13 10:41:13,IP Address,128.62.34.240,100,42,True,2022-09-13 10:41:13,R_1dLyeWqEj5t2bcG,,,,,30.2887,-97.7398,qr,EN,10,Yes,2,-1,-1,10,8
2022-09-13 10:40:29,2022-09-13 10:41:15,IP Address,107.77.220.139,100,45,True,2022-09-13 10:41:15,R_1LkeqECpHLVIjmV,,,,,29.8772,-95.6938,qr,EN,10,Yes,2,0,-1,10,8
2022-09-13 10:40:53,2022-09-13 10:41:19,IP Address,128.62.17.146,100,26,True,2022-09-13 10:41:20,R_yru8z5zje7LFkyJ,,,,,30.2887,-97.7398,qr,EN,2,No,4,0,0,2,2
2022-09-13 10:40:30,2022-09-13 10:41:20,IP Address,128.62.39.18,100,49,True,2022-09-13 10:41:20,R_sYd39CefmBKd7mV,,,,,30.2887,-97.7398,qr,EN,10,Yes,2,-1,-1,10,8
2022-09-13 10:41:22,2022-09-13 10:41:29,IP Address,128.62.39.224,100,7,True,2022-09-13 10:41:29,R_3gYJNR3ueHJqaR9,,,,,30.2887,-97.7398,qr,EN,9,No,2,1,0,9,8
2022-09-13 10:40:28,2022-09-13 10:41:30,IP Address,128.62.37.77,100,61,True,2022-09-13 10:41:30,R_1jV1VVpxdpIExqd,,,,,30.2887,-97.7398,qr,EN,2,No,3,-1,0,2,3
2022-09-13 10:40:38,2022-09-13 10:41:36,IP Address,128.62.19.118,100,57,True,2022-09-13 10:41:36,R_2wMJV31vljrHoZE,,,,,30.2887,-97.7398,qr,EN,8,Yes,3,1,-1,8,5
2022-09-13 10:40:31,2022-09-13 10:41:36,IP Address,128.62.38.203,100,65,True,2022-09-13 10:41:36,R_1KevekkrsMsk1tX,,,,,30.2732,-97.7419,qr,EN,9,Yes,3,0,-1,9,6
2022-09-13 10:40:52,2022-09-13 10:41:38,IP Address,128.62.18.171,100,45,True,2022-09-13 10:41:38,R_3g101iom6ejfv7l,,,,,30.2887,-97.7398,qr,EN,1,No,3,1,0,1,1
2022-09-13 10:40:32,2022-09-13 10:41:54,IP Address,128.62.18.122,100,82,True,2022-09-13 10:41:55,R_RXja5F2LMfKuirv,,,,,30.2887,-97.7398,qr,EN,3,No,4,0,0,3,3
2022-09-13 10:40:36,2022-09-13 10:42:00,IP Address,128.62.18.43,100,83,True,2022-09-13 10:42:00,R_306Q3qSWuAUraeA,,,,,30.2887,-97.7398,anonymous,EN,10,Yes,2,0,-1,10,8
2022-09-13 10:40:25,2022-09-13 10:42:21,IP Address,128.62.18.47,100,116,True,2022-09-13 10:42:21,R_8HsSnj7GEJB9R9n,,,,,30.2887,-97.7398,qr,EN,8,Yes,3,0,-1,8,5
2022-09-13 10:40:27,2022-09-13 10:42:54,IP Address,128.62.20.36,100,147,True,2022-09-13 10:42:55,R_3pcklvhjLSC3y4N,,,,,30.2887,-97.7398,anonymous,EN,8,Yes,2,-1,0,8,6
2022-09-13 10:41:48,2022-09-13 10:43:47,IP Address,128.62.33.153,100,119,True,2022-09-13 10:43:47,R_eEBJW238dLc4XPX,,,,,30.2887,-97.7398,qr,EN,3,No,2,-1,-1,3,4
2022-09-13 10:40:33,2022-09-13 10:44:01,IP Address,128.62.16.109,100,207,True,2022-09-13 10:44:01,R_1P11ndnARNsFSzI,,,,,30.2887,-97.7398,anonymous,EN,4,No,4,0,0,4,4
2022-09-13 10:42:14,2022-09-13 10:45:11,IP Address,128.62.43.100,100,177,True,2022-09-13 10:45:11,R_1l5oWsMOuxCO2Ys,,,,,30.3075,-97.7271,qr,EN,9,No,4,1,-1,9,8
