id,z,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
11,1,1.511781168,0.417650751,-0.744781596,0.566604498,1.227630344,1.72785109,0.35698623,-0.759793796,1.277570548,1.101779503,-0.828433237,-0.777719582,-1.093593972,-0.382821881,0.85501075,1.847182101,1.180789236,-1.884727099,0.518629988,-0.020135368
12,1,0.389843236,0.981752777,-1.131218571,0.015719454,-0.801779455,-1.178599739,2.716751783,0.292049864,-0.468897147,0.755781508,-0.348351725,-1.293882298,0.461870908,0.299421596,-0.364980139,0.111933369,0.643192069,0.911427292,0.883465101,-0.150382224
13,1,-0.621240581,-0.392695356,-0.71635849,0.383057339,-1.0803926,0.653206711,2.281451926,0.421398595,0.071054102,-0.238233556,-1.538293397,-0.779566508,-1.360984533,0.674239758,0.165554295,-0.746037321,1.295321867,-1.305455877,0.589829073,-0.628126756
14,1,-2.214699887,-1.039668977,0.25265237,-0.045137116,-0.157534356,-0.368566492,0.32402054,-1.294489081,-0.26603845,0.987444703,-0.255565245,0.011951759,-1.856027154,-0.292816322,-1.242784991,1.65821366,0.187918073,0.04207365,-0.196704651,1.323220852
15,1,1.124930918,1.78222896,0.152045707,0.034351907,-1.07176004,-0.599554644,1.896067067,0.069285089,1.845257195,0.741390128,-1.149945033,-0.152416238,-0.439855409,0.488053358,1.459287685,0.721720568,1.591205098,-0.785330602,0.659593778,-1.52135057
16,1,-0.044933609,-2.311069085,-0.30765643,0.169026774,-0.138986141,0.054605165,0.467680511,-0.813038477,-0.839449657,0.089347266,0.012326968,-0.703464254,-0.193946901,0.882801824,-0.003612769,-1.663080497,-0.055179057,1.211632612,-0.260584627,-0.437427869
17,0,-0.016190263,0.878604581,-0.953017331,1.165026839,-0.597313095,1.707677425,-0.893800723,1.510853072,-0.077448059,-0.954943856,-0.222969541,1.188879156,1.396431514,1.86274898,-0.020883173,0.575909534,0.838471121,-0.924548752,-0.57250551,0.97057758
18,1,0.943836211,0.035806718,-0.648242811,-0.044203997,-2.18396676,-1.094372976,-0.3073283,-0.27160888,-2.617705526,-0.195150385,0.887771648,0.340512271,0.100663246,1.611725288,0.032106002,0.472760117,0.159370125,-0.678028958,1.406558407,0.028222644
19,1,0.821221195,1.012828692,1.224313624,-0.100368443,0.240817256,-0.289281824,-0.004822422,1.558253929,0.887884026,0.925521262,-0.59215528,0.506968172,-0.11443881,0.135479541,-1.167278006,-0.542731657,0.625954402,1.332159367,0.504270508,-0.085782189
20,0,0.593901321,0.432265155,0.199811608,-0.283444569,-0.259355407,2.207412961,0.988164149,-0.23734987,-0.707491446,0.482978525,-0.655718119,-0.293305149,0.70222523,1.088086012,-0.519571618,1.127687072,0.633584725,0.462587553,-0.700280926,0.389214405
21,1,0.918977372,2.090819205,-0.578483722,1.540814981,0.900511945,0.518749007,0.83975036,1.283122882,1.75699294,-0.596310637,-0.682517622,0.223641415,0.262542671,-1.26681476,1.373888666,-1.647797616,0.681027649,-1.302221882,1.423423479,0.236687368
22,0,0.782136301,-1.19992582,-0.942300733,0.16516902,0.941869394,-1.404917936,0.705341831,-0.009489636,0.182252143,-2.185286838,-0.015858193,2.007201457,1.836163302,-0.198583285,1.412332303,-0.314173949,-0.682033366,1.108491264,-1.04265812,-0.144440227
23,1,0.074564983,1.5896382,-0.20372818,1.30762236,1.467961903,2.01486448,1.305964721,-0.400082782,-0.266888745,-0.674865938,-0.442604785,1.011979118,0.357402419,0.138865782,-0.402173757,-0.182681569,-0.723256737,-0.772136842,0.001169195,0.722229701
24,0,-1.989351696,1.954651642,-1.66647484,1.288256878,0.70676109,-1.188158337,-1.387996217,0.021985624,0.926421631,-2.119061192,0.352557499,-0.302459245,-1.045410127,-0.279336001,-0.439143866,1.470478493,1.673525965,-0.677170265,1.090455166,0.369906857
25,0,0.619825748,0.004937777,-0.484455109,0.592896941,0.81900893,0.190380808,1.272916864,1.742767381,-0.693331877,-1.265198022,0.073170582,-1.025244839,0.620184127,0.708919415,1.010608483,-0.865898784,-0.595755632,0.464307296,-0.998715247,-0.242066314
26,1,-0.05612874,-2.451706388,-0.741072661,-0.282943684,-0.293481849,-1.16973591,0.184192771,-1.107174159,2.68199007,-0.373661555,0.0071588,-0.26738483,0.149354529,-0.766610461,0.430819171,1.527466984,1.159843844,-1.95031877,0.534829992,-1.472063318
27,1,-0.155795507,0.477237303,1.160615779,1.255884026,1.418589072,-0.038081559,0.752279896,-1.060489482,0.22252448,-0.68755543,-0.187600111,-0.199105661,-1.459316854,1.443362947,0.733928361,1.05417806,0.117422411,-1.055594984,-0.123767952,-0.596159546
28,1,-1.470752384,-0.596558169,1.012067125,0.909839151,1.498773827,2.354204261,0.591745052,1.951161319,-0.706672412,-0.872158827,-0.765700646,0.131122595,-2.027043801,0.8448793,-0.680674874,1.030071009,0.259221387,-0.117809546,2.119303308,-1.146700131
29,0,-0.478150055,0.79220327,-0.072078474,-0.928028105,-0.657082094,1.393426259,-0.983052596,0.602706743,0.417213246,-0.101761006,-0.221056821,0.145799896,-1.05695776,-0.399370404,0.326196338,0.840160857,0.382362104,-0.259521117,-1.513475874,-2.474636433
30,0,0.41794156,0.28963671,-1.136782298,1.240180838,-0.85279544,-0.560332359,-0.276063955,-2.020609481,0.369556778,-0.25378053,-0.983588587,0.362064721,-0.728143716,-1.427767586,0.907029629,0.216964703,-0.711481735,-1.748239043,0.255194871,-0.613508578
31,1,1.358679552,0.738938604,0.900624729,0.15346418,0.315915038,-0.671459384,-0.870851023,1.506675543,-0.913764349,-1.853740454,-1.104284042,0.673981164,-0.00821067,-1.421992452,-0.462681535,-0.672525576,-1.177569569,-0.908864577,1.504741438,-0.216311514
32,0,-0.102787727,0.318960401,0.851770447,1.051932579,1.109694168,0.492438555,0.718710553,0.963711089,-0.316914745,-0.077946066,-0.938150214,2.072035768,0.847797376,-0.328228291,0.004700029,0.132598527,-0.96016651,0.206920606,-0.390080475,1.590145768
33,0,0.387671612,1.076164354,0.727715174,-0.754211213,2.215460572,-1.179390516,0.110652878,-1.553891412,1.049059205,0.968566341,0.678624244,-0.541028649,-0.383491496,0.284570073,1.450397255,-0.070927347,-0.878952238,0.31347382,0.57935817,1.556143276
34,1,-0.053805041,-0.28415772,0.736502146,-1.48218912,1.217103639,-1.058717452,-0.078466768,-0.773642379,0.168111807,0.18492596,-1.577497865,-1.070492158,-0.52651151,0.719335881,0.752679093,-0.94269547,-3.556136481,1.161771075,0.21035584,1.108450893
35,0,-1.377059557,-0.776675274,-0.352129617,0.861131872,1.479221787,1.137902613,-0.420490459,1.260777956,0.031440212,-1.379943578,-0.869938458,-0.372456732,-0.273225963,0.432415977,0.96615979,-1.022031,-1.416749843,-1.69399158,0.944042776,-1.097341845
36,0,-0.414994563,-0.595660499,0.705515513,-0.404519831,0.951573832,-0.160265285,-0.562125876,0.428455779,-1.010330539,-1.435514362,0.484677045,-0.485141355,-0.605741605,-0.351924768,0.468476824,0.280555124,-0.448769266,1.035217584,-1.826693234,-1.860605716
37,1,-0.394289954,-1.725979779,1.300357989,-0.227405417,-1.009532646,0.630493127,0.997513445,0.844583537,0.382751532,0.362087229,-0.186052699,0.274784178,-0.332867305,0.297721428,-0.240907899,0.544783367,-0.775967706,0.665834097,2.869733604,-0.913578848
38,1,-0.059313397,-0.90258448,0.038252014,0.934096171,-2.000472739,1.616959702,-1.105130059,-0.699150552,-0.819696526,-1.759086754,1.5455547,-0.479512562,-0.241537546,-0.261432362,1.032576779,0.130869752,-0.831828052,-1.271891923,-2.368521218,1.245568912
39,0,1.100025372,-0.559061915,-0.97928377,-0.46589588,-1.762185872,-0.193499829,-0.142287831,-0.064862277,0.361711094,-0.32454401,-0.61138007,0.798105326,-0.862775399,1.308689731,-0.640199231,0.281844392,0.051830116,0.609639268,-0.590399249,0.087854718
40,0,0.763175748,-0.246512567,0.793761231,-0.637543499,-0.142608126,-1.607791843,0.314994905,0.470983645,0.093371363,-0.651562989,-0.347756487,-1.004451202,-0.846970752,0.015870264,-1.31622439,-0.292730751,-0.616551311,0.820969184,-0.968868966,0.423481895
41,0,-0.164523596,-0.383586228,0.786506872,1.343708626,1.550060369,-0.885164128,1.218550535,0.363500622,-0.808456344,1.086551399,-1.636516306,0.104984233,0.100340345,-0.431174368,0.361908908,-1.325353121,0.254396751,0.694870341,0.18727677,-0.818483017
42,0,-0.25336168,-1.959103175,-0.310463131,0.181535385,-0.802423182,-0.432334299,-0.699317079,-0.614555909,-2.019381694,-0.76254488,0.02038144,-1.15599289,1.590033527,0.382446538,0.721180504,2.065135652,-0.331520461,2.530835693,1.913719378,-1.542567837
43,0,0.696963375,-0.84170506,1.698884846,1.292512336,-0.07457892,-0.421623859,-0.285432752,0.22894929,-0.738724072,-0.828662535,0.89174268,0.578134627,0.566494876,0.041125095,2.485178512,0.242173041,-0.206319314,0.45224296,-0.622659438,0.555882146
44,0,0.556663199,1.903547467,-0.794593709,-1.688048576,1.895667955,-0.170494063,-1.311552673,-0.262056834,0.382886561,0.834473903,-0.872749683,-1.595625656,1.614479494,-0.059224001,-0.985020774,-0.349097229,1.215337086,0.988744422,-1.064183887,-0.369028971
45,1,-0.688755695,0.62249393,0.348437716,-0.820993578,-0.456568941,0.245810937,-0.391012431,0.612555991,1.730863668,-0.967651987,0.89005083,-0.308503656,-0.468650159,-1.296423984,-0.33849975,-0.630812373,1.892056419,-0.126509773,-0.342270731,-1.04733828
46,1,-0.707495157,1.990920436,-2.265401074,-0.862146144,0.562223363,-0.745747785,-0.401526613,-1.957612493,-0.203081951,-0.028815335,-0.343874346,0.449465922,-0.726101401,-2.136976377,1.254299233,0.283906716,0.074193521,0.514908474,-0.101322233,0.018179916
47,1,0.364581962,-0.305483725,-0.162205279,0.098843689,-0.887008512,-0.273944133,1.350517581,-0.663507471,-0.996397348,0.232525153,-2.186781368,-0.977053283,-1.023339002,-0.893614686,-1.128352805,0.121576987,1.751696169,0.827929734,0.578393232,0.881877506
48,1,0.768532925,-0.090844235,1.130864991,-0.375655144,-0.460244576,1.824578941,0.591190027,0.283787515,-1.306536295,-0.301208682,0.880058181,0.189997859,-1.937815527,0.612732875,1.559508717,0.56634411,-0.231487437,-1.323671952,0.827648041,0.881861495
49,0,-0.112346212,-0.184161452,-0.455545976,0.723904155,-0.724328486,0.01423374,0.100525456,0.268717963,-0.997831604,-0.677614583,0.723856556,0.731453357,0.277147289,0.582971232,0.708005985,0.569032897,0.543452485,-0.324552656,1.31117521,1.026243185
50,0,0.881107726,-1.198767765,-0.899166316,-1.797382019,-0.069211156,0.188042743,0.931071996,-0.64010474,-0.565028726,0.655227636,0.21985268,-0.492599111,1.408353667,-0.005882013,0.934295862,-0.090586763,-0.989001401,-0.557867713,0.178359731,-0.381309179
51,0,0.39810588,-0.838287148,0.726838902,-0.663743142,1.463248563,-0.05413369,-0.262742349,1.079951267,1.752057836,-0.400637547,0.789870574,-0.042684912,0.273129189,-1.865448725,0.683592051,0.230496494,0.315531464,-0.902580254,1.703669705,1.099435237
52,0,-0.612026393,2.066301356,-0.809440902,-0.623726489,0.187726097,0.46161167,-0.007668105,-0.365146341,-0.547771352,-0.334556565,-0.2299939,-0.112670576,0.755525069,1.829984327,1.019181753,0.752853785,2.442327464,-1.131636792,-0.575916396,-0.030917131
53,1,0.341119691,-0.562247053,0.267085116,-0.079632432,1.022022861,-0.596770295,0.367153007,0.58936539,-0.858525708,1.367953953,-0.818502483,0.456827248,-0.349018411,-0.9911159,-0.24048317,0.863385411,0.549692862,0.49708131,-0.702879494,0.19033942
54,0,-1.129363096,1.275715512,-1.737263711,0.435624763,-0.591834833,1.263258236,1.707162545,-0.096095947,0.049294533,2.137767104,0.499734157,2.020334842,-0.546190759,-1.450434624,1.677637593,0.838198638,-0.029243367,-0.547718755,-0.259008188,1.335206535
55,1,1.433023702,-1.047572627,-1.411425136,1.97090097,-0.112200655,-1.145329037,0.723740263,0.971507755,-0.200044482,0.505819265,0.159192348,-1.050890062,0.234361995,-0.014824761,0.409187984,-1.765852117,-0.830783378,-0.089401393,1.923966515,0.730552335
56,1,1.980399899,-1.965878241,-0.453551227,-0.596758673,-0.924953086,1.084623556,0.481036049,0.578468945,-1.103954449,0.786342384,0.542626428,0.734652106,-0.297828222,0.536639054,-0.888542076,0.6834945,1.246434386,-2.130963175,-0.216279912,0.056201897
57,0,-0.367221476,-0.322971094,-1.035491275,-0.552507212,0.753304798,-1.528995314,-1.567868244,-0.777173503,0.240588038,-0.902211944,-0.156645054,0.539249744,-0.840476133,-0.811103766,-0.698967315,1.16301128,-1.375755291,-0.900715156,-1.141709799,1.32930563
58,0,-1.044134626,0.935862527,1.362142893,0.695966634,-0.11260907,-1.573741883,0.318250283,-0.600842116,0.381113616,0.532896992,0.438793321,-1.314272797,0.826510356,-0.318324798,0.520163862,-1.200601848,-0.331108448,1.23013961,0.78478978,-0.408119943
59,0,0.569719627,1.139229803,0.917456737,-0.155663965,-0.064090928,-0.11409263,0.165991451,-1.499319409,2.23045895,-0.645894254,1.487870595,-0.250038722,1.483691231,1.111476005,1.15697902,3.249530104,0.980911486,0.080056814,-1.151172059,-0.818257107
60,0,-0.135054604,1.671618767,-0.785142161,1.348898195,0.233275294,0.11120918,-0.89990763,0.754163425,1.199202392,0.290987488,0.060165098,0.314204596,0.699675641,-0.141744714,-0.110625797,-0.675735732,2.190770564,0.428942802,0.237957395,0.35894567
61,0,2.401617761,-1.788242207,0.573518173,-1.06852307,-1.136582803,0.21413762,0.076371474,0.557294325,0.281222227,-1.237594469,-0.849012868,0.406546694,-1.261574151,-0.205378953,0.298601577,-1.212927232,0.030545747,-0.845291115,0.798687249,0.05871606
62,0,-0.039240003,2.031242519,0.918196208,1.064450747,0.854830423,0.553775825,0.159155278,0.094877146,-1.202708626,-0.456176275,2.339693057,0.9944206,0.298271744,-0.680795796,-0.427671565,-0.417050413,-0.785517406,0.234951184,0.190510256,-0.069436588
63,0,0.689739362,-0.703144333,0.256287273,-1.312721765,-0.578370419,-1.059519519,0.543674185,-1.781441417,0.465163691,-0.830322655,-0.121202952,0.855768432,-0.147807106,-0.042991742,-0.589199432,-0.565553003,0.325440556,-1.459726137,-0.329143591,-0.384816268
64,1,0.028002159,0.158164763,0.351966556,2.063694702,0.496361539,-1.610049326,0.704807353,-1.108792413,0.352016386,0.340115644,-1.950207371,0.197128917,-0.888922334,-1.161552608,-1.296619746,-1.489730243,-0.88084355,0.028144598,0.772447229,-0.874323457
65,1,-0.743273209,0.506234797,1.174337357,0.131383011,-0.760057931,-0.338151063,0.318969143,-0.267447782,-0.589856217,1.066376396,0.53871149,0.834325038,1.013065858,-0.772692171,-1.487791903,-1.183495655,0.209325943,-0.674732905,-1.451917769,1.196330669
66,0,0.1887923,-0.819995106,-0.480846375,-0.231688449,-0.34138627,0.204937753,1.109249789,-1.076653084,-0.853599959,1.216125838,1.693514817,0.846790152,-0.920525083,-0.918739132,-1.160348729,-0.72711212,0.151032952,0.541982146,0.95574339,-1.661199547
67,0,-1.804958629,-1.998846995,-0.418829722,-0.397355523,-2.10232912,-0.224345039,0.769154195,-0.491151715,-0.24673212,0.735690658,-0.790968221,1.954105255,-0.573894504,0.089153175,-0.332793231,-0.684343217,-0.343478794,-1.211722533,0.467099534,1.165212078
68,1,1.465554862,-0.479292591,0.955112803,0.889432082,-0.301702281,-0.909609704,1.153473675,1.639197989,1.539338571,-0.481208617,-1.0752606,-2.149260002,1.150365485,-0.757539131,0.542287542,-0.70701829,0.905877596,0.639957092,-0.466286692,-1.069661978
69,0,0.153253338,0.084179904,-1.289006611,0.526169039,-1.272383442,-0.808109884,1.260683503,0.396777013,0.546077684,0.562744763,-0.607875122,0.97112027,1.143824562,1.748081178,-0.7402643,0.879758654,0.918954854,-0.470958326,-1.484567701,0.90888354
70,0,2.17261167,-0.895486611,0.186197433,-0.171273243,-0.27966611,0.553083514,0.700623507,-1.598073393,1.564961851,-1.246319712,0.754401661,1.145061573,-0.239442763,0.170460702,1.241494105,-0.509868629,-0.555987492,0.194637753,-1.006164408,-1.317507421
71,1,0.475509529,-0.921275666,-0.031325502,0.158676897,-0.204097321,-0.389177933,0.432627161,-1.467690175,0.249670178,0.380922213,0.453476063,-0.525400626,-1.086802149,0.825531128,-1.525213383,-1.294129045,0.560234841,-0.521757324,-0.450999228,0.655429956
72,1,-0.709946431,0.330449503,0.46709731,-0.485665066,-0.225614186,-0.447245639,-0.922601718,1.040137887,-1.96241863,-1.430427253,-0.12343368,0.250320103,-0.061446985,-0.017155915,-1.876918033,-0.113125205,-1.792417796,-0.199163612,0.333059486,-0.660371824
73,0,0.610726353,-0.141660809,1.024197674,-0.958906075,0.347028452,-0.021138845,-0.615584207,0.782830991,-0.809060223,-1.048445505,-0.763096822,-0.429406611,-0.516697344,0.492221664,-1.326949625,0.886375946,-1.565416865,-0.522908603,0.503493472,0.991580769
74,0,-0.934097632,0.434847762,0.267358452,0.180517292,0.032367843,-0.599417455,-0.866659688,-0.477096421,-0.498685088,-0.218503551,0.228270088,-0.182519622,-1.907673689,0.35548897,-0.496877106,0.017046144,-3.320318881,-1.270807725,0.759737773,-0.683223536
75,0,-1.2536334,-0.053722626,0.231826103,0.721734283,0.41353129,-0.31086619,-1.639517087,0.094024639,0.305121769,-1.489936237,1.119461916,-0.103310466,0.107156481,0.112576702,0.04010182,0.77604145,0.154721571,-0.389521453,-1.828632882,1.121321195
76,1,0.291446236,-0.907110376,0.747592465,-0.369540478,-0.155348477,-0.681632469,-1.325839244,0.598979355,-0.289207242,1.172706281,0.156573184,-0.633838203,-1.177375188,1.137029319,-0.544629514,0.072955268,-0.36462666,0.28188492,0.519739377,0.38855129
77,1,-0.443291873,1.303512232,1.217068511,0.237538313,0.973485392,-0.202055724,-0.889036728,-2.897297969,1.457714201,-1.479827022,-0.688772134,-1.271053787,1.745426913,-0.566944843,0.360012921,-2.015505794,-2.433683854,0.385172317,-0.840957976,-0.150766791
78,0,0.001105352,0.771789776,0.383358345,-0.665922112,0.121090143,1.116800329,-0.55760233,0.583696692,0.873755484,-0.430387816,0.452949604,-0.383950394,-0.398698527,0.552616244,1.003106596,-1.007701598,0.336464305,-0.799923543,0.823375913,-0.465976658
79,1,0.074341324,1.052525595,-0.988052822,-0.79680751,0.189173691,0.825999213,-0.062402309,2.376083368,-0.952956042,-1.051638642,-1.06754665,0.516755802,0.442439424,-0.01250173,-0.982049982,-0.15548671,-0.64045282,0.062397895,-1.999289069,-1.360515639
80,0,-0.589520946,-1.410038341,-0.15685291,-0.051696931,-0.56288507,1.25091898,2.422692977,-0.646262061,-0.031675476,1.522586344,0.401565149,-0.177968544,0.450279462,-0.571210609,2.040274306,0.938542046,1.821120417,0.507442821,0.071469096,-0.02958576
81,0,-0.568668733,0.99598459,1.735535216,1.286928333,0.498416165,2.608098095,0.34258535,0.243068979,0.114075874,0.592828055,-0.064773691,0.004258039,-0.076062158,-0.684277142,0.003183053,1.564865203,-1.846723454,-0.455766094,-0.254537217,-0.240767228
82,1,-0.135178615,-1.695764903,-0.352298306,-0.214149663,-1.742302493,-0.051039961,0.004248236,-0.78949321,-1.053659881,-0.222661509,0.31549629,-1.274059551,0.297513216,1.169309216,2.335035528,1.085735659,0.641716837,-1.101916535,-0.982423625,1.921899489
83,1,1.178086997,-0.533372143,0.688640044,-0.574745464,0.975529097,2.227194194,0.029219842,-1.093699432,0.155999145,0.712894276,-0.605681555,-0.202110338,-1.194354711,0.369468674,0.154263359,1.219954908,1.185524869,-0.78482407,0.225184751,0.097135762
84,0,-1.5235668,-1.372269451,1.224406096,-1.470727044,-0.024082873,-0.013872124,-0.393423429,2.044607365,1.300394214,0.716600834,-0.907584692,1.16446588,-1.996875485,-0.510734921,-0.46557938,-0.413305119,-0.17768803,1.751740878,-1.802869493,0.092219374
85,1,0.593946188,-2.207919779,0.794296303,-1.032738433,0.675684475,-1.547399697,-0.792704563,-1.68133367,-1.155886445,0.440241864,2.261608976,-0.023379409,1.388513047,-0.631544836,-0.469543894,-0.130445713,-1.286125924,0.47891918,1.049634735,0.188539806
86,0,0.332950371,1.822122519,-0.006402398,-1.306524855,-0.710309605,-1.379889109,-0.311701865,1.215283131,0.216041853,0.158830621,-0.603226708,0.89715675,-0.082483574,1.713277962,-0.496542207,-0.149659831,0.463450644,-0.464491931,-0.142638981,-0.637775422
87,1,1.063099837,-0.653393411,0.219150635,-0.838252407,2.387232646,1.479870741,-0.346068592,-0.095723517,0.80447819,0.659764138,-1.297862096,-0.176724455,0.392514488,-0.223003222,-0.322340429,0.825886557,0.880666274,-0.265173695,1.918897888,-0.035849698
88,1,-0.304183924,-0.284681219,-0.886463751,-1.130653681,-0.473432012,-0.254921944,-0.304607588,-0.951394466,-0.732115729,2.220519663,0.506451203,1.113709078,-1.082769713,-0.958897273,0.614664971,-0.123417891,0.139421955,-1.848197759,0.460421649,0.112196173
89,0,0.37001881,-0.386949604,0.439760291,0.368748175,-0.075772557,-0.32628038,-1.785893487,0.601265492,-1.618098119,-1.183945074,-0.853334262,-0.54188886,1.602120391,0.037745242,0.127627263,1.258468174,-0.375054828,0.235116196,0.613707871,1.210940803
90,1,0.267098791,0.386694975,-0.886389751,-0.20180302,-0.521840056,-0.726638666,0.587274672,-3.014527238,0.839069271,-0.073955834,-1.506031789,-0.963398332,1.004068969,-1.641506242,-0.151659147,-2.318457256,0.042539034,0.734832237,0.145691515,1.440404754
91,1,-0.542520031,1.600390852,-0.853818454,-1.277659903,0.926047135,-1.95234865,1.635794434,0.769484603,-0.351437947,-0.416354675,1.202328899,0.3764484,0.3798957,0.789993246,-0.776028765,-0.636507511,0.633880291,0.110686052,-0.64363417,2.208443393
92,0,1.207867806,1.681154956,-0.989994331,-0.798012481,-1.062411172,0.422940042,-0.645423474,1.568941999,-0.716284394,-0.191482344,-1.027865386,-0.984673797,-0.565505364,-1.057130371,-1.318149161,0.309975782,-1.70748846,-0.864135262,0.862627721,-1.968025783
93,0,1.160402616,-1.183606388,-0.650877737,0.159082423,0.557033866,1.181684786,0.618992169,-0.502716776,-0.940291853,0.069544781,0.938269958,0.897559402,-1.213778098,-1.028925359,2.104060047,-2.122573782,0.019686546,-1.144297399,-0.760293338,0.558453676
94,1,0.70021365,-1.358457254,1.05394666,0.614797633,0.900730585,0.917959377,0.236393598,-0.61788822,0.730165709,1.155348318,-0.543154658,0.129262533,-1.364301593,1.100929767,0.378854432,0.563133744,-0.298796367,-0.459036836,-1.9149747,-0.216512322
95,0,1.586833455,-1.512670795,-0.390878033,0.687947962,0.989945684,0.095467547,0.846500899,-1.35143198,-0.43787048,0.594957347,0.513095125,1.033702981,-1.41613295,-0.61390998,-0.224076009,0.602994357,-0.441762825,0.219723453,-2.004400171,-0.067778075
96,0,0.558486426,-1.253104899,-0.070586394,-0.047051011,0.383608088,-1.684431787,-0.573645739,0.769087908,-0.2493821,-1.419645108,-0.352590883,-0.342289274,-0.25557803,-0.345882414,1.551888959,-1.10696397,0.590975316,-0.645839637,0.781136817,0.266327669
97,0,-1.276592208,1.959357077,-0.462050809,2.330321678,-0.346583814,0.990329351,1.117993204,0.329469117,-0.672070936,-1.606677245,1.326533287,0.452281257,-1.225425954,0.085990118,-0.170079457,0.649443011,-1.134320808,0.913832418,-0.885683156,1.285823463
98,1,-0.573265414,0.007645872,0.540908267,-0.577565991,-0.54018925,-0.707831782,-1.540001132,-0.044145657,0.801014067,0.8929259,-1.140151847,-0.694737942,0.213834264,-0.649316293,1.284644306,0.644509602,-0.438744588,-0.944557367,1.668871646,1.101061661
99,0,-1.224612615,-0.842615198,0.931634971,0.968479134,-0.182555593,-0.594029169,-0.438123899,-0.637237281,-1.48886193,0.148167955,1.413109938,-0.239013591,0.067223556,0.305962791,-1.002055607,-0.707058795,0.344901369,-0.242148873,-0.119830189,-0.595514338
100,1,-0.473400636,-0.601160105,-0.209274345,-0.277535627,-0.05929965,-1.065897033,-0.150672971,-0.069282738,0.454011596,1.22702839,-0.602178784,-1.00729896,0.856635113,-0.771453283,-2.437487209,1.462697062,-0.44940037,1.016148218,0.021930517,0.155158287
101,0,-0.620366677,1.074459406,0.617350048,0.684801936,-1.995386968,-0.940767033,0.519058365,0.296851278,0.921280562,-0.761804339,-0.441668619,1.926718833,-0.369172686,1.691292219,-0.040025742,1.716928126,0.043820222,0.515761019,0.79101298,0.548043065
102,1,0.042115873,0.260597835,-0.405077513,-0.11511351,1.135311281,0.093910428,0.587539705,-1.900573591,-0.314415728,0.419375406,0.243638773,0.051430364,0.611497436,0.658687215,-0.029656667,0.555770267,-0.567991586,0.307109645,2.457657943,-0.225606304
103,0,-0.910921649,-0.31427198,1.053103763,-0.35647518,0.675794566,0.066253384,-0.079333061,-1.647365635,0.662314881,-1.039943365,0.596781152,1.800523762,-1.628757318,-0.054999446,-1.208079929,2.629372582,1.824860308,0.661999958,1.236359836,1.217116029
