"id","state","income","employed","subscribed","survey"
234,"NY",71270.7527303096,NA,1,"April2022"
235,"NY",63388.0689971008,NA,1,"April2022"
236,"NY",80677.7671524571,NA,0,"April2022"
237,"CA",74535.1566961645,NA,0,"April2022"
238,"CA",102722.194887746,NA,1,"April2022"
239,"CA",81835.262643765,NA,1,"April2022"
240,"NY",83874.5805023837,NA,0,"April2022"
241,"NY",78624.689007843,NA,0,"April2022"
242,"CA",88618.6372039568,NA,1,"April2022"
243,"NY",67312.9399855464,NA,0,"April2022"
244,"NY",77999.1937795308,NA,0,"April2022"
245,"CA",90643.7157543509,NA,0,"April2022"
246,"NY",82022.7324416193,NA,0,"April2022"
247,"CA",81674.9980381909,NA,1,"April2022"
248,"CA",104257.968404962,NA,1,"April2022"
249,"NY",68444.5615076107,NA,1,"April2022"
250,"NY",78824.2127787568,NA,1,"April2022"
251,"CA",68830.0408473702,NA,1,"April2022"
252,"NY",87555.5564601685,NA,1,"April2022"
253,"CA",90316.5244788231,NA,1,"April2022"
254,"CA",96039.0076022267,NA,1,"April2022"
255,"NY",83659.7782806377,NA,1,"April2022"
256,"NY",76466.8089450805,NA,1,"April2022"
257,"CA",72649.2855165638,NA,1,"April2022"
258,"CA",81134.2670806888,NA,1,"April2022"
259,"NY",74049.5825207289,NA,1,"April2022"
260,"NY",79119.909169162,NA,0,"April2022"
261,"NY",76891.5376701359,NA,1,"April2022"
262,"CA",89957.2245519781,NA,0,"April2022"
263,"CA",102314.745275038,NA,1,"April2022"
264,"CA",116892.768808461,NA,0,"April2022"
265,"CA",80629.5070600459,NA,0,"April2022"
266,"CA",75838.073505212,NA,0,"April2022"
267,"CA",74393.5969813462,NA,1,"April2022"
268,"CA",69115.5492212326,NA,0,"April2022"
269,"NY",80292.0778133783,NA,0,"April2022"
270,"NY",69538.59122963,NA,1,"April2022"
271,"NY",88541.6274990762,NA,1,"April2022"
272,"CA",93400.6288910481,NA,0,"April2022"
273,"NY",81171.0086734009,NA,0,"April2022"
274,"CA",84196.8028070529,NA,0,"April2022"
275,"NY",98450.1517552562,NA,1,"April2022"
276,"CA",71213.8084264871,NA,0,"April2022"
277,"NY",114969.018036333,NA,1,"April2022"
278,"CA",114714.306978002,NA,1,"April2022"
279,"NY",77252.9259570433,NA,1,"April2022"
280,"CA",113952.873608204,NA,0,"April2022"
281,"CA",93290.2164081011,NA,0,"April2022"
282,"NY",81457.8162926813,NA,1,"April2022"
283,"CA",91899.4261863339,NA,1,"April2022"
284,"CA",111761.143186535,NA,1,"April2022"
285,"CA",106977.029063131,NA,0,"April2022"
286,"CA",49777.0578139434,NA,0,"April2022"
287,"CA",104056.371708433,NA,1,"April2022"
288,"CA",89171.9287153988,NA,0,"April2022"
289,"NY",84776.6915776393,NA,0,"April2022"
290,"CA",76856.9297284805,NA,1,"April2022"
291,"CA",92976.9625229288,NA,0,"April2022"
292,"CA",105529.109917382,NA,1,"April2022"
293,"CA",79588.3497896029,NA,1,"April2022"
294,"NY",93189.8174636411,NA,1,"April2022"
295,"NY",72275.2303077768,NA,1,"April2022"
296,"NY",78159.2793139951,NA,1,"April2022"
297,"NY",90393.2701675506,NA,1,"April2022"
298,"CA",77399.0101941696,NA,1,"April2022"
299,"CA",77890.7544696254,NA,0,"April2022"
300,"CA",101571.388824191,NA,0,"April2022"
301,"NY",79859.1291484976,NA,1,"April2022"
302,"CA",96721.8306335495,NA,1,"April2022"
303,"CA",45628.946431804,NA,1,"April2022"
304,"NY",69883.9086719251,NA,0,"April2022"
305,"NY",90184.8663280707,NA,1,"April2022"
306,"CA",71402.0110303405,NA,1,"April2022"
307,"CA",85858.9540475253,NA,0,"April2022"
308,"CA",73053.4291533851,NA,0,"April2022"
309,"CA",100309.358013597,NA,0,"April2022"
310,"CA",67736.9835298501,NA,0,"April2022"
311,"NY",90285.787791686,NA,0,"April2022"
312,"NY",99520.572442891,NA,0,"April2022"
313,"NY",80183.7962173016,NA,1,"April2022"
314,"NY",69170.3249884361,NA,1,"April2022"
315,"NY",91348.74409542,NA,1,"April2022"
316,"CA",71167.700869355,NA,0,"April2022"
317,"CA",97444.5527451838,NA,1,"April2022"
318,"CA",117773.221592434,NA,0,"April2022"
319,"NY",87670.1189000341,NA,1,"April2022"
320,"CA",67935.2156215616,NA,1,"April2022"
321,"CA",106203.01182961,NA,1,"April2022"
322,"NY",72608.3865745624,NA,1,"April2022"
323,"NY",83638.6807045312,NA,1,"April2022"
324,"NY",86797.1479626272,NA,1,"April2022"
325,"CA",74462.5549678328,NA,1,"April2022"
326,"NY",76935.0704130254,NA,1,"April2022"
327,"NY",104389.57115516,NA,1,"April2022"
328,"NY",88620.9033811186,NA,1,"April2022"
329,"NY",77966.9588681902,NA,1,"April2022"
330,"CA",116873.118081982,NA,1,"April2022"
331,"NY",85626.1536500095,NA,1,"April2022"
332,"CA",93723.3464589286,NA,1,"April2022"
333,"NY",71176.8586251101,NA,0,"April2022"
334,"CA",75395.8689026575,NA,1,"April2022"
335,"CA",93765.0656844291,NA,1,"April2022"
336,"CA",96967.8510286728,NA,1,"April2022"
337,"CA",107086.919546493,NA,1,"April2022"
338,"NY",91180.7197980547,NA,0,"April2022"
339,"CA",91905.4771899441,NA,0,"April2022"
340,"NY",91447.7533486727,NA,0,"April2022"
341,"NY",99302.2377733903,NA,0,"April2022"
342,"NY",82229.158292045,NA,0,"April2022"
343,"NY",94545.0252451144,NA,1,"April2022"
344,"NY",77516.1593666763,NA,1,"April2022"
345,"NY",74283.4136850442,NA,1,"April2022"
346,"NY",72534.4659364492,NA,1,"April2022"
347,"NY",82329.9266722911,NA,1,"April2022"
348,"NY",78323.9698346881,NA,1,"April2022"
349,"NY",94501.8281986027,NA,1,"April2022"
350,"CA",74510.2383702556,NA,1,"April2022"
351,"NY",76998.332478007,NA,1,"April2022"
352,"NY",82224.5857243956,NA,0,"April2022"
353,"NY",81722.4830139357,NA,0,"April2022"
354,"NY",77323.5586705613,NA,0,"April2022"
355,"CA",62607.7293910666,NA,0,"April2022"
356,"CA",90573.6186790089,NA,1,"April2022"
357,"NY",59572.0738809415,NA,0,"April2022"
358,"CA",83410.2667687842,NA,0,"April2022"
359,"CA",67212.0299102393,NA,0,"April2022"
360,"CA",73589.9891079389,NA,0,"April2022"
361,"CA",105881.8845501,NA,1,"April2022"
362,"NY",101875.871296712,NA,0,"April2022"
363,"NY",75751.5709681549,NA,1,"April2022"
364,"CA",120858.267640166,NA,1,"April2022"
365,"NY",89295.0957163516,NA,1,"April2022"
366,"NY",87208.1017434405,NA,0,"April2022"
367,"NY",73543.103155647,NA,0,"April2022"
368,"NY",83621.8287976668,NA,0,"April2022"
369,"CA",86568.3657141069,NA,0,"April2022"
370,"NY",60196.1744562937,NA,1,"April2022"
371,"NY",84010.2475676633,NA,0,"April2022"
372,"NY",85251.8366646517,NA,1,"April2022"
373,"NY",88795.9115808703,NA,1,"April2022"
374,"CA",93338.1074216397,NA,0,"April2022"
375,"NY",76104.612009274,NA,0,"April2022"
376,"NY",87932.9775932237,NA,0,"April2022"
377,"CA",80846.8401849017,NA,0,"April2022"
378,"NY",59557.9409523078,NA,1,"April2022"
379,"CA",72044.2605940745,NA,0,"April2022"
380,"CA",100140.786202745,NA,0,"April2022"
381,"NY",97167.1005524056,NA,0,"April2022"
382,"NY",74070.0449153626,NA,1,"April2022"
383,"NY",79512.5358079963,NA,1,"April2022"
384,"CA",86645.328404127,NA,0,"April2022"
385,"NY",88980.0040521942,NA,0,"April2022"
386,"NY",78148.8390763254,NA,0,"April2022"
387,"CA",72722.5418091283,NA,1,"April2022"
388,"CA",89384.0393906379,NA,0,"April2022"
389,"CA",49798.8769172055,NA,1,"April2022"
390,"NY",68886.8357402407,NA,0,"April2022"
391,"NY",66126.9309914707,NA,0,"April2022"
392,"CA",62955.3350925007,NA,1,"April2022"
393,"CA",97548.6600168323,NA,1,"April2022"
394,"NY",106920.772657308,NA,1,"April2022"
395,"CA",83967.9487572922,NA,1,"April2022"
396,"NY",84368.8373506972,NA,0,"April2022"
397,"NY",86003.8990529469,NA,1,"April2022"
398,"NY",88005.68614074,NA,0,"April2022"
399,"CA",94174.9517141328,NA,0,"April2022"
400,"NY",99664.7889238249,NA,0,"April2022"
401,"NY",57931.3758190646,NA,1,"April2022"
402,"NY",78607.2372601065,NA,1,"April2022"
403,"NY",90994.0899708503,NA,1,"April2022"
404,"CA",112371.967648726,NA,1,"April2022"
405,"CA",68292.6202597558,NA,1,"April2022"
406,"NY",94417.1388554526,NA,0,"April2022"
407,"CA",89724.1719162077,NA,1,"April2022"
408,"CA",112778.390747218,NA,0,"April2022"
409,"NY",95397.8522043827,NA,0,"April2022"
410,"CA",78224.7044868787,NA,1,"April2022"
411,"NY",63739.9364631765,NA,1,"April2022"
412,"CA",89808.8112503363,NA,1,"April2022"
413,"NY",79527.9784747311,NA,1,"April2022"
414,"CA",69536.0342164922,NA,1,"April2022"
415,"CA",87933.7304868864,NA,1,"April2022"
416,"NY",77282.5627740315,NA,0,"April2022"
417,"NY",90264.0525290016,NA,1,"April2022"
418,"NY",70331.0278945376,NA,0,"April2022"
419,"CA",117177.653999837,NA,0,"April2022"
420,"NY",74179.8843770565,NA,1,"April2022"
421,"CA",99994.8868138738,NA,1,"April2022"
422,"NY",96790.1023400853,NA,0,"April2022"
423,"NY",92646.6627956643,NA,1,"April2022"
424,"CA",85882.0928024628,NA,0,"April2022"
425,"CA",84646.5049512416,NA,0,"April2022"
426,"NY",84226.7514982913,NA,0,"April2022"
427,"CA",70970.3844627513,NA,1,"April2022"
428,"CA",125932.796534551,NA,1,"April2022"
429,"CA",58238.1565601269,NA,0,"April2022"
430,"NY",88203.0319938015,NA,1,"April2022"
431,"NY",85141.5432435189,NA,1,"April2022"
432,"NY",85437.1331746009,NA,0,"April2022"
433,"CA",83966.7194412649,NA,1,"April2022"
434,"CA",62250.883707509,NA,0,"April2022"
435,"NY",75418.002504576,NA,0,"April2022"
436,"NY",90025.7092554269,NA,1,"April2022"
437,"NY",66817.1718549055,NA,1,"April2022"
438,"CA",100271.6399263,NA,1,"April2022"
439,"NY",74697.5381361754,NA,0,"April2022"
440,"NY",96852.0953908885,NA,1,"April2022"
441,"NY",62329.612928282,NA,1,"April2022"
442,"NY",80558.682356574,NA,0,"April2022"
443,"CA",86584.6226064901,NA,0,"April2022"
444,"CA",113981.936798773,NA,1,"April2022"
445,"NY",75175.4109536481,NA,1,"April2022"
446,"CA",96159.1285901284,NA,1,"April2022"
447,"NY",64202.2088183564,NA,0,"April2022"
448,"NY",99658.6839040442,NA,1,"April2022"
449,"NY",83876.577051157,NA,1,"April2022"
450,"CA",115061.541739391,NA,1,"April2022"
451,"NY",83390.9651206539,NA,1,"April2022"
452,"CA",76743.4227208664,NA,0,"April2022"
453,"CA",80386.7367816159,NA,1,"April2022"
454,"NY",87743.3031469341,NA,1,"April2022"
455,"NY",99925.0976749238,NA,0,"April2022"
456,"NY",96064.3696613622,NA,1,"April2022"
457,"CA",94562.5217659569,NA,0,"April2022"
458,"CA",70424.5951705558,NA,1,"April2022"
459,"NY",101177.465541142,NA,0,"April2022"
460,"CA",76882.7572614304,NA,0,"April2022"
461,"CA",68578.6422606621,NA,1,"April2022"
462,"NY",55577.8562578972,NA,0,"April2022"
463,"NY",57917.8359489437,NA,1,"April2022"
464,"CA",92218.0107584927,NA,1,"April2022"
465,"CA",66493.4296078614,NA,0,"April2022"
466,"NY",80815.0020933895,NA,1,"April2022"
467,"CA",81524.2312744341,NA,1,"April2022"
468,"CA",72912.9176480025,NA,1,"April2022"
469,"NY",86987.9940267347,NA,1,"April2022"
470,"NY",82721.1289097434,NA,0,"April2022"
471,"CA",93552.1379424376,NA,1,"April2022"
472,"CA",71994.4076504969,NA,0,"April2022"
473,"CA",101180.953288074,NA,0,"April2022"
474,"CA",71203.8585773546,NA,0,"April2022"
475,"NY",69861.6212636907,NA,1,"April2022"
476,"CA",84723.0964783548,NA,0,"April2022"
477,"NY",70220.5914172213,NA,1,"April2022"
478,"NY",94060.3940322659,NA,0,"April2022"
479,"NY",97795.988377211,NA,0,"April2022"
480,"NY",73357.1536533143,NA,0,"April2022"
481,"NY",78761.593622509,NA,0,"April2022"
482,"CA",65755.2212687016,NA,1,"April2022"
483,"NY",103240.55434167,NA,1,"April2022"
484,"NY",89561.0822306719,NA,1,"April2022"
485,"CA",51648.2154102973,NA,0,"April2022"
486,"CA",97330.7089677821,NA,1,"April2022"
487,"NY",70458.2414200943,NA,0,"April2022"
488,"NY",77994.975693205,NA,0,"April2022"
489,"NY",86761.904549872,NA,1,"April2022"
490,"NY",69127.485605108,NA,0,"April2022"
491,"CA",82678.3414082172,NA,0,"April2022"
492,"NY",91814.1533917075,NA,0,"April2022"
493,"CA",90271.4097045204,NA,0,"April2022"
494,"CA",101594.498637818,NA,0,"April2022"
495,"CA",99314.7323344957,NA,0,"April2022"
496,"NY",77617.0756319546,NA,0,"April2022"
497,"CA",83708.3209642688,NA,1,"April2022"
498,"CA",96223.2975608755,NA,1,"April2022"
499,"CA",75263.8816829,NA,1,"April2022"
500,"NY",81785.9310818188,NA,1,"April2022"
501,"CA",55883.4173685678,NA,1,"April2022"
502,"CA",90066.2937830516,NA,1,"April2022"
503,"CA",99688.3465032447,NA,1,"April2022"
504,"CA",100433.968131787,NA,1,"April2022"
505,"CA",85544.2147319069,NA,0,"April2022"
506,"CA",95675.4622377829,NA,1,"April2022"
507,"NY",88644.2419231993,NA,1,"April2022"
508,"NY",64566.9674623323,NA,1,"April2022"
509,"NY",98937.7345817081,NA,0,"April2022"
510,"CA",59914.2578307956,NA,1,"April2022"
511,"NY",98289.2855484496,NA,1,"April2022"
512,"CA",69769.9989029524,NA,1,"April2022"
513,"CA",83025.0232307622,NA,0,"April2022"
514,"CA",80736.1370993961,NA,1,"April2022"
515,"CA",85046.815918329,NA,1,"April2022"
516,"CA",77585.1680229137,NA,0,"April2022"
517,"CA",104091.761250314,NA,1,"April2022"
518,"NY",74406.3633056909,NA,0,"April2022"
519,"NY",59784.4268205005,NA,1,"April2022"
520,"CA",101271.410077411,NA,1,"April2022"
521,"NY",75202.5350294736,NA,0,"April2022"
522,"NY",65941.3081732729,NA,1,"April2022"
523,"NY",81568.4364243359,NA,0,"April2022"
524,"CA",78937.5330452376,NA,1,"April2022"
525,"CA",53267.2681707958,NA,0,"April2022"
526,"NY",86895.6766189487,NA,0,"April2022"
527,"NY",97868.2054240198,NA,0,"April2022"
528,"CA",105222.635594225,NA,0,"April2022"
529,"CA",56394.5633355323,NA,0,"April2022"
530,"NY",101750.949382614,NA,0,"April2022"
531,"NY",58798.8804104501,NA,1,"April2022"
532,"NY",90236.6559311776,NA,1,"April2022"
533,"NY",102460.068395805,NA,1,"April2022"
534,"CA",109207.131008698,NA,1,"April2022"
535,"NY",86227.2454721702,NA,1,"April2022"
536,"NY",86723.0752049219,NA,1,"April2022"
537,"CA",126791.155543478,NA,0,"April2022"
538,"CA",83791.634042325,NA,0,"April2022"
539,"CA",65716.9241565361,NA,0,"April2022"
540,"CA",82537.9380168169,NA,1,"April2022"
541,"CA",88588.6905655777,NA,1,"April2022"
542,"CA",104663.712401959,NA,0,"April2022"
543,"NY",87301.1544949317,NA,0,"April2022"
544,"NY",68972.7650853297,NA,0,"April2022"
545,"NY",71223.2877323595,NA,0,"April2022"
546,"CA",91085.0088854462,NA,1,"April2022"
547,"NY",92410.1493176329,NA,0,"April2022"
548,"NY",70217.8430127167,NA,0,"April2022"
549,"NY",93217.0771342142,NA,1,"April2022"
550,"CA",66877.0900296083,NA,1,"April2022"
551,"CA",75396.0960048678,NA,0,"April2022"
552,"NY",73536.717256334,NA,1,"April2022"
553,"CA",102739.480569931,NA,0,"April2022"
554,"NY",76073.5371255492,NA,0,"April2022"
555,"CA",119176.60347563,NA,0,"April2022"
556,"NY",75790.4125157841,NA,0,"April2022"
557,"CA",107973.387421247,NA,1,"April2022"
558,"NY",76636.4434302391,NA,1,"April2022"
559,"CA",80972.1191730619,NA,1,"April2022"
560,"NY",68576.641037412,NA,1,"April2022"
561,"NY",76477.5014001376,NA,1,"April2022"
562,"CA",102368.805563509,NA,1,"April2022"
563,"NY",67440.7963184555,NA,0,"April2022"
