id,hh_income,female,ranking,earnings,school,college
53,94642.99676,0,0.607954545,30417.89597,4,1
54,75712.531,1,0.034090909,80781.70707,4,1
55,82009.82021,0,0.3125,60150.76012,4,1
56,81761.7163,0,0.289772727,50974.96763,4,0
57,75479.97133,1,0.482954545,44205.6723,4,1
58,88165.0743,1,0.994318182,34146.97682,4,0
59,78962.14143,1,0.159090909,52177.15245,4,0
60,81941.38531,1,0.664772727,37176.0862,4,0
61,80372.59991,0,0.948863636,32193.36309,4,1
62,79788.07785,0,0.488636364,59926.03624,4,0
63,90646.71362,0,0.909090909,35279.28115,4,1
64,104023.7868,0,0.965909091,37159.47209,4,0
65,78925.60896,0,0.920454545,20391.06761,4,1
66,97417.77456,0,0.738636364,38945.16004,4,1
67,98655.98833,0,0.789772727,42627.71264,4,0
68,95870.7946,1,0.846590909,43225.69051,4,0
69,89685.35248,1,0.431818182,45837.2445,4,1
70,91397.60061,0,0.653409091,65574.39655,4,1
71,80158.28518,1,0.517045455,49508.79769,4,1
72,85368.46627,1,0.369318182,52951.57199,4,1
73,100145.6366,0,0.869318182,45848.20456,4,0
74,96093.68477,1,0.210227273,76558.34818,4,0
75,101661.4981,1,0.863636364,34147.18835,4,0
76,88911.87045,0,0.170454545,38795.1159,4,0
77,77097.98613,1,0.494318182,55027.52174,4,0
