treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
1,45,5,1,0,1,1,0,0,8546.71484375
1,29,13,1,0,0,0,0,0,7479.6557617188
1,27,9,1,0,0,1,0,0,0
1,46,13,1,0,0,0,0,0,647.2045898438
1,18,6,1,0,0,1,0,0,0
1,25,12,1,0,0,0,0,0,11965.8095703125
1,28,15,1,0,0,0,0,0,9598.541015625
1,25,11,0,0,0,1,0,0,18783.349609375
1,22,12,1,0,0,0,0,0,18678.080078125
1,21,9,1,0,0,1,0,0,0
1,40,11,1,0,0,1,0,0,23005.599609375
1,22,11,1,0,0,1,0,0,6456.6967773438
1,25,12,1,0,0,0,0,0,0
1,18,12,1,0,0,0,0,0,2321.1069335938
1,38,12,0,0,0,0,0,0,4941.8491210938
1,27,13,1,0,0,0,0,0,0
1,27,8,1,0,0,1,0,0,0
1,38,11,1,0,0,1,0,0,0
1,23,8,0,1,0,1,0,0,3881.2839355469
1,26,11,1,0,0,1,0,0,17230.9609375
1,21,12,0,0,0,0,0,0,8048.6030273438
1,25,8,1,0,0,1,0,0,0
1,31,11,1,0,1,1,0,0,14509.9296875
1,17,10,1,0,0,1,0,0,0
1,25,11,1,0,0,1,0,0,0
1,21,12,1,0,0,0,0,0,9983.7841796875
1,44,11,1,0,0,1,0,0,0
1,25,12,0,0,0,0,0,0,5587.5029296875
1,18,9,1,0,0,1,0,0,4482.8452148438
1,42,12,1,0,0,0,0,0,2456.1530761719
1,25,10,1,0,0,1,0,0,0
1,31,9,0,1,0,1,0,0,26817.599609375
1,24,10,1,0,0,1,0,0,0
1,26,10,1,0,0,1,0,0,9265.7880859375
1,25,11,1,0,0,1,0,0,485.2297973633
1,18,11,1,0,0,1,0,0,4814.626953125
1,19,11,1,0,0,1,0,0,7458.1049804688
1,43,9,1,0,0,1,0,0,0
1,27,13,1,0,0,0,0,0,34099.28125
1,17,9,1,0,0,1,0,0,1953.2679443359
1,30,11,1,0,0,1,0,0,0
1,26,10,1,0,1,1,2027.9990234375,0,0
1,20,9,1,0,0,1,6083.994140625,0,8881.6650390625
1,17,9,0,1,0,1,445.1704101563,74.3434524536,6210.669921875
1,20,12,1,0,0,0,989.2678222656,165.2077026367,0
1,18,11,1,0,0,1,858.2542724609,214.5635986328,929.8839111328
1,27,12,1,0,1,0,3670.8720703125,334.0492858887,0
1,21,12,0,0,0,0,3670.8720703125,334.049407959,12558.01953125
1,27,12,1,0,0,0,2143.4130859375,357.9498901367,22163.25
1,20,12,1,0,0,0,0,377.5686035156,1652.6369628906
1,19,10,1,0,0,1,0,385.2741088867,8124.71484375
1,23,12,1,0,0,0,5506.3081054688,501.0740966797,671.3317871094
1,29,14,1,0,0,0,0,679.6734008789,17814.98046875
1,18,10,1,0,0,1,0,798.9078979492,9737.154296875
1,19,9,1,0,0,1,0,798.9078979492,17685.1796875
1,27,13,0,0,1,0,9381.56640625,853.7224731445,0
1,18,11,0,0,0,1,3678.2309570313,919.5579223633,4321.705078125
1,27,9,1,0,1,1,0,934.4453735352,1773.4229736328
1,22,12,1,0,0,0,5605.8520507813,936.1773071289,0
1,23,10,1,0,1,1,0,936.4385986328,11233.259765625
1,23,12,0,1,0,0,9385.740234375,1117.4389648438,559.4431762695
1,20,11,1,0,0,1,3637.498046875,1220.8360595703,1085.4399414063
1,17,9,1,0,0,1,1716.5090332031,1253.4389648438,5445.2001953125
1,28,11,1,0,0,1,0,1284.0789794922,60307.9296875
1,26,11,1,0,1,1,0,1392.8530273438,1460.3599853516
1,20,11,1,0,0,1,16318.6201171875,1484.9940185547,6943.341796875
1,24,11,1,0,1,1,824.3886108398,1666.1130371094,4032.7080078125
1,31,9,1,0,0,1,0,1698.6070556641,10363.26953125
1,23,8,0,0,1,1,0,1713.1500244141,4232.3090820313
1,18,10,1,0,0,1,2143.4108886719,1784.2740478516,11141.3896484375
1,29,12,1,0,0,0,10881.9404296875,1817.2840576172,0
1,26,11,0,0,0,1,0,2226.2661132813,13385.8603515625
1,24,9,1,0,0,1,9154.7001953125,2288.6750488281,4849.5590820313
1,25,12,1,0,0,0,14426.7900390625,2409.2739257813,0
1,24,10,1,0,0,1,4250.4018554688,2421.9470214844,1660.5080566406
1,46,8,1,0,0,1,3165.6579589844,2594.7229003906,0
1,31,12,0,0,0,0,0,2611.2180175781,2484.5490722656
1,19,11,1,0,0,1,2305.0258789063,2615.2758789063,4146.6030273438
1,19,8,1,0,0,1,0,2657.0568847656,9970.6806640625
1,27,11,1,0,0,1,2206.9399414063,2666.2739257813,0
1,26,11,1,0,1,1,0,2754.6459960938,26372.279296875
1,20,10,1,0,0,1,5005.7309570313,2777.3549804688,5615.1889648438
1,28,10,1,0,0,1,0,2836.5061035156,3196.5710449219
1,24,12,1,0,0,0,13765.75,2842.7639160156,6167.6811523438
1,19,8,1,0,0,1,2636.3530273438,2937.2639160156,7535.9418945313
1,23,12,1,0,0,0,6269.3408203125,3039.9599609375,8484.2392578125
1,42,9,1,0,1,1,0,3058.5310058594,1294.4090576172
1,25,13,1,0,0,0,12362.9296875,3090.7319335938,0
1,18,9,1,0,0,1,0,3287.375,5010.341796875
1,21,12,1,0,0,0,6473.6831054688,3332.4089355469,9371.037109375
1,27,10,1,0,0,1,1001.1459960938,3550.0749511719,0
1,21,8,1,0,0,1,989.2678222656,3695.8969726563,4279.6127929688
1,22,9,1,0,0,1,2192.876953125,3836.9860839844,3462.5639648438
1,31,4,1,0,0,1,8517.5888671875,4023.2109375,7382.548828125
1,24,10,1,0,1,1,11703.2001953125,4078.1520996094,0
1,29,10,1,0,0,1,0,4398.9501953125,0
1,29,12,1,0,0,0,9748.38671875,4878.9370117188,10976.509765625
1,19,10,0,0,0,1,0,5324.1088867188,13829.6201171875
1,19,11,0,1,1,1,5424.4848632813,5463.8032226563,6788.462890625
1,31,9,1,0,0,1,10717.0302734375,5517.8408203125,9558.5009765625
1,22,10,1,0,1,1,1468.3480224609,5588.6640625,13228.2802734375
1,21,9,1,0,0,1,6416.4702148438,5749.3310546875,743.6666259766
1,17,10,1,0,0,1,1291.4680175781,5793.8520507813,5522.7880859375
1,26,12,1,0,1,0,8408.76171875,5794.8310546875,1424.9439697266
1,20,9,0,1,0,1,12260.7802734375,5875.048828125,1358.6429443359
1,19,10,1,0,0,1,4121.94921875,6056.75390625,0
1,26,10,1,0,0,1,25929.6796875,6788.9580078125,672.8773193359
1,28,11,1,0,0,1,1929.0290527344,6871.8559570313,0
1,22,12,0,1,1,0,492.2304992676,7055.7021484375,10092.830078125
1,33,11,1,0,0,1,0,7867.916015625,6281.4331054688
1,22,12,0,0,0,0,6759.994140625,8455.50390625,12590.7099609375
1,29,10,0,1,0,1,0,8853.673828125,5112.0141601563
1,33,12,1,0,1,0,20279.94921875,10941.349609375,15952.599609375
1,25,14,1,0,1,0,35040.0703125,11536.5703125,36646.94921875
1,35,9,1,0,1,1,13602.4296875,13830.6396484375,12803.9697265625
1,35,8,1,0,1,1,13732.0703125,17976.150390625,3786.6279296875
1,33,11,1,0,1,1,14660.7099609375,25142.240234375,4181.9418945313
0,23,10,1,0,0,1,0,0,0
0,26,12,0,0,0,0,0,0,12383.6796875
0,22,9,1,0,0,1,0,0,0
0,18,9,1,0,0,1,0,0,10740.080078125
0,45,11,1,0,0,1,0,0,11796.4697265625
0,18,9,1,0,0,1,0,0,9227.0517578125
0,24,8,0,0,0,1,0,0,10569.26953125
0,34,11,1,0,1,1,0,0,6040.3349609375
0,24,4,0,1,0,1,0,0,3880.8330078125
0,36,10,1,0,0,1,0,0,0
0,21,14,1,0,0,0,0,0,5775.0620117188
0,28,9,1,0,0,1,0,0,0
0,27,7,1,0,1,1,0,0,0
0,19,11,0,0,0,1,0,0,0
0,20,8,1,0,0,1,0,0,0
0,34,12,1,0,0,0,0,0,2113.7219238281
0,24,10,1,0,0,1,0,0,7618.6391601563
0,22,8,0,1,0,1,0,0,9920.9453125
0,25,11,1,0,0,1,0,0,4196.375
0,39,9,1,0,0,1,0,0,0
0,19,9,1,0,1,1,0,0,16658.25
0,44,9,1,0,0,1,0,0,9722.0029296875
0,27,8,1,0,0,1,0,0,3783.6599121094
0,25,8,1,0,0,1,0,0,3515.9289550781
0,31,10,1,0,0,1,0,0,17014.58984375
0,34,10,1,0,1,1,0,0,0
0,21,7,0,1,0,1,0,0,0
0,33,12,1,0,0,0,0,0,5970.2568359375
0,18,10,0,1,0,1,0,0,1859.1669921875
0,26,12,1,0,1,0,0,0,6191.9428710938
0,31,12,1,0,0,0,0,0,7284.3940429688
0,35,10,1,0,0,1,0,0,445.8309020996
0,20,12,1,0,0,0,0,0,0
0,25,11,1,0,0,1,0,0,0
0,25,10,1,0,0,1,0,0,7367.0400390625
0,35,11,1,0,0,1,0,0,0
0,20,10,1,0,0,1,0,0,2015.5030517578
0,25,9,0,1,0,1,0,0,15791.1298828125
0,27,10,1,0,0,1,0,0,1135.4699707031
0,20,11,0,1,0,1,0,0,6378.7202148438
0,26,11,1,0,0,1,0,0,7176.1870117188
0,38,8,1,0,0,1,0,0,0
0,34,10,1,0,0,1,0,0,7952.5400390625
0,19,12,1,0,0,0,0,0,0
0,32,8,1,0,0,1,0,0,7152.1318359375
0,20,9,0,1,0,1,0,0,8329.8232421875
0,23,10,1,0,0,1,0,0,0
0,38,10,1,0,0,1,0,0,12429.91015625
0,24,11,1,0,0,1,0,0,0
0,23,11,1,0,0,1,0,0,5088.759765625
0,20,7,0,1,0,1,0,0,4374.0400390625
0,21,11,1,0,0,1,0,0,1553.291015625
0,25,10,1,0,0,1,0,0,0
0,22,11,1,0,1,1,0,0,1698.3039550781
0,23,11,1,0,0,1,0,0,0
0,24,12,0,0,0,0,0,0,11294.6298828125
0,29,11,1,0,0,1,0,0,0
0,24,11,1,0,0,1,0,0,14626.3896484375
0,22,9,1,0,0,1,0,0,12898.3798828125
0,28,11,1,0,0,1,0,0,5767.1328125
0,18,10,0,1,0,1,0,0,6527.9189453125
0,26,10,1,0,0,1,0,0,3931.2380371094
0,25,10,1,0,0,1,0,0,20942.240234375
0,24,10,1,0,0,1,0,0,0
0,26,5,1,0,0,1,0,0,0
0,36,10,1,0,0,1,0,0,14690.349609375
0,22,11,1,0,0,1,0,0,0
0,25,12,1,0,0,0,0,0,3418.0969238281
0,27,11,1,0,0,1,0,0,11197.33984375
0,29,8,1,0,0,1,0,0,0
0,24,12,1,0,0,0,0,0,0
0,22,10,1,0,0,1,0,0,0
0,24,7,1,0,0,1,0,0,1455.6899414063
0,29,12,1,0,0,0,0,0,1890.9370117188
0,25,11,0,1,1,1,0,0,4485.6162109375
0,30,12,1,0,0,0,0,0,13613.349609375
0,22,8,1,0,0,1,0,0,1390.5090332031
0,55,3,1,0,0,1,0,0,5843.7958984375
0,20,10,1,0,0,1,0,0,8598.5224609375
0,34,11,1,0,0,1,0,0,2920.1989746094
0,22,12,1,0,0,0,0,0,0
0,32,12,0,1,1,0,0,0,6735.3198242188
0,31,10,1,0,0,1,0,0,0
0,18,9,1,0,0,1,0,0,0
0,50,10,0,1,0,1,0,0,0
0,25,11,1,0,1,1,0,0,44.7554588318
0,23,10,1,0,1,1,0,0,0
0,38,10,1,0,0,1,0,0,0
0,25,10,1,0,1,1,0,0,3701.8120117188
0,42,10,1,0,0,1,0,0,6930.3359375
0,39,12,1,0,1,0,0,0,3795.7990722656
0,34,13,1,0,1,0,0,0,5193.2470703125
0,24,7,1,0,0,1,0,0,2193.5280761719
0,32,11,1,0,0,1,0,0,11120.5302734375
0,27,13,1,0,0,0,0,0,7609.5180664063
0,26,10,1,0,0,1,0,0,2169.0270996094
0,44,11,1,0,0,1,0,0,0
0,25,11,1,0,0,1,0,0,1264.2320556641
0,25,12,1,0,0,0,0,0,0
0,28,12,1,0,1,0,0,0,0
0,32,10,1,0,0,1,0,0,0
0,22,10,1,0,0,1,0,0,0
0,19,9,1,0,0,1,0,0,5712.6430664063
0,31,10,1,0,1,1,0,0,0
0,23,11,1,0,0,1,0,0,0
0,33,11,1,0,0,1,0,0,0
0,27,10,1,0,0,1,0,0,1184.8819580078
0,29,11,1,0,1,1,0,0,10225.8798828125
0,23,10,1,0,0,1,0,0,0
0,25,9,1,0,1,1,0,0,4715.37109375
0,25,10,1,0,0,1,0,0,289.7898864746
0,24,10,1,0,0,1,0,0,0
0,28,8,0,0,0,1,0,0,8190.4208984375
0,26,6,1,0,0,1,0,0,4813.0498046875
0,30,14,1,0,1,0,0,0,7344.6782226563
0,25,10,1,0,1,1,0,0,0
0,29,11,1,0,1,1,0,0,0
0,25,12,1,0,1,0,0,0,0
0,28,13,1,0,0,0,0,0,0
0,23,11,1,0,0,1,0,0,4350.9072265625
0,54,11,1,0,0,1,0,0,7812.5219726563
0,33,5,0,1,0,1,0,0,0
0,20,8,1,0,0,1,0,0,3644.6550292969
0,45,9,1,0,0,1,0,0,4844.8032226563
0,39,6,1,0,0,1,0,0,0
0,26,12,1,0,0,0,0,0,0
0,23,10,1,0,0,1,0,0,0
0,27,12,0,0,0,0,0,0,14792.900390625
0,33,9,0,1,1,1,0,0,0
0,25,10,1,0,1,1,0,0,0
0,23,8,1,0,0,1,0,0,3746.7009277344
0,18,8,1,0,0,1,0,0,1568.1500244141
0,17,8,1,0,0,1,0,0,7010.4438476563
0,19,9,0,1,0,1,0,0,3811.6831054688
0,18,8,0,1,0,1,0,0,10798.5595703125
0,18,11,1,0,0,1,0,0,4657.2729492188
0,17,11,1,0,0,1,0,0,8551.533203125
0,19,10,1,0,0,1,0,0,4309.8779296875
0,19,10,1,0,0,1,0,0,5286.3959960938
0,18,9,1,0,0,1,0,0,12486.169921875
0,18,9,1,0,0,1,0,0,10877.349609375
0,18,10,1,0,0,1,0,0,202.2846984863
0,17,10,1,0,0,1,0,0,2657.705078125
0,18,7,1,0,0,1,0,0,4132.5771484375
0,18,11,1,0,0,1,0,0,11303.1396484375
0,19,10,0,1,0,1,0,0,0
0,18,9,1,0,0,1,0,0,0
0,17,10,1,0,0,1,0,0,0
0,17,10,1,0,0,1,0,0,2189.4260253906
0,19,11,1,0,0,1,0,0,0
0,17,8,0,0,0,1,0,0,10210.990234375
0,18,10,1,0,0,1,0,0,11048.080078125
0,18,9,1,0,0,1,0,0,0
0,17,8,1,0,0,1,0,0,8993.865234375
0,19,6,0,1,0,1,0,0,5071.80078125
0,19,10,0,0,0,1,0,0,3194.0100097656
0,17,11,0,0,0,1,0,0,0
0,20,9,1,0,0,1,0,0,5193.0888671875
0,17,9,1,0,0,1,0,0,0
0,17,10,1,0,0,1,0,0,275.5661010742
0,17,9,1,0,0,1,0,0,3590.7019042969
0,19,11,1,0,0,1,0,0,0
0,19,10,1,0,1,1,0,0,12797.669921875
0,20,9,1,0,0,1,0,0,2035.9139404297
0,18,9,1,0,0,1,0,0,2389.6789550781
0,18,11,1,0,0,1,0,0,0
0,17,10,0,1,0,1,0,0,8469.275390625
0,19,11,1,0,0,1,0,0,0
0,17,10,1,0,0,1,0,0,1143.3869628906
0,17,9,0,1,0,1,0,0,5114.8139648438
0,18,10,1,0,0,1,0,0,781.2243041992
0,21,9,1,0,0,1,591.4990844727,0,3343.2241210938
0,18,10,1,0,0,1,1563.2490234375,0,9602.439453125
0,19,11,1,0,0,1,1626.623046875,0,0
0,24,9,1,0,0,1,2788.498046875,0,16461.5703125
0,28,11,0,1,1,1,3472.9479980469,0,6771.6220703125
0,25,11,1,0,0,1,5281.2451171875,0,0
0,21,7,1,0,0,1,33799.94921875,0,11011.5703125
0,39,11,1,0,0,1,0,83.6896362305,0
0,36,12,1,0,0,0,0,142.3972930908,0
0,24,12,1,0,0,0,0,159.8847045898,0
0,17,11,1,0,0,1,989.2678222656,165.2077026367,4251.126953125
0,18,10,1,0,0,1,960.4268188477,240.1067047119,2891.66796875
0,18,10,1,0,0,1,0,273.5524902344,5514.365234375
0,28,10,1,0,0,1,1471.29296875,367.8233947754,4858.8950195313
0,27,13,0,0,0,0,5214.3061523438,474.5018005371,4812.576171875
0,31,12,0,0,0,0,0,494.6430053711,0
0,22,9,1,0,0,1,0,506.4075927734,604.1987304688
0,31,10,1,0,0,1,0,520.4462890625,14527.8798828125
0,26,10,1,0,1,1,6140.3671875,558.7733764648,0
0,18,9,0,0,0,1,0,559.5960083008,7300.498046875
0,23,11,1,0,0,1,6382.3090820313,580.7901000977,0
0,20,12,1,0,0,0,0,591.8151245117,4159.9189453125
0,19,10,1,0,0,1,0,604.1538696289,0
0,18,11,1,0,0,1,1064.6989746094,645.272277832,5497.5908203125
0,17,10,1,0,0,1,0,664.5689697266,0
0,27,12,1,0,1,0,0,752.3900756836,0
0,27,11,1,0,0,1,3065.1940917969,766.2985839844,0
0,28,12,0,0,0,0,0,803.3430175781,16477.01953125
0,28,11,1,0,0,1,2431.9489746094,863.4794921875,0
0,21,10,1,0,0,1,6661.0629882813,1162.3620605469,39483.53125
0,17,10,0,1,0,1,4905.119140625,1168.9019775391,11306.26953125
0,26,11,1,0,0,1,4699.962890625,1174.9909667969,6672.0209960938
0,29,9,1,0,0,1,0,1203.8239746094,9378.6533203125
0,17,10,0,1,0,1,1203.6090087891,1239.6280517578,5088.9858398438
0,22,11,1,0,0,1,7914.130859375,1321.6600341797,2639.2900390625
0,24,11,1,0,0,1,0,1327.9930419922,9495.90234375
0,20,12,1,0,0,0,557.6987915039,1371.4730224609,20893.109375
0,18,12,1,0,0,0,0,1405.5119628906,0
0,24,11,0,0,0,1,2669.7250976563,1468.3830566406,10361.6904296875
0,21,9,0,0,0,1,2988.412109375,1577.1669921875,1740.1989746094
0,30,8,1,0,0,1,0,1706.6569824219,0
0,31,11,1,0,0,1,17711.880859375,1726.4449462891,0
0,17,10,0,1,0,1,1442.6810302734,1734.5589599609,6354.1938476563
0,19,9,1,0,0,1,8409.626953125,1778.0889892578,7171
0,23,11,1,0,0,1,0,1896.0229492188,5573.546875
0,22,12,1,0,0,0,4380.0170898438,2003.6800537109,439.6881103516
0,29,12,1,0,0,0,22859.439453125,2080.208984375,16969.94921875
0,22,10,1,0,0,1,0,2174.955078125,5344.0209960938
0,29,13,1,0,0,0,718.249206543,2265.5791015625,2725.3220214844
0,19,11,1,0,0,1,721.3405761719,2445.5891113281,9772.283203125
0,17,9,1,0,0,1,0,2595.2670898438,0
0,18,10,1,0,0,1,1716.5090332031,2682.125,0
0,19,12,1,0,0,0,8417,2814.1950683594,1720.9069824219
0,20,6,1,0,0,1,6006.87890625,2850.6101074219,0
0,33,11,1,0,0,1,10523.830078125,2899.8200683594,18859.890625
0,36,11,0,1,0,1,5443.7338867188,3063.8779296875,1324.5419921875
0,25,11,1,0,0,1,15209.990234375,3072.7260742188,284.6583862305
0,19,11,1,0,0,1,3504.0139160156,3285.6799316406,11195.9296875
0,23,8,1,0,0,1,7724.283203125,3403.0559082031,0
0,17,11,1,0,0,1,4080.7299804688,3796.0290527344,0
0,43,10,1,0,0,1,2502.8679199219,4128.4428710938,7565.2729492188
0,26,11,1,0,1,1,0,4184.7319335938,0
0,27,11,1,0,1,1,0,4491.8837890625,0
0,19,11,1,0,0,1,6337.4921875,4503.0639648438,0
0,28,11,1,0,1,1,8593.1630859375,5393.8950195313,4974.5859375
0,28,12,1,0,1,0,10585.1298828125,5551.4560546875,12780.01953125
0,26,8,1,0,0,1,1126.2900390625,5562.5981445313,3523.5778808594
0,31,12,1,0,0,0,0,5613.9091796875,0
0,23,11,1,0,0,1,7617.3618164063,5716.4072265625,10274.83984375
0,20,12,1,0,0,0,7182.4921875,6004.7280273438,4779.7202148438
0,28,10,1,0,1,1,8293.3447265625,6449.4799804688,16988.1796875
0,39,12,1,0,1,0,19785.3203125,6608.1372070313,499.2572021484
0,21,8,1,0,0,1,39570.6796875,6608.3041992188,3083.5810546875
0,22,11,1,0,0,1,8810.0673828125,6974.4838867188,3708.7189941406
0,20,11,1,0,0,1,8009.1640625,7666.875,7659.2177734375
0,21,11,0,1,0,1,2992.5339355469,8920.470703125,20857.83984375
0,23,12,0,1,0,0,5721.6958007813,8960.68359375,7078.1782226563
0,29,9,1,0,0,1,9268.943359375,9160.693359375,0
0,28,9,1,0,1,1,10222.41015625,9210.447265625,1239.8439941406
0,30,11,1,0,1,1,0,9311.9384765625,3982.8010253906
0,25,10,1,0,1,1,13519.9697265625,9319.4443359375,0
0,28,11,1,0,1,1,824.3889160156,10033.91015625,0
0,22,10,0,0,0,1,27864.359375,10598.669921875,7094.919921875
0,44,9,1,0,1,1,12260.7802734375,10857.240234375,12359.3095703125
0,21,9,1,0,0,1,31886.4296875,12357.2197265625,0
0,28,11,1,0,0,1,17491.44921875,13371.25,0
0,29,9,0,1,0,1,9594.3076171875,16341.16015625,16900.30078125
0,25,9,1,0,1,1,24731.619140625,16946.630859375,7343.9638671875
0,22,10,0,0,1,1,25720.919921875,23031.98046875,5448.80078125
0,45,11,0,0,1,1,21516.669921875,25243.55078125,25564.669921875
0,21,14,0,0,0,0,3175.9709472656,5852.5649414063,13496.080078125
0,38,12,0,0,1,0,23039.01953125,25130.759765625,25564.669921875
0,48,6,0,0,1,1,24994.369140625,25243.55078125,25564.669921875
0,18,8,0,0,1,1,1669.2950439453,10727.6103515625,9860.869140625
0,22,11,0,0,1,1,16365.759765625,18449.26953125,25564.669921875
0,48,10,0,0,1,1,16804.630859375,16354.599609375,18059.30078125
0,18,11,0,0,0,1,1144.2120361328,3620.0319824219,15739.26953125
0,48,9,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,45,12,0,0,1,0,25862.3203125,0,3924.8420410156
0,34,14,0,0,1,0,25862.3203125,23746.83984375,25564.669921875
0,16,10,0,0,0,1,1026.6560058594,1224.5810546875,6847.78515625
0,53,10,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,19,12,0,0,0,0,867.9552001953,4386.2900390625,8777.6962890625
0,27,12,0,0,1,0,25862.3203125,19047.240234375,19214.880859375
0,32,10,0,0,1,1,20427.3203125,23374.44921875,9179.63671875
0,27,12,0,0,1,0,20983.75,14822.080078125,25564.669921875
0,46,7,0,0,1,1,19171.4296875,1317.6770019531,0
0,24,13,0,0,0,0,20830.919921875,25243.55078125,23903.7109375
0,22,13,0,0,0,0,11036.5498046875,10351.650390625,6556.6728515625
0,49,10,0,0,1,1,391.8533935547,0,0
0,17,10,0,0,0,1,0,0,4755.32421875
0,29,14,0,0,1,0,21499.029296875,22586.7109375,20923.130859375
0,28,16,0,0,1,0,16500.94921875,0,10267.240234375
0,46,12,0,0,1,0,24814.109375,24967.83984375,19339.009765625
0,26,17,1,0,1,0,0,0,4753.8461914063
0,49,12,0,0,0,0,25862.3203125,25243.55078125,25564.669921875
0,51,10,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,51,10,0,0,1,1,22923.419921875,21725.560546875,10348.51953125
0,27,11,0,0,1,1,17022.109375,18123.439453125,18490.7890625
0,23,13,0,0,0,0,19098.9296875,21014.810546875,0
0,27,10,0,0,1,1,7952.6640625,9755.4677734375,13105.9599609375
0,38,10,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,32,8,0,0,0,1,7186.5908203125,6149.7578125,8414.1748046875
0,34,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,26,18,0,0,1,0,20971.990234375,21883.109375,25564.669921875
0,21,13,0,0,0,0,8638.4072265625,8176.4028320313,6753.2099609375
0,39,8,0,1,0,1,13499.349609375,16383.240234375,16461.869140625
0,17,8,1,0,0,1,0,451.1612854004,0
0,22,11,0,1,1,1,17466.859375,17779.689453125,14438.8701171875
0,21,12,0,1,0,0,0,0,0
0,44,9,0,1,1,1,15390.0400390625,14886.5302734375,12634.5595703125
0,26,10,0,1,1,1,17125.94921875,17446.689453125,13518.240234375
0,54,4,0,1,1,1,13350.4404296875,13180.349609375,13741.3798828125
0,42,12,0,1,1,0,21663.609375,22013.810546875,19941.919921875
0,25,12,0,0,0,0,8105.4868164063,11869.83984375,6170.9858398438
0,20,13,0,0,0,0,317.4012145996,214.8386993408,0
0,44,11,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
0,33,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
0,40,12,0,0,1,0,25862.3203125,14494.4501953125,25564.669921875
0,25,16,0,0,1,0,21048.400390625,22916.130859375,23574.169921875
0,33,12,0,0,0,0,12694.08984375,13046.080078125,11264.7099609375
0,52,13,1,0,0,0,19827.779296875,19668.48046875,18437.58984375
