"id","water_bill","barrel","yard_size","home_garden","attitude_env","temperature","county","year","post","treat"
67,219.04,0,11316,"No home garden",8,73.9878125,"Travis",2018,0,0
68,287.82,0,23572,"No home garden",4,79.480625,"Hays",2018,0,0
69,253.42,0,29730,"No home garden",5,70.529375,"Guadalupe",2018,0,0
70,206.44,0,12860,"No home garden",6,67.0709375,"Guadalupe",2018,0,0
71,213.55,0,13761,"No home garden",5,58.1196875,"Hays",2018,0,0
73,227.28,0,31993,"Home garden",5,68.495,"Travis",2018,0,0
75,254.44,0,36695,"Home garden",5,61.7815625,"Guadalupe",2018,0,0
76,223,0,16829,"No home garden",1,55.2715625,"Travis",2018,0,0
77,212.64,0,26067,"Home garden",7,63.0021875,"Comal",2018,0,0
78,224.06,0,23897,"No home garden",7,70.1225,"Comal",2018,0,0
79,234.41,0,34248,"Home garden",7,70.1225,"Hays",2018,0,0
80,257.09,0,28608,"Home garden",7,75.81875,"Hays",2018,0,0
82,244.96,0,24637,"Home garden",6,67.8846875,"Comal",2018,0,0
83,252.02,0,29531,"Home garden",6,64.6296875,"Comal",2018,0,0
84,214.61,0,18565,"No home garden",5,66.05375,"Hays",2018,0,0
85,219.13,0,19108,"No home garden",1,75.411875,"Guadalupe",2018,0,0
86,245.27,0,30574,"Home garden",6,75.6153125,"Guadalupe",2018,0,0
87,229.19,0,20286,"No home garden",4,63.0021875,"Hays",2018,0,0
88,263.65,0,16218,"No home garden",4,71.1396875,"Guadalupe",2018,0,0
89,182.68,0,18107,"No home garden",7,66.6640625,"Hays",2018,0,0
90,218.32,0,23129,"Home garden",8,73.9878125,"Travis",2018,0,0
93,247.13,0,12219,"No home garden",2,85.990625,"Guadalupe",2018,0,0
94,217.41,0,27721,"Home garden",6,53.03375,"Guadalupe",2018,0,0
95,244.46,0,18977,"No home garden",4,81.515,"Comal",2018,0,0
98,193.69,0,16333,"No home garden",6,63.6125,"Hays",2018,0,0
99,267.4,0,26412,"No home garden",6,72.3603125,"Hays",2018,0,0
101,218.11,0,22827,"No home garden",3,57.1025,"Hays",2018,0,0
102,270.05,0,28279,"No home garden",4,67.274375,"Comal",2018,0,0
104,178.38,0,11176,"No home garden",6,55.881875,"Travis",2018,0,0
105,175.22,0,10682,"No home garden",6,56.4921875,"Guadalupe",2018,0,0
106,250.71,0,25144,"No home garden",4,70.3259375,"Guadalupe",2018,0,0
107,239.01,0,22087,"No home garden",5,70.3259375,"Guadalupe",2018,0,0
109,221.65,0,26079,"No home garden",5,69.715625,"Hays",2018,0,0
110,212.91,0,21691,"No home garden",5,63.8159375,"Hays",2018,0,0
113,230.27,0,26331,"Home garden",8,75.6153125,"Comal",2018,0,0
114,257.66,0,32150,"No home garden",4,67.8846875,"Travis",2018,0,0
119,218.62,0,21556,"No home garden",4,73.1740625,"Comal",2018,0,0
124,234.73,0,19757,"No home garden",5,88.2284375,"Guadalupe",2018,0,0
125,251.71,0,24519,"No home garden",5,71.75,"Hays",2018,0,0
126,194.99,0,27526,"No home garden",6,47.1340625,"Comal",2018,0,0
127,225.89,0,22271,"No home garden",6,68.495,"Travis",2018,0,0
128,235.78,0,17550,"No home garden",3,74.598125,"Guadalupe",2018,0,0
129,216.38,0,22228,"No home garden",3,55.475,"Comal",2018,0,0
132,216.38,0,19544,"No home garden",7,56.8990625,"Travis",2018,0,0
134,223.57,0,14885,"No home garden",7,69.9190625,"Guadalupe",2018,0,0
135,281.43,0,27255,"No home garden",5,96.569375,"Guadalupe",2018,0,0
136,233.91,0,22252,"No home garden",5,66.460625,"Guadalupe",2018,0,0
138,227,0,28339,"No home garden",4,58.323125,"Comal",2018,0,0
142,243.03,0,26763,"No home garden",5,84.363125,"Travis",2018,0,0
143,241.5,0,20645,"No home garden",6,68.2915625,"Guadalupe",2018,0,0
144,212.11,0,11961,"No home garden",4,73.1740625,"Comal",2018,0,0
145,187.78,0,17118,"No home garden",7,71.343125,"Comal",2018,0,0
146,228.93,0,28364,"Home garden",6,68.088125,"Hays",2018,0,0
150,213.13,0,22450,"No home garden",7,65.24,"Guadalupe",2018,0,0
152,264.03,0,27979,"No home garden",2,75.411875,"Guadalupe",2018,0,0
153,170.94,0,6885,"No home garden",7,64.42625,"Guadalupe",2018,0,0
155,223.55,0,18034,"No home garden",5,75.005,"Travis",2018,0,0
157,245.53,0,13369,"No home garden",2,80.70125,"Travis",2018,0,0
160,174.87,0,6049,"No home garden",6,66.05375,"Guadalupe",2018,0,0
161,217.44,0,28028,"No home garden",6,70.7328125,"Hays",2018,0,0
162,168.98,0,24006,"Home garden",8,55.6784375,"Travis",2018,0,0
163,193.86,0,22052,"No home garden",4,54.8646875,"Travis",2018,0,0
164,219.74,0,27177,"No home garden",6,70.93625,"Comal",2018,0,0
167,242,0,34602,"No home garden",4,71.5465625,"Comal",2018,0,0
168,235.19,0,24962,"No home garden",5,68.088125,"Hays",2018,0,0
169,168.35,0,7522,"No home garden",9,77.6496875,"Guadalupe",2018,0,0
170,256.56,0,30832,"No home garden",3,66.6640625,"Hays",2018,0,0
171,278.48,0,33357,"Home garden",7,79.6840625,"Travis",2018,0,0
172,261.39,0,28891,"No home garden",4,71.9534375,"Hays",2018,0,0
174,254.93,0,22879,"No home garden",1,75.005,"Travis",2018,0,0
177,240.35,0,38750,"No home garden",4,57.91625,"Travis",2018,0,0
178,215.35,0,10549,"No home garden",6,73.3775,"Hays",2018,0,0
179,244.16,0,16835,"No home garden",2,75.6153125,"Hays",2018,0,0
180,261.26,0,29641,"No home garden",5,59.7471875,"Comal",2018,0,0
181,170.42,0,1950,"No home garden",7,67.68125,"Guadalupe",2018,0,0
184,217.84,0,23409,"No home garden",5,68.2915625,"Hays",2018,0,0
185,292.06,0,36306,"No home garden",3,84.1596875,"Comal",2018,0,0
186,195.83,0,14235,"No home garden",8,75.2084375,"Travis",2018,0,0
188,187.77,0,19659,"No home garden",5,48.558125,"Hays",2018,0,0
192,287.74,0,36826,"Home garden",7,78.666875,"Comal",2018,0,0
193,211.1,0,17097,"No home garden",5,63.4090625,"Comal",2018,0,0
194,219.79,0,14804,"No home garden",5,87.8215625,"Guadalupe",2018,0,0
199,287.96,0,39000,"Home garden",4,80.9046875,"Travis",2018,0,0
202,167.46,0,7235,"No home garden",9,68.2915625,"Travis",2018,0,0
203,231.78,0,19168,"No home garden",6,65.8503125,"Hays",2018,0,0
204,278.05,0,28649,"Home garden",8,85.58375,"Comal",2018,0,0
205,224.18,0,17615,"No home garden",3,78.666875,"Guadalupe",2018,0,0
207,228.78,0,29426,"Home garden",6,61.7815625,"Guadalupe",2018,0,0
208,209.46,0,22186,"No home garden",5,52.8303125,"Guadalupe",2018,0,0
209,254.34,0,24699,"Home garden",8,72.3603125,"Guadalupe",2018,0,0
212,225.08,0,28699,"No home garden",6,57.3059375,"Guadalupe",2018,0,0
213,217.1,0,22377,"No home garden",5,57.7128125,"Comal",2018,0,0
215,200.23,0,17516,"No home garden",7,72.3603125,"Comal",2018,0,0
216,222.2,0,24901,"Home garden",9,71.5465625,"Hays",2018,0,0
223,250.41,0,26493,"No home garden",4,79.07375,"Travis",2018,0,0
226,217.07,0,26145,"No home garden",5,66.2571875,"Guadalupe",2018,0,0
228,268.45,0,28862,"No home garden",4,79.07375,"Travis",2018,0,0
229,246.05,0,28305,"No home garden",4,74.598125,"Comal",2018,0,0
230,202.51,0,22778,"Home garden",7,74.3946875,"Hays",2018,0,0
231,210.98,0,28042,"No home garden",6,46.3203125,"Comal",2018,0,0
232,219.92,0,20065,"No home garden",3,78.8703125,"Guadalupe",2018,0,0
233,190.16,0,8463,"No home garden",6,60.9678125,"Comal",2018,0,0
235,182.9,0,22067,"Home garden",8,52.0165625,"Travis",2018,0,0
236,232.13,0,12730,"No home garden",3,82.5321875,"Guadalupe",2018,0,0
237,244.1,0,23102,"No home garden",5,85.7871875,"Travis",2018,0,0
238,236.51,0,25148,"Home garden",6,69.9190625,"Comal",2018,0,0
239,233.59,0,29420,"No home garden",5,66.8675,"Guadalupe",2018,0,0
241,237.27,0,26237,"No home garden",4,70.529375,"Guadalupe",2018,0,0
242,240.59,0,16245,"No home garden",2,78.0565625,"Guadalupe",2018,0,0
243,228.03,0,20156,"No home garden",4,77.2428125,"Travis",2018,0,0
244,245.57,0,12116,"No home garden",3,90.46625,"Comal",2018,0,0
245,274.72,0,27499,"No home garden",4,90.873125,"Hays",2018,0,0
248,200.29,0,14483,"No home garden",7,66.8675,"Guadalupe",2018,0,0
250,200.91,0,17426,"No home garden",7,50.5925,"Comal",2018,0,0
251,179.23,0,10322,"No home garden",6,58.1196875,"Travis",2018,0,0
252,198.61,0,10334,"No home garden",6,81.3115625,"Guadalupe",2018,0,0
253,270.99,0,31526,"Home garden",5,66.8675,"Hays",2018,0,0
254,220.12,0,14850,"No home garden",5,78.4634375,"Travis",2018,0,0
255,225.37,0,13115,"No home garden",3,69.5121875,"Comal",2018,0,0
257,252.06,0,24220,"No home garden",5,73.9878125,"Travis",2018,0,0
258,210.19,0,17341,"No home garden",4,52.0165625,"Travis",2018,0,0
259,206.69,0,23242,"No home garden",6,60.5609375,"Guadalupe",2018,0,0
260,285.18,0,38900,"Home garden",7,66.05375,"Comal",2018,0,0
261,224.32,0,12636,"No home garden",5,101.85875,"Comal",2018,0,0
262,210.92,0,25900,"Home garden",7,55.881875,"Guadalupe",2018,0,0
263,258.89,0,30876,"Home garden",6,76.8359375,"Comal",2018,0,0
264,274.52,0,38559,"Home garden",6,69.9190625,"Travis",2018,0,0
266,241.94,0,25847,"No home garden",4,77.039375,"Comal",2018,0,0
267,220.7,0,16846,"No home garden",2,61.985,"Comal",2018,0,0
268,230.96,0,21089,"No home garden",5,69.1053125,"Travis",2018,0,0
269,205.02,0,11424,"No home garden",4,66.2571875,"Guadalupe",2018,0,0
271,241.77,0,22464,"Home garden",7,73.1740625,"Guadalupe",2018,0,0
272,232.26,0,11423,"No home garden",3,85.990625,"Travis",2018,0,0
275,251.84,0,30111,"Home garden",6,74.19125,"Hays",2018,0,0
276,165.88,0,7301,"No home garden",9,66.460625,"Comal",2018,0,0
277,253.51,0,19713,"No home garden",2,86.804375,"Comal",2018,0,0
280,244.95,0,36530,"No home garden",3,70.93625,"Comal",2018,0,0
284,221.59,0,19227,"No home garden",5,83.7528125,"Travis",2018,0,0
285,257.11,0,12084,"No home garden",5,91.0765625,"Guadalupe",2018,0,0
286,231.05,0,20179,"No home garden",7,74.19125,"Travis",2018,0,0
287,199.72,0,13680,"No home garden",4,55.881875,"Hays",2018,0,0
289,209.04,0,9402,"No home garden",4,59.54375,"Travis",2018,0,0
291,219.98,0,5772,"No home garden",5,87.21125,"Hays",2018,0,0
292,198.41,0,25044,"Home garden",8,54.254375,"Comal",2018,0,0
294,223.96,0,11746,"No home garden",3,72.3603125,"Travis",2018,0,0
295,258.9,0,36012,"No home garden",4,70.7328125,"Travis",2018,0,0
296,218.83,0,19909,"No home garden",7,79.8875,"Hays",2018,0,0
297,263.51,0,13791,"No home garden",3,88.2284375,"Comal",2018,0,0
298,212.48,0,17166,"Home garden",8,67.8846875,"Guadalupe",2018,0,0
299,243.84,0,32059,"No home garden",3,59.950625,"Guadalupe",2018,0,0
300,172.51,0,15538,"No home garden",8,62.79875,"Comal",2018,0,0
301,220.47,0,24576,"No home garden",6,71.5465625,"Guadalupe",2018,0,0
302,263.96,0,36060,"Home garden",8,85.58375,"Hays",2018,0,0
303,197.98,0,14428,"No home garden",4,75.005,"Guadalupe",2018,0,0
304,197.22,0,16403,"No home garden",6,72.970625,"Hays",2018,0,0
309,176.04,0,26563,"Home garden",8,50.999375,"Travis",2018,0,0
313,214.66,0,19936,"Home garden",8,59.950625,"Hays",2018,0,0
314,214.13,0,30956,"No home garden",4,41.64125,"Travis",2018,0,0
315,198.66,0,9035,"No home garden",5,59.136875,"Comal",2018,0,0
317,214.57,0,21845,"No home garden",7,62.391875,"Travis",2018,0,0
318,233.84,0,18141,"No home garden",6,75.005,"Comal",2018,0,0
320,234.4,0,24703,"Home garden",9,73.784375,"Hays",2018,0,0
322,209.59,0,23680,"Home garden",9,72.7671875,"Guadalupe",2018,0,0
323,238.72,0,32314,"No home garden",4,59.54375,"Comal",2018,0,0
324,199.38,0,26245,"No home garden",6,46.930625,"Comal",2018,0,0
325,213.76,0,21201,"No home garden",6,72.56375,"Hays",2018,0,0
326,264.43,0,31968,"No home garden",2,79.6840625,"Guadalupe",2018,0,0
327,251.96,0,21966,"No home garden",6,77.039375,"Comal",2018,0,0
328,251.54,0,21619,"No home garden",3,74.3946875,"Hays",2018,0,0
329,252.2,0,29348,"No home garden",5,67.4778125,"Travis",2018,0,0
332,243.47,0,23481,"Home garden",8,77.039375,"Comal",2018,0,0
335,271.13,0,18675,"No home garden",2,84.5665625,"Guadalupe",2018,0,0
336,215.62,0,29744,"Home garden",6,60.1540625,"Comal",2018,0,0
337,218.31,0,29141,"Home garden",9,58.5265625,"Guadalupe",2018,0,0
338,219.9,0,18130,"No home garden",6,67.4778125,"Comal",2018,0,0
342,181.2,0,5752,"No home garden",5,69.1053125,"Hays",2018,0,0
343,214.11,0,18593,"No home garden",4,75.2084375,"Comal",2018,0,0
344,269.58,0,31806,"No home garden",4,94.128125,"Travis",2018,0,0
346,209.39,0,27107,"Home garden",7,60.3575,"Hays",2018,0,0
348,198.69,0,11789,"No home garden",7,64.6296875,"Hays",2018,0,0
349,264.43,0,22098,"No home garden",4,85.3803125,"Hays",2018,0,0
350,181.37,0,9797,"No home garden",3,66.6640625,"Hays",2018,0,0
357,255.57,0,15740,"No home garden",2,79.480625,"Comal",2018,0,0
361,216.61,0,11705,"No home garden",4,69.5121875,"Guadalupe",2018,0,0
362,280.74,0,36420,"Home garden",6,73.784375,"Travis",2018,0,0
363,257.72,0,37060,"Home garden",8,57.1025,"Comal",2018,0,0
364,206.97,0,20577,"No home garden",3,53.6440625,"Comal",2018,0,0
367,221.38,0,8218,"No home garden",3,66.05375,"Comal",2018,0,0
372,203.42,0,20970,"No home garden",6,75.005,"Comal",2018,0,0
374,235.58,0,17070,"No home garden",3,73.5809375,"Travis",2018,0,0
378,228.49,0,22161,"Home garden",8,68.088125,"Travis",2018,0,0
381,189.67,0,13119,"No home garden",4,60.3575,"Guadalupe",2018,0,0
382,243.47,0,24252,"No home garden",5,72.56375,"Guadalupe",2018,0,0
383,240.82,0,17648,"No home garden",5,79.480625,"Travis",2018,0,0
384,143.57,0,3478,"No home garden",4,55.2715625,"Comal",2018,0,0
385,219.99,0,27011,"No home garden",4,52.626875,"Travis",2018,0,0
386,252.85,0,16246,"No home garden",3,73.9878125,"Hays",2018,0,0
387,206.95,0,13220,"No home garden",2,68.495,"Guadalupe",2018,0,0
388,211.46,0,29814,"Home garden",10,58.1196875,"Guadalupe",2018,0,0
392,190.54,0,16959,"No home garden",3,63.0021875,"Comal",2018,0,0
393,275.6,0,34034,"Home garden",8,75.81875,"Comal",2018,0,0
394,206.99,0,14242,"No home garden",7,77.853125,"Comal",2018,0,0
395,186.95,0,7896,"No home garden",4,70.93625,"Hays",2018,0,0
397,206.61,0,11384,"No home garden",5,70.3259375,"Hays",2018,0,0
398,227.45,0,12423,"No home garden",2,78.26,"Travis",2018,0,0
399,199.99,0,11376,"No home garden",6,72.7671875,"Guadalupe",2018,0,0
404,238.12,0,26771,"Home garden",7,77.44625,"Hays",2018,0,0
405,220.85,0,12474,"No home garden",5,77.853125,"Comal",2018,0,0
406,196.27,0,15037,"Home garden",9,63.8159375,"Guadalupe",2018,0,0
407,230.64,0,21735,"Home garden",7,77.2428125,"Travis",2018,0,0
409,217.43,0,21485,"No home garden",6,60.764375,"Travis",2018,0,0
410,216.62,0,19231,"No home garden",6,63.6125,"Guadalupe",2018,0,0
411,198.28,0,11639,"No home garden",4,58.1196875,"Guadalupe",2018,0,0
414,194.44,0,12768,"No home garden",4,58.9334375,"Comal",2018,0,0
416,221.22,0,23186,"No home garden",5,75.005,"Hays",2018,0,0
417,198.47,0,18246,"No home garden",6,65.0365625,"Travis",2018,0,0
419,250.82,0,30214,"No home garden",5,66.2571875,"Comal",2018,0,0
420,182.2,0,9743,"No home garden",7,65.646875,"Hays",2018,0,0
421,167.46,0,14253,"No home garden",6,59.54375,"Hays",2018,0,0
423,207.56,0,21306,"No home garden",5,53.03375,"Travis",2018,0,0
424,170.31,0,12565,"No home garden",6,75.81875,"Travis",2018,0,0
426,278.27,0,28754,"No home garden",1,78.0565625,"Guadalupe",2018,0,0
428,182.31,0,4514,"No home garden",5,75.005,"Guadalupe",2018,0,0
429,266.63,0,28854,"No home garden",5,72.156875,"Guadalupe",2018,0,0
431,281.45,0,25658,"No home garden",1,72.970625,"Travis",2018,0,0
435,220.59,0,14747,"No home garden",2,65.646875,"Travis",2018,0,0
437,199.85,0,19782,"No home garden",3,67.274375,"Comal",2018,0,0
438,211.86,0,3006,"No home garden",8,84.1596875,"Comal",2018,0,0
439,189.65,0,4741,"No home garden",5,84.9734375,"Comal",2018,0,0
440,152.97,0,6697,"Home garden",10,53.03375,"Travis",2018,0,0
442,242.46,0,16104,"No home garden",7,86.1940625,"Travis",2018,0,0
444,218.88,0,11793,"No home garden",2,62.5953125,"Hays",2018,0,0
445,193.6,0,11378,"No home garden",9,76.4290625,"Guadalupe",2018,0,0
446,196.82,0,14103,"No home garden",2,53.8475,"Hays",2018,0,0
448,240.96,0,20782,"Home garden",7,77.853125,"Travis",2018,0,0
449,231.59,0,31260,"Home garden",9,62.1884375,"Hays",2018,0,0
450,258.44,0,20661,"No home garden",2,83.95625,"Travis",2018,0,0
451,220.1,0,13977,"No home garden",4,65.8503125,"Guadalupe",2018,0,0
454,217.34,0,13677,"No home garden",8,75.81875,"Travis",2018,0,0
455,218.35,0,26645,"No home garden",4,56.0853125,"Guadalupe",2018,0,0
456,220.42,0,11934,"No home garden",4,66.05375,"Comal",2018,0,0
457,249.08,0,21117,"No home garden",5,70.3259375,"Hays",2018,0,0
458,242,0,22077,"No home garden",3,60.3575,"Travis",2018,0,0
459,213.58,0,16688,"No home garden",6,72.7671875,"Travis",2018,0,0
461,207.43,0,18839,"No home garden",3,55.068125,"Guadalupe",2018,0,0
463,230.68,0,17226,"No home garden",5,75.6153125,"Comal",2018,0,0
464,193.6,0,3494,"No home garden",5,70.7328125,"Travis",2018,0,0
466,228.4,0,17631,"No home garden",4,67.274375,"Travis",2018,0,0
467,172.5,0,7341,"No home garden",6,69.5121875,"Travis",2018,0,0
468,230.74,0,36758,"Home garden",6,71.75,"Comal",2018,0,0
470,210.65,0,12537,"No home garden",5,69.715625,"Travis",2018,0,0
472,223.06,0,13035,"No home garden",3,65.24,"Hays",2018,0,0
475,265.33,0,33438,"Home garden",5,72.7671875,"Travis",2018,0,0
477,245.16,0,21262,"No home garden",2,60.9678125,"Comal",2018,0,0
480,244.52,0,20398,"No home garden",2,82.32875,"Comal",2018,0,0
481,249.22,0,33642,"Home garden",6,67.0709375,"Travis",2018,0,0
485,250.48,0,19375,"No home garden",2,75.411875,"Guadalupe",2018,0,0
490,222.21,0,8360,"No home garden",4,78.26,"Guadalupe",2018,0,0
491,242.42,0,20315,"No home garden",7,76.4290625,"Hays",2018,0,0
494,281.39,0,21082,"No home garden",2,83.7528125,"Guadalupe",2018,0,0
496,260.23,0,36297,"Home garden",5,63.0021875,"Comal",2018,0,0
499,252,0,29073,"No home garden",4,68.6984375,"Comal",2018,0,0
500,213.46,0,16948,"No home garden",4,59.7471875,"Comal",2018,0,0
505,215.64,0,14717,"No home garden",7,77.44625,"Guadalupe",2018,0,0
506,208.27,0,12366,"No home garden",8,78.666875,"Comal",2018,0,0
509,161.97,0,10577,"No home garden",5,46.52375,"Comal",2018,0,0
511,263.34,0,25056,"No home garden",3,73.9878125,"Guadalupe",2018,0,0
512,242.93,0,19805,"No home garden",7,77.853125,"Guadalupe",2018,0,0
513,221.4,0,21849,"Home garden",8,78.8703125,"Travis",2018,0,0
514,208.71,0,18702,"No home garden",4,40.2171875,"Travis",2018,0,0
517,184.87,0,11769,"No home garden",5,53.03375,"Comal",2018,0,0
518,261.9,0,32678,"No home garden",5,66.2571875,"Travis",2018,0,0
519,205.9,0,4896,"No home garden",3,71.343125,"Travis",2018,0,0
520,283.81,0,20312,"No home garden",1,82.5321875,"Guadalupe",2018,0,0
522,266.83,0,15112,"No home garden",5,75.6153125,"Hays",2018,0,0
524,236.59,0,21597,"Home garden",8,87.618125,"Guadalupe",2018,0,0
525,206.59,0,22765,"No home garden",5,47.744375,"Hays",2018,0,0
528,209.45,0,23827,"No home garden",5,64.2228125,"Guadalupe",2018,0,0
529,224.17,0,6480,"No home garden",4,69.30875,"Travis",2018,0,0
530,225.07,0,19272,"No home garden",6,73.3775,"Comal",2018,0,0
533,237.26,0,15135,"No home garden",6,62.391875,"Travis",2018,0,0
535,225.12,0,32483,"Home garden",7,60.764375,"Guadalupe",2018,0,0
536,252.31,0,32054,"Home garden",7,79.6840625,"Travis",2018,0,0
537,198.81,0,20563,"No home garden",6,58.323125,"Travis",2018,0,0
539,193.04,0,13443,"No home garden",7,57.3059375,"Guadalupe",2018,0,0
541,198.2,0,9706,"No home garden",7,71.5465625,"Guadalupe",2018,0,0
545,190.54,0,6954,"No home garden",3,60.5609375,"Hays",2018,0,0
549,245.59,0,14777,"No home garden",8,83.7528125,"Comal",2018,0,0
551,211.37,0,21492,"No home garden",5,71.1396875,"Guadalupe",2018,0,0
552,175.35,0,12530,"No home garden",8,59.950625,"Guadalupe",2018,0,0
554,197.32,0,7354,"No home garden",2,63.6125,"Guadalupe",2018,0,0
558,222.5,0,19455,"No home garden",3,79.2771875,"Hays",2018,0,0
560,222.7,0,14416,"No home garden",8,79.8875,"Comal",2018,0,0
565,211.36,0,30759,"Home garden",7,59.3403125,"Hays",2018,0,0
568,168.35,0,15692,"No home garden",7,60.5609375,"Comal",2018,0,0
569,212.53,0,19092,"No home garden",5,67.68125,"Hays",2018,0,0
573,236.8,0,22427,"No home garden",4,66.460625,"Comal",2018,0,0
574,195.56,0,7057,"No home garden",6,83.549375,"Comal",2018,0,0
576,224.9,0,15252,"No home garden",7,69.715625,"Travis",2018,0,0
577,257.73,0,23436,"No home garden",4,76.4290625,"Travis",2018,0,0
579,240.2,0,13721,"No home garden",2,79.07375,"Guadalupe",2018,0,0
582,237.93,0,24238,"No home garden",4,75.005,"Travis",2018,0,0
583,226.52,0,21808,"Home garden",7,51.813125,"Hays",2018,0,0
584,205.41,0,13758,"No home garden",5,53.03375,"Hays",2018,0,0
585,273.88,0,29175,"No home garden",4,71.1396875,"Guadalupe",2018,0,0
586,223.22,0,17458,"No home garden",8,72.56375,"Guadalupe",2018,0,0
589,293.19,0,33810,"Home garden",6,80.294375,"Hays",2018,0,0
591,280.41,0,22785,"No home garden",1,96.3659375,"Guadalupe",2018,0,0
593,227.33,0,18669,"Home garden",9,69.9190625,"Guadalupe",2018,0,0
596,224.11,0,25845,"No home garden",4,65.0365625,"Hays",2018,0,0
597,222.38,0,24886,"No home garden",1,60.5609375,"Guadalupe",2018,0,0
599,197.8,0,14287,"No home garden",5,59.54375,"Guadalupe",2018,0,0
601,218.23,0,15306,"No home garden",7,75.81875,"Travis",2018,0,0
603,246.71,0,26687,"No home garden",3,79.6840625,"Hays",2018,0,0
604,257.87,0,16737,"No home garden",4,82.735625,"Hays",2018,0,0
605,195.02,0,14883,"No home garden",8,66.6640625,"Hays",2018,0,0
606,269.92,0,29009,"No home garden",3,67.274375,"Hays",2018,0,0
608,173.21,0,9979,"No home garden",6,48.558125,"Travis",2018,0,0
609,225.84,0,26204,"No home garden",2,55.068125,"Comal",2018,0,0
611,242.14,0,17422,"No home garden",2,72.156875,"Hays",2018,0,0
613,244.03,0,10897,"No home garden",2,86.3975,"Travis",2018,0,0
614,249.77,0,24942,"No home garden",3,75.2084375,"Comal",2018,0,0
616,206.13,0,8666,"No home garden",2,61.578125,"Comal",2018,0,0
618,223.26,0,19414,"No home garden",6,65.4434375,"Travis",2018,0,0
619,274.67,0,27133,"Home garden",8,78.26,"Hays",2018,0,0
620,232.94,0,25427,"No home garden",3,53.6440625,"Hays",2018,0,0
621,247.47,0,28180,"Home garden",7,79.480625,"Comal",2018,0,0
622,205.89,0,10410,"No home garden",2,65.8503125,"Guadalupe",2018,0,0
624,230.7,0,20076,"No home garden",6,79.8875,"Hays",2018,0,0
626,255.14,0,32673,"Home garden",7,79.2771875,"Hays",2018,0,0
627,190.12,0,8868,"No home garden",3,74.8015625,"Guadalupe",2018,0,0
630,216.99,0,20334,"No home garden",7,79.480625,"Comal",2018,0,0
632,163.39,0,10404,"No home garden",4,60.1540625,"Guadalupe",2018,0,0
633,234.34,0,16954,"No home garden",2,80.0909375,"Guadalupe",2018,0,0
634,234.39,0,23877,"No home garden",2,72.56375,"Hays",2018,0,0
635,289.35,0,35562,"No home garden",4,80.0909375,"Guadalupe",2018,0,0
