"id","age","female","performance","retreat","sales"
115,44,0,70.08,TRUE,1958793.38049131
116,50,1,91.37,FALSE,2117502.56772127
117,40,1,60.08,TRUE,1697720.36239985
118,43,1,95.14,FALSE,2286394.88852617
119,54,1,81.45,FALSE,2017693.94917979
120,53,0,80.68,FALSE,1926732.30381365
121,45,0,96.81,FALSE,2228284.52573291
122,50,1,53.01,TRUE,1572508.48004803
123,48,0,85.15,FALSE,2039588.32106037
124,49,0,80.96,FALSE,2006808.30071358
125,41,0,60.93,TRUE,1713769.09476687
126,46,1,77.18,TRUE,2005789.62500991
127,48,1,64.05,TRUE,1861594.40416891
128,51,0,66.8,TRUE,1877420.14914764
129,34,1,69.58,TRUE,1920490.60860093
130,52,0,64.24,TRUE,1762905.95794077
131,42,1,67.98,TRUE,2009891.64411134
132,53,1,81.63,FALSE,2092182.99238447
133,49,0,73.3,TRUE,2004513.78092389
134,42,0,72.82,TRUE,1866990.7960761
135,39,1,79.35,TRUE,2065326.96368755
136,50,0,90.2,FALSE,2163708.86142769
137,43,1,88.21,FALSE,2193996.98147623
138,46,1,81.83,FALSE,2094609.11097714
139,45,0,87.95,FALSE,2194599.19690637
140,51,0,79.78,TRUE,2117909.12242087
141,45,1,82.19,FALSE,2033791.83149941
142,54,0,78.48,TRUE,2039357.27012289
143,41,1,66.61,TRUE,1875503.13643833
144,44,1,61.24,TRUE,1674913.20097802
145,40,1,27.99,TRUE,1379180.36331174
146,43,1,76.46,TRUE,2124277.72712592
147,39,1,80.75,FALSE,1977391.25304647
148,43,1,74.37,TRUE,2064189.67777507
149,47,0,80.94,FALSE,2014708.37991981
150,53,1,96.16,FALSE,2321302.68310873
151,35,0,37.21,TRUE,1443020.69372909
152,46,1,87.84,FALSE,2142333.07006452
153,47,1,90.9,FALSE,2241299.64106365
154,51,1,70.46,TRUE,1869099.51593359
155,41,0,75.81,TRUE,2008605.00493801
156,60,0,99.28,FALSE,2213793.25750928
157,56,1,77.03,TRUE,2122497.7329259
158,45,1,66.45,TRUE,1857998.0223417
159,34,1,53.24,TRUE,1612205.28173646
160,45,0,45.28,TRUE,1532102.77967372
161,41,1,83.58,FALSE,1981995.15461002
162,48,0,59.13,TRUE,1711101.18062763
163,57,0,78.74,TRUE,2029696.45456263
164,50,1,83.99,FALSE,2030115.89360536
165,54,0,99.48,FALSE,2274700.13475573
166,40,1,87.27,FALSE,2257087.40419414
167,40,1,64.69,TRUE,1841394.95020435
168,48,0,64.37,TRUE,1758686.19155673
169,41,1,61.36,TRUE,1811004.0508429
170,47,1,89.28,FALSE,2218516.92762876
171,39,1,71.98,TRUE,1767912.64148124
172,56,0,97.4,FALSE,2279904.02827049
173,35,1,64.75,TRUE,1836398.17858713
174,44,1,59.33,TRUE,1736605.7896825
175,36,1,71.51,TRUE,1914998.90630122
176,31,1,59.22,TRUE,1644459.16300293
177,45,0,68.79,TRUE,1833107.16738483
178,41,0,57.59,TRUE,1663992.54798297
179,35,1,47.1,TRUE,1467225.36617681
180,33,1,74.57,TRUE,1972343.37200634
181,54,0,90.81,FALSE,2185475.20554316
182,45,0,66.36,TRUE,1791811.79747776
183,51,1,81.98,FALSE,2141902.48038577
184,35,0,34.38,TRUE,1426489.52584427
185,58,1,94.86,FALSE,2181212.40456006
186,54,1,82.21,FALSE,2107214.16443169
187,45,0,66.26,TRUE,1813698.13603298
188,48,0,77.94,TRUE,1990694.09606598
189,46,1,84.93,FALSE,2061178.28369538
190,52,0,80.49,FALSE,2080587.50369887
191,49,1,61.11,TRUE,1771295.33986914
192,39,1,60.31,TRUE,1722994.98366272
193,46,0,69.32,TRUE,1822619.07790672
194,48,1,85.64,FALSE,2123494.68054987
195,42,0,59.85,TRUE,1729137.90551893
196,54,1,85.95,FALSE,2065591.40018346
197,47,1,71.49,TRUE,1880031.51093989
198,46,1,80.81,FALSE,1940703.23882399
199,46,1,80.01,FALSE,1920978.29094186
200,56,1,88.93,FALSE,2262811.53874601
201,54,0,72.91,TRUE,2044600.56343532
202,47,1,68.62,TRUE,1778892.86593188
203,59,1,90.45,FALSE,2165617.05252751
204,49,0,79.69,TRUE,2018510.26730496
205,49,0,74.63,TRUE,2013020.36405994
206,53,1,62.03,TRUE,1788079.57041831
207,41,1,74.06,TRUE,1973088.76663458
208,57,0,66.47,TRUE,1894579.74887844
209,52,1,90.65,FALSE,2157539.58371402
210,43,1,58.94,TRUE,1706606.64700535
211,44,1,58.73,TRUE,1753524.81023133
212,45,1,70.11,TRUE,1932713.42699199
213,33,0,39.04,TRUE,1487973.39931778
214,35,1,66.67,TRUE,1803482.98839373
215,42,1,69.83,TRUE,1870264.22338515
216,42,1,69.75,TRUE,1859724.63043828
217,53,1,65.91,TRUE,1832193.31200653
218,42,1,48.74,TRUE,1612080.65355796
219,57,1,65.55,TRUE,1790217.58740697
220,33,1,60.23,TRUE,1730394.9284262
221,47,0,91.03,FALSE,2175169.64248422
222,39,1,81.53,FALSE,1928799.5223349
223,52,0,91.84,FALSE,2155100.53318947
224,36,1,69.97,TRUE,1869303.273624
225,52,0,66.66,TRUE,1844208.20015879
226,43,1,51.34,TRUE,1603887.452748
227,42,1,81.19,FALSE,2103412.73836008
228,40,0,72.07,TRUE,1852575.96130438
229,50,1,95.83,FALSE,2158526.93084825
230,49,1,68.19,TRUE,1741788.02465379
231,54,0,85.73,FALSE,2160808.84408876
232,45,0,79.42,TRUE,2173912.27052817
233,49,1,67.13,TRUE,1799294.01807255
234,46,1,60.14,TRUE,1737767.9882381
235,44,0,80.49,FALSE,1962593.21066089
236,43,0,60.03,TRUE,1793088.37384508
237,50,0,85.52,FALSE,2095492.1927598
238,37,1,56.24,TRUE,1692416.9102871
239,40,1,75.31,TRUE,2067513.6945441
240,56,1,68.63,TRUE,1946504.75426167
241,30,0,65.11,TRUE,1732185.78756227
242,55,1,86.17,FALSE,2174052.26637915
243,51,0,56.1,TRUE,1617267.46705297
244,52,1,87.53,FALSE,2180967.85387414
245,53,0,68.62,TRUE,1775406.80634892
246,53,0,87.94,FALSE,2187254.55775414
247,54,1,79.54,TRUE,2046893.45619921
248,55,0,94.48,FALSE,2134074.86206503
249,52,1,72.68,TRUE,1859891.37203788
250,39,0,51.05,TRUE,1542150.97706495
251,51,0,71.56,TRUE,1956284.57183996
252,43,1,95.85,FALSE,2206589.85315293
253,41,1,85.12,FALSE,2144294.59954832
254,59,1,91.39,FALSE,2198514.96233127
255,45,1,81.47,FALSE,2034413.37187621
256,40,0,67.85,TRUE,1871390.8940268
257,44,1,68.62,TRUE,1904461.44309551
258,51,0,84.57,FALSE,2085237.63954134
259,36,0,89.15,FALSE,2173275.0057774
260,43,1,78.42,TRUE,2198390.21310062
261,43,0,50.3,TRUE,1652104.3078257
262,46,1,74.74,TRUE,2013708.44217347
263,57,0,85.5,FALSE,2131875.57703442
264,59,0,83.51,FALSE,2073506.24455641
265,49,1,82.68,FALSE,1994817.72924268
266,40,1,57.51,TRUE,1679709.49621385
267,42,0,35.13,TRUE,1430517.39682709
268,44,0,65.75,TRUE,1713582.26952408
269,53,1,82.3,FALSE,2007297.42688937
270,49,0,75.94,TRUE,1998621.9302099
271,41,0,83.34,FALSE,1989110.36059093
272,38,0,77.9,TRUE,1956307.9606635
273,50,0,84.32,FALSE,2109621.33318821
274,50,1,85.47,FALSE,1874391.00919837
275,56,1,72.38,TRUE,2051712.52203968
276,38,0,74.73,TRUE,2078583.62328099
277,41,1,83.51,FALSE,1991294.72967583
278,53,1,94.68,FALSE,2172803.09150572
279,54,1,74.62,TRUE,2020211.36891099
280,52,1,86.37,FALSE,2021746.79680645
281,47,1,48.04,TRUE,1528222.73065083
282,46,1,89.14,FALSE,2162808.43545552
283,36,1,46.65,TRUE,1503127.00165194
284,53,1,85.5,FALSE,2050022.0751377
285,36,0,69.22,TRUE,1821412.9409222
286,48,0,53.64,TRUE,1672203.5127162
287,53,0,83.72,FALSE,2071113.07115573
288,45,0,63.04,TRUE,1779998.69019392
289,49,0,76.81,TRUE,2071412.91044345
290,52,1,91.02,FALSE,2264607.28588073
291,42,1,79.93,TRUE,2065916.86883136
292,54,1,79.01,TRUE,2124686.47042269
293,41,0,87.6,FALSE,2130692.17134194
294,48,0,76.2,TRUE,2155608.09881288
295,48,1,68.38,TRUE,1869977.86282609
296,48,1,51.96,TRUE,1611992.33399184
297,41,0,46.09,TRUE,1554805.88040497
298,46,1,73.24,TRUE,1926335.86121336
299,47,1,45.42,TRUE,1530716.28064342
300,46,1,86.96,FALSE,2172173.59951208
301,48,0,98.36,FALSE,2192962.89109546
302,48,0,83.04,FALSE,1956479.6287057
303,46,0,83.68,FALSE,2074079.09777827
304,52,0,98.27,FALSE,2199786.97424693
305,37,0,62.83,TRUE,1681307.65365307
306,50,0,87.2,FALSE,2135720.63799421
307,56,0,79.21,TRUE,2068102.62149947
308,45,1,94.72,FALSE,2188507.54383468
309,39,1,88.31,FALSE,2170362.24609836
310,47,0,77.25,TRUE,2052310.40438806
311,45,1,52.6,TRUE,1593117.18306323
312,41,1,20,TRUE,1358183.9502269
313,33,0,75.29,TRUE,1911790.16078967
314,47,1,77.95,TRUE,2020995.78091364
315,62,0,83.59,FALSE,2017090.72646782
316,44,1,36.41,TRUE,1479105.98959134
317,57,1,92.39,FALSE,2278587.89052347
318,45,1,68.89,TRUE,1849891.2197573
319,54,1,76.06,TRUE,2159885.5849274
320,55,0,84.95,FALSE,2078315.61610061
321,50,0,94.17,FALSE,2200575.55431448
322,47,0,70.51,TRUE,2010017.82388073
323,48,1,75.93,TRUE,2005905.07845686
324,38,1,87.86,FALSE,2167698.68367147
325,53,0,72.6,TRUE,1891004.02932065
326,46,1,80.02,FALSE,2114249.55401028
327,43,0,85.88,FALSE,1997009.43505589
328,40,0,64.37,TRUE,1746526.52396165
329,55,0,80.92,FALSE,1969913.3719697
330,45,1,96.23,FALSE,2206497.25211173
331,49,1,99.13,FALSE,2198371.77656607
332,48,0,84.58,FALSE,2118524.0072621
333,46,0,55.4,TRUE,1682205.98180216
334,42,0,51.14,TRUE,1644209.12453765
335,42,1,68.7,TRUE,1980808.76156888
336,60,1,94.16,FALSE,2241595.69957724
337,49,1,71.09,TRUE,1985193.75755048
338,33,1,30.79,TRUE,1395186.14739162
339,58,0,100,FALSE,2188452.07540633
340,52,0,87.17,FALSE,2032368.31450133
341,49,1,47.41,TRUE,1528935.17496467
342,43,0,63.68,TRUE,1775152.74226423
343,38,0,56.78,TRUE,1595507.86344135
344,32,0,65.43,TRUE,1803411.31875729
345,48,1,63.43,TRUE,1772279.12019259
346,55,0,74.91,TRUE,1903220.46226585
347,45,1,88.74,FALSE,2198989.74671972
348,58,0,91.87,FALSE,2129000.9547335
349,44,0,74.5,TRUE,2009127.85753994
350,45,0,82.3,FALSE,2142491.35001748
351,41,0,88.55,FALSE,1988397.29664328
352,41,1,66.37,TRUE,1956825.954703
353,40,1,72.17,TRUE,1879098.58547033
354,58,0,90.88,FALSE,2183391.58343612
355,55,1,83.7,FALSE,2164422.82680715
356,60,0,76.58,TRUE,1975591.45747032
357,51,0,93.4,FALSE,2198927.91339213
358,36,1,80.17,FALSE,2044294.07625661
359,45,0,86.26,FALSE,2049211.65319221
360,53,0,97.68,FALSE,2358346.47541298
361,47,1,80.16,FALSE,2082171.98641981
362,49,0,83.93,FALSE,2221366.08302222
363,42,0,84.9,FALSE,2146617.13555083
364,40,0,62.96,TRUE,1874723.2203289
365,42,0,72.39,TRUE,2025405.57873772
366,57,1,91.96,FALSE,2235899.72903009
367,44,1,67.38,TRUE,1807846.47242226
368,42,1,77.14,TRUE,1998902.42628909
369,49,1,71.91,TRUE,2072189.98913516
370,49,0,60.36,TRUE,1777727.59355822
371,34,1,72.97,TRUE,2017191.88026684
372,30,1,31.21,TRUE,1404627.91863889
373,47,1,72.94,TRUE,1965014.77192311
374,51,0,92.11,FALSE,2184114.73228306
375,45,0,91.84,FALSE,2207985.33824093
376,64,0,96.67,FALSE,2176362.032079
377,54,1,87.51,FALSE,2207408.91758603
378,42,0,86.72,FALSE,2179709.12521724
379,52,0,84.94,FALSE,2152869.47605584
380,41,1,58.54,TRUE,1762298.38834766
381,52,0,92.29,FALSE,2243593.19978787
382,53,0,74.75,TRUE,1904401.07361598
383,42,0,64.7,TRUE,1766886.16730302
384,41,0,77.68,TRUE,2074993.93010209
385,46,1,71.8,TRUE,2024976.09971903
386,59,0,89.05,FALSE,2183720.39471831
387,47,0,92.41,FALSE,2196390.43111556
388,47,1,69.77,TRUE,1935486.81015901
389,43,1,82.1,FALSE,2101013.57759306
390,49,1,68.49,TRUE,1900497.89289345
391,47,1,67.64,TRUE,1826790.92564655
392,49,0,38.69,TRUE,1501026.82877263
393,38,0,82.09,FALSE,2052719.71914402
394,56,0,57.53,TRUE,1696076.0907045
395,64,0,85.52,FALSE,2090788.50282854
396,39,1,93.91,FALSE,2192519.63982724
397,51,1,91.64,FALSE,2164966.8523355
398,57,1,77.89,TRUE,2098877.60706135
399,44,0,73.16,TRUE,1961776.58351187
400,40,1,87.43,FALSE,2109977.21896778
401,38,0,70.56,TRUE,1873074.30342709
402,34,0,59.3,TRUE,1774197.16436533
403,50,1,92.47,FALSE,2160928.77569543
404,53,1,96.78,FALSE,2233679.19884919
405,59,1,92.25,FALSE,2288779.52324097
406,45,1,88.41,FALSE,2032021.89547575
407,52,1,80.29,FALSE,2047459.72146233
408,38,1,53.94,TRUE,1639279.06846404
409,39,0,69.64,TRUE,1910816.66819903
410,44,1,84.39,FALSE,2171212.17204904
411,53,1,75.94,TRUE,1990921.68114662
412,47,1,83.51,FALSE,2116203.45420837
413,38,1,48.78,TRUE,1555730.32383982
414,31,1,47.57,TRUE,1550895.65583088
415,54,0,91.31,FALSE,2212697.83498518
416,52,0,86.75,FALSE,2082692.84566905
417,54,1,95.37,FALSE,2242506.54088763
418,40,1,66.32,TRUE,1811859.74111562
419,41,1,70.5,TRUE,1907997.00610901
420,41,0,87.88,FALSE,2155081.35617543
421,40,0,59.94,TRUE,1665005.56826121
422,43,1,93.56,FALSE,2247816.33672569
423,45,0,90.8,FALSE,2305691.39479472
424,50,1,76,TRUE,1968911.44660078
425,42,0,64.23,TRUE,1777903.53987507
426,50,1,58.42,TRUE,1637822.27143471
427,49,1,51.07,TRUE,1615188.25790178
428,46,0,91.85,FALSE,2155365.23533354
429,53,0,58.98,TRUE,1873513.07342857
430,43,1,77.19,TRUE,2059596.26687167
431,51,1,79.5,TRUE,2111412.78713566
432,55,0,94.3,FALSE,2167199.36317338
433,41,0,64.59,TRUE,1767820.044717
434,39,1,67.83,TRUE,1870487.17866749
435,46,1,75.52,TRUE,1985905.02074013
436,38,0,90.24,FALSE,2074811.50070882
437,51,0,87.85,FALSE,2047987.29955606
438,48,1,75.43,TRUE,2026917.14567001
439,43,0,49.43,TRUE,1493322.09764814
440,47,1,81.43,FALSE,1963251.8954944
441,54,1,88.23,FALSE,2195085.98070035
442,36,0,64.53,TRUE,1715800.56898704
443,39,1,66.14,TRUE,1866234.34984066
444,50,1,40.66,TRUE,1537777.43410281
445,37,1,35.3,TRUE,1445321.72492256
446,51,1,77.79,TRUE,2166026.11769908
447,46,1,75.17,TRUE,1961680.23470781
448,49,1,85.85,FALSE,2147195.45164179
449,48,0,87.96,FALSE,2128897.15793334
450,51,1,81.16,FALSE,2107707.9202592
451,44,0,70.62,TRUE,2151161.21121249
452,36,1,75.7,TRUE,2010833.5843559
453,33,0,71.19,TRUE,1989118.84163783
454,39,0,71.23,TRUE,1921500.7430279
455,43,0,58.85,TRUE,1704394.82889973
456,44,1,79.98,TRUE,2073806.88788282
457,32,1,29.47,TRUE,1361502.9871046
458,44,0,65.89,TRUE,1831818.80927467
459,56,0,91.57,FALSE,2249755.64196162
460,48,0,80.04,FALSE,2016864.12882487
461,40,1,64,TRUE,1801233.8421378
462,50,1,82.14,FALSE,1988966.55007706
463,50,1,68.04,TRUE,1828665.25614322
464,39,1,40.85,TRUE,1536499.46730286
465,49,0,85.53,FALSE,2148801.31608845
466,46,1,75.51,TRUE,2063770.75353128
467,47,1,84.4,FALSE,2247191.61190599
468,56,1,90.94,FALSE,2238411.53694027
469,51,0,96.31,FALSE,2301787.86155289
470,41,0,71.3,TRUE,1898098.61560927
471,52,1,61.84,TRUE,1753526.67887682
472,46,0,60.86,TRUE,1727484.64515876
473,54,0,93.26,FALSE,2235911.06389337
474,42,1,90.96,FALSE,2153165.82684201
475,44,1,91.07,FALSE,2175189.46543795
476,48,0,86.01,FALSE,2034641.27528467
477,55,0,71.83,TRUE,1910908.47456519
478,46,0,62.02,TRUE,1828620.17111456
479,46,0,52,TRUE,1687527.22283591
480,40,1,61.48,TRUE,1729297.88090273
481,56,0,86.17,FALSE,2150700.8300139
482,54,1,90.41,FALSE,2246322.39795437
483,46,1,80.42,FALSE,2034404.78325739
484,41,1,73.09,TRUE,1913979.21832128
485,46,0,58.61,TRUE,1638190.16488582
486,60,0,87.97,FALSE,2201207.6837925
487,37,1,69.25,TRUE,1923397.05055469
488,39,1,39.82,TRUE,1418986.99049642
489,45,1,88.57,FALSE,2126801.12607788
490,42,1,79.15,TRUE,2200495.06797553
491,40,1,95.88,FALSE,2193924.72443127
492,60,0,69.33,TRUE,1944296.43346207
493,40,0,85.39,FALSE,2196324.72939159
494,44,1,88.84,FALSE,2160378.35666337
495,32,1,87.15,FALSE,2190990.11619599
496,43,1,65.73,TRUE,1814065.77773931
497,52,0,97.74,FALSE,2305000.80116097
498,62,1,82.36,FALSE,2213688.77713033
499,44,0,89.79,FALSE,2196348.85275885
500,47,1,89.24,FALSE,2199786.06442379
501,50,0,65.01,TRUE,1786371.0742509
502,52,1,67.89,TRUE,1850006.31711524
503,44,1,77.15,TRUE,1975493.14504972
504,43,0,63.46,TRUE,1814761.37293801
505,55,1,84.87,FALSE,2019204.85642009
506,57,1,97.16,FALSE,2345492.74464102
507,40,0,79.29,TRUE,1951948.65457801
508,44,1,81.44,FALSE,2044411.84182382
509,43,1,72.09,TRUE,1972888.47598464
510,42,0,66.17,TRUE,1859608.1325648
511,41,1,52.8,TRUE,1597799.09490731
512,40,1,74.31,TRUE,2192808.81800049
513,48,0,83.51,FALSE,2068244.70752404
514,46,1,80.43,FALSE,1985888.27690312
515,50,1,55.84,TRUE,1707111.98720499
516,46,1,87.98,FALSE,2200425.48466293
517,51,1,89.15,FALSE,2175081.76457692
518,40,0,68.75,TRUE,1903972.49081887
519,42,0,61.56,TRUE,1744694.24546273
520,38,1,56.91,TRUE,1627801.62966821
521,45,1,74.97,TRUE,2027606.75790628
522,44,1,78.45,TRUE,2068211.32275078
523,39,0,47.27,TRUE,1511081.31554131
524,53,0,91.13,FALSE,2200034.53539628
525,40,0,50.25,TRUE,1647631.76629853
526,47,1,85.27,FALSE,2162679.25106784
527,52,0,72.6,TRUE,1890907.39014839
528,51,1,64.85,TRUE,1862808.7731624
529,45,0,72.59,TRUE,1961582.44007915
530,43,0,83.54,FALSE,2098315.21835257
531,48,0,71.77,TRUE,1850001.28563969
532,44,0,87.82,FALSE,2128945.96958084
533,55,0,85.59,FALSE,1981674.00044038
534,43,1,48.82,TRUE,1546078.40725537
535,51,0,68.02,TRUE,1824729.76646931
536,54,1,88.52,FALSE,2176395.38472736
537,50,0,75.07,TRUE,1970813.30147701
538,43,0,61.96,TRUE,1770676.79365826
539,48,1,88.35,FALSE,2143221.63081713
540,45,1,81.67,FALSE,1977308.48423792
541,37,1,50.72,TRUE,1606015.52112652
542,55,0,82.86,FALSE,2088085.54422564
543,52,0,95.2,FALSE,2238410.18150821
544,36,1,66.22,TRUE,1877603.09229949
545,48,0,93.49,FALSE,2275506.18494479
546,54,0,93.84,FALSE,2222306.33027386
547,47,0,73.84,TRUE,1862414.15359792
548,51,1,74.1,TRUE,1926590.75129348
549,53,1,75.8,TRUE,2046533.96605494
550,44,1,69.16,TRUE,1895682.76028877
551,40,1,85.81,FALSE,2173578.96340713
552,39,1,72.86,TRUE,1995110.63037238
553,46,0,83.66,FALSE,2047901.54567987
554,36,0,76.45,TRUE,2021279.50317824
555,48,1,91.14,FALSE,2184002.88318578
556,45,0,77.3,TRUE,2001595.5820754
557,44,0,73.19,TRUE,1912680.45337009
558,50,0,86.18,FALSE,2177006.70560462
559,38,1,74.4,TRUE,2068431.74733243
560,46,0,85.49,FALSE,2100425.39651748
561,39,0,85.43,FALSE,2037957.74666021
562,46,1,78.85,TRUE,2083613.66477828
563,31,0,64.61,TRUE,1780886.46047825
564,51,0,78.86,TRUE,2175396.72259133
565,48,0,71.4,TRUE,1768914.19223225
566,45,0,51.51,TRUE,1564478.92661723
567,56,1,80.18,FALSE,2029980.87542996
568,44,1,77.09,TRUE,2103781.09625252
569,51,0,64.11,TRUE,1763404.49576895
570,51,1,92.15,FALSE,2230207.18910349
571,54,1,63.3,TRUE,1846486.72579151
572,58,0,83.95,FALSE,1981497.46983639
573,54,0,91.04,FALSE,2238832.84748487
574,48,1,95.86,FALSE,2207089.85803037
575,36,1,86.35,FALSE,2246989.63025911
576,43,0,91.35,FALSE,2168926.87306009
577,45,0,91.43,FALSE,2205201.74974032
578,55,0,91.74,FALSE,2159710.75345474
579,39,1,63.27,TRUE,1826729.84372752
580,53,1,88.38,FALSE,2105117.53585374
581,47,0,84.99,FALSE,1995309.91770476
582,49,0,82.13,FALSE,2093095.0529216
583,44,1,71.41,TRUE,1874785.42444783
584,56,1,81.18,FALSE,2110317.48387126
585,39,0,55.72,TRUE,1635984.78793921
586,48,0,80.3,FALSE,1866508.05839078
587,50,1,97.75,FALSE,2350089.36516039
588,47,1,76.96,TRUE,2075500.00023867
589,47,1,96.33,FALSE,2240116.36356763
590,38,0,52.48,TRUE,1614405.3823842
591,40,0,86.75,FALSE,2055792.23997716
592,49,1,90.82,FALSE,2262793.50482981
593,43,0,84.73,FALSE,2088933.60017458
594,53,0,62.26,TRUE,1697442.38528883
595,60,1,70.06,TRUE,1917812.44276222
596,46,1,89.35,FALSE,2100355.92895336
597,39,1,75.35,TRUE,2090294.54616459
598,49,1,62.65,TRUE,1798981.55760922
599,47,1,34.06,TRUE,1422093.87434661
600,49,0,72.67,TRUE,1911950.7311848
601,51,0,86.17,FALSE,2104838.68476275
602,46,1,80.47,FALSE,1890499.74832728
603,45,0,56.27,TRUE,1697974.96229807
604,38,1,52.69,TRUE,1666715.49592326
605,40,1,65.48,TRUE,1846216.07779926
606,39,1,78.92,TRUE,2122970.02475295
607,49,0,91.91,FALSE,2309911.71710982
608,47,0,81.37,FALSE,2018983.18687075
