address,addressCity,addressState,addressStreet,addressZipcode,area,availabilityDate,badgeInfo,baths,beds,brokerName,countryCurrency,detailUrl,has3DModel,hasAdditionalAttributions,hasImage,hasVideo,id,imgSrc,info2String,info3String,isFeaturedListing,isHomeRec,isSaved,isUndisclosedAddress,isUserClaimingOwner,isUserConfirmedClaim,isZillowOwned,latLong,list,pgapt,price,providerListingId,relaxed,sgapt,shouldShowZestimateAsPrice,statusText,statusType,unformattedPrice,variableData,zestimate,zpid,builderName,hasOpenHouse,openHouseDescription,openHouseEndDate,openHouseStartDate,info6String,lotAreaString,streetViewMetadataURL,streetViewURL,best_deal
"5004 Broken Bow Pass, Austin, TX 78745",Austin,TX,5004 Broken Bow Pass,78745,1628,,,2.0,3,Realty Austin,$,https://www.zillow.com/homedetails/5004-Broken-Bow-Pass-Austin-TX-78745/58313357_zpid/,0.0,1.0,1.0,0.0,58313357,https://photos.zillowstatic.com/fp/aed9853b4ac883a686f4e4def57e0fb4-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.224596, 'longitude': -97.79858}",1.0,ForSale,"$675,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,675000.0,"{'type': 'PRICE_REDUCTION', 'text': '$24,000 (Sep 14)'}",680400,58313357,,,,,,,,,,-5400.0
"603 Davis St APT 1511, Austin, TX 78701",Austin,TX,603 Davis St APT 1511,78701,1219,,,2.0,2,TOWERS.net,$,https://www.zillow.com/homedetails/603-Davis-St-APT-1511-Austin-TX-78701/80095977_zpid/,0.0,1.0,1.0,0.0,80095977,https://photos.zillowstatic.com/fp/acf82dbefe39633a1677ed464d384c7d-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.260292, 'longitude': -97.73929}",1.0,ForSale,"$894,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,894000.0,"{'type': 'PRICE_REDUCTION', 'text': '$5,000 (Sep 14)'}",898500,80095977,,,,,,,,,,-4500.0
"1713 Constanta Dr, Austin, TX 78753",Austin,TX,1713 Constanta Dr,78753,2489,,,4.0,3,"Opendoor Brokerage, LLC",$,https://www.zillow.com/homedetails/1713-Constanta-Dr-Austin-TX-78753/241930448_zpid/,0.0,1.0,1.0,0.0,241930448,https://photos.zillowstatic.com/fp/0bad3efffc2bfedeabd9817f8dce894d-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.391655, 'longitude': -97.647545}",1.0,ForSale,"$539,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,539000.0,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",543344,241930448,,1.0,Open House - 9:00 AM - 7:00 PM,2022-09-15T19:00:00,2022-09-15T09:00:00,,,,,-4344.0
"3520 Alpine Autumn Dr, Austin, TX 78744",Austin,TX,3520 Alpine Autumn Dr,78744,2216.0,,,3.0,4.0,Realty Austin,$,https://www.zillow.com/homedetails/3520-Alpine-Autumn-Dr-Austin-TX-78744/145655708_zpid/,0.0,1.0,1.0,0.0,145655708,https://photos.zillowstatic.com/fp/63d1ec6982d12fe411794e0e5424f5a1-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.201979, 'longitude': -97.69682}",1.0,ForSale,"$475,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,475000.0,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 1-3pm'}",478500,145655708,,1.0,Open House - 1:00 - 3:00 PM,2022-09-17T15:00:00,2022-09-17T13:00:00,,,,,-3500.0
"2600 Penny Ln APT 206, Austin, TX 78757",Austin,TX,2600 Penny Ln APT 206,78757,835,,,2.0,2,Texas Premier Realty,$,https://www.zillow.com/homedetails/2600-Penny-Ln-APT-206-Austin-TX-78757/29426349_zpid/,0.0,1.0,1.0,0.0,29426349,https://photos.zillowstatic.com/fp/75d5234c216b52775471bc65f27a785b-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.365541, 'longitude': -97.73019}",1.0,ForSale,"$250,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,250000.0,"{'type': 'DAYS_ON', 'text': '70 days on Zillow'}",253400,29426349,,,,,,,,,,-3400.0
"11941 Gaelic Dr, Austin, TX 78754",Austin,TX,11941 Gaelic Dr,78754,1915,,,2.0,3,"Opendoor Brokerage, LLC",$,https://www.zillow.com/homedetails/11941-Gaelic-Dr-Austin-TX-78754/83813338_zpid/,0.0,1.0,1.0,0.0,83813338,https://photos.zillowstatic.com/fp/4cf053e5564b6b57aed47c4f556bebe2-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.360453, 'longitude': -97.615105}",1.0,ForSale,"$371,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,371000.0,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",374211,83813338,,1.0,Open House - 9:00 AM - 7:00 PM,2022-09-15T19:00:00,2022-09-15T09:00:00,,,,,-3211.0
"407 E 45th St APT 113, Austin, TX 78751",Austin,TX,407 E 45th St APT 113,78751,500,,,1.0,1,Habitat Hunters Inc,$,https://www.zillow.com/homedetails/407-E-45th-St-APT-113-Austin-TX-78751/2083827749_zpid/,0.0,1.0,1.0,0.0,2083827749,https://photos.zillowstatic.com/fp/36c91a9db457f60e93463f8b92e84eae-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.306852, 'longitude': -97.72541}",1.0,ForSale,"$225,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,225000.0,"{'type': 'DAYS_ON', 'text': '31 days on Zillow'}",228000,2083827749,,,,,,,,,,-3000.0
"6903 Deatonhill Dr APT 45, Austin, TX 78745",Austin,TX,6903 Deatonhill Dr APT 45,78745,426,,,1.0,0,"Lujo Realty, PLLC",$,https://www.zillow.com/homedetails/6903-Deatonhill-Dr-APT-45-Austin-TX-78745/58315068_zpid/,0.0,1.0,1.0,0.0,58315068,https://photos.zillowstatic.com/fp/8f402a58dc2c6b57e9fa21aa4c11945c-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.208742, 'longitude': -97.817375}",1.0,ForSale,"$184,500",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,184500.0,"{'type': 'DAYS_ON', 'text': '14 days on Zillow'}",184700,58315068,,,,,,,,,,-200.0
"7005 Frontera Trl, Austin, TX 78741",Austin,TX,7005 Frontera Trl,78741,1040,,,2.0,3,Realty Austin,$,https://www.zillow.com/homedetails/7005-Frontera-Trl-Austin-TX-78741/79975071_zpid/,1.0,1.0,1.0,0.0,79975071,https://photos.zillowstatic.com/fp/05154396a1227ad04da4855137db134c-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.227978, 'longitude': -97.69243}",1.0,ForSale,"$385,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,385000.0,"{'type': '3D_HOME', 'text': '3D Tour'}",385003,79975071,,,,,,,,,,-3.0
"300 Bowie St APT 2005, Austin, TX 78703",Austin,TX,300 Bowie St APT 2005,78703,1061,,,2.0,2,Gottesman Residential R.E.,$,https://www.zillow.com/homedetails/300-Bowie-St-APT-2005-Austin-TX-78703/83820924_zpid/,0.0,1.0,1.0,0.0,83820924,https://photos.zillowstatic.com/fp/c1a4ac1d4ac04ad82806daeba80aae63-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.268621, 'longitude': -97.7539}",1.0,ForSale,"$825,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,825000.0,"{'type': 'PRICE_REDUCTION', 'text': '$25,000 (Sep 12)'}",825002,83820924,,,,,,,,,,-2.0
"400 W 37th St, Austin, TX 78705",Austin,TX,400 W 37th St,78705,1423,,,2.0,2,Keller Williams - Lake Travis,$,https://www.zillow.com/homedetails/400-W-37th-St-Austin-TX-78705/29399034_zpid/,0.0,1.0,1.0,0.0,29399034,https://photos.zillowstatic.com/fp/b1c75a9e5c7c34576c82f90ca53789f4-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.301344, 'longitude': -97.7368}",1.0,ForSale,"$849,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,849000.0,"{'type': 'DAYS_ON', 'text': '26 days on Zillow'}",849002,29399034,,,,,,,,,,-2.0
"3806 Sojourner St, Austin, TX 78725",Austin,TX,3806 Sojourner St,78725,1371.0,,,2.0,3.0,"Equity Texas Realty, LLC",$,https://www.zillow.com/homedetails/3806-Sojourner-St-Austin-TX-78725/64695691_zpid/,0.0,1.0,1.0,0.0,64695691,https://photos.zillowstatic.com/fp/a31b4845fad1c67f93909cdf08babc26-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.239258, 'longitude': -97.589836}",1.0,ForSale,"$250,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,250000.0,"{'type': 'DAYS_ON', 'text': '2 days on Zillow'}",250002,64695691,,,,,,,,,,-2.0
"3801 Menchaca Rd #41, Austin, TX 78704",Austin,TX,3801 Menchaca Rd #41,78704,1093,,,2.0,2,Mercado Vincent Real Estate,$,https://www.zillow.com/homedetails/3801-Menchaca-Rd-41-Austin-TX-78704/58312439_zpid/,0.0,1.0,1.0,0.0,58312439,https://photos.zillowstatic.com/fp/b435d9bac609fada05ce3ca2236f1bfd-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.236076, 'longitude': -97.78416}",1.0,ForSale,"$385,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,385000.0,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sun. 1-3pm'}",385001,58312439,,1.0,Open House - 1:00 - 3:00 PM,2022-09-18T15:00:00,2022-09-18T13:00:00,,,,,-1.0
"5302 Avenue H #A, Austin, TX 78751",Austin,TX,5302 Avenue H #A,78751,1628,,,3.0,4,Douglas Elliman Real Estate,$,https://www.zillow.com/homedetails/5302-Avenue-H-A-Austin-TX-78751/305431051_zpid/,0.0,1.0,1.0,0.0,305431051,https://photos.zillowstatic.com/fp/533fb4853d9b9c727cd0972f372ba06c-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.317076, 'longitude': -97.71739}",1.0,ForSale,"$700,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,700000.0,"{'type': 'DAYS_ON', 'text': '26 days on Zillow'}",700001,305431051,,,,,,,,,,-1.0
"1109 Mahan Dr #A, Austin, TX 78721",Austin,TX,1109 Mahan Dr #A,78721,1489,,,3.0,3,JBGoodwin REALTORS WL,$,https://www.zillow.com/homedetails/1109-Mahan-Dr-A-Austin-TX-78721/145653513_zpid/,0.0,1.0,1.0,0.0,145653513,https://photos.zillowstatic.com/fp/eaaa761c3fff767344adaad9b8db9568-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.26201, 'longitude': -97.685425}",1.0,ForSale,"$579,500",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,579500.0,"{'type': 'DAYS_ON', 'text': '13 days on Zillow'}",579501,145653513,,,,,,,,,,-1.0
"2129 Margalene Way, Austin, TX 78728",Austin,TX,2129 Margalene Way,78728,1133,,,2.0,3,"Opendoor Brokerage, LLC",$,https://www.zillow.com/homedetails/2129-Margalene-Way-Austin-TX-78728/29447883_zpid/,0.0,1.0,1.0,0.0,29447883,https://photos.zillowstatic.com/fp/fde4b19412df3d04d5793c19dce2e4b5-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.437616, 'longitude': -97.68421}",1.0,ForSale,"$375,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,375000.0,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",375001,29447883,,1.0,Open House - 9:00 AM - 7:00 PM,2022-09-15T19:00:00,2022-09-15T09:00:00,,,,,-1.0
"11912 Farrier Ln, Austin, TX 78748",Austin,TX,11912 Farrier Ln,78748,1886,,,3.0,3,Spyglass Realty,$,https://www.zillow.com/homedetails/11912-Farrier-Ln-Austin-TX-78748/306645404_zpid/,1.0,1.0,1.0,1.0,306645404,https://photos.zillowstatic.com/fp/27503f80b981a7803e0a9ba7b75598d3-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.144897, 'longitude': -97.83625}",1.0,ForSale,"$475,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,475000.0,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sun. 1am-4pm'}",475000,306645404,,1.0,Open House - 1:00 AM - 4:00 PM,2022-09-18T16:00:00,2022-09-18T01:00:00,,,,,0.0
"3602 Latimer Dr, Austin, TX 78732",Austin,TX,3602 Latimer Dr,78732,1923,,,3.0,3,Ruzicka Real Estate,$,https://www.zillow.com/homedetails/3602-Latimer-Dr-Austin-TX-78732/29359645_zpid/,0.0,1.0,1.0,0.0,29359645,https://photos.zillowstatic.com/fp/313bdcec64f90c310bca8cc383124e0b-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.37478, 'longitude': -97.88774}",1.0,ForSale,"$575,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,575000.0,"{'type': 'PRICE_REDUCTION', 'text': '$21,000 (Sep 8)'}",575000,29359645,,,,,,,,,,0.0
"1600 Catalan Rd #401, Austin, TX 78748",Austin,TX,1600 Catalan Rd #401,78748,1918,,,3.0,3,Keller Williams - Lake Travis,$,https://www.zillow.com/homedetails/1600-Catalan-Rd-401-Austin-TX-78748/2091047846_zpid/,0.0,1.0,1.0,0.0,2091047846,https://photos.zillowstatic.com/fp/e1aa406c667aee4011c1a8946f213cde-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.15078, 'longitude': -97.836205}",1.0,ForSale,"$438,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,438000.0,"{'type': 'DAYS_ON', 'text': '8 days on Zillow'}",438000,2091047846,,,,,,,,,,0.0
"1116 Tetbury Ln, Austin, TX 78748",Austin,TX,1116 Tetbury Ln,78748,1402,,,3.0,3,Austin Home Seekers,$,https://www.zillow.com/homedetails/1116-Tetbury-Ln-Austin-TX-78748/29503732_zpid/,0.0,1.0,1.0,0.0,29503732,https://photos.zillowstatic.com/fp/747f499ab088ba39162923f59c12018c-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.184008, 'longitude': -97.80511}",1.0,ForSale,"$699,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,699000.0,"{'type': 'DAYS_ON', 'text': '13 days on Zillow'}",699000,29503732,,,,,,,,,,0.0
"2703 Bonnie Rd, Austin, TX 78703",Austin,TX,2703 Bonnie Rd,78703,2912,,,3.0,4,Gottesman Residential R.E.,$,https://www.zillow.com/homedetails/2703-Bonnie-Rd-Austin-TX-78703/29334038_zpid/,0.0,1.0,1.0,0.0,29334038,https://photos.zillowstatic.com/fp/ebd18bc29bd646412db6ac66613b97ae-p_e.jpg,Listing provided by ABOR,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 30.291391, 'longitude': -97.77225}",1.0,ForSale,"$1,850,000",,0.0,For Sale (Broker),0.0,Active,FOR_SALE,1850000.0,"{'type': 'DAYS_ON', 'text': '5 days on Zillow'}",1850000,29334038,,,,,,,,,,0.0
